Date,GEECEE
2017-01-02,127.0
2017-01-03,125.95
2017-01-04,133.95
2017-01-05,143.95
2017-01-06,138.85
2017-01-09,144.5
2017-01-10,142.6
2017-01-11,141.45
2017-01-12,141.3
2017-01-13,142.2
2017-01-16,142.2
2017-01-17,142.0
2017-01-18,142.85
2017-01-19,141.5
2017-01-20,140.25
2017-01-23,137.6
2017-01-24,143.15
2017-01-25,145.25
2017-01-27,147.5
2017-01-30,145.45
2017-01-31,143.3
2017-02-01,143.15
2017-02-02,143.85
2017-02-03,144.65
2017-02-06,142.25
2017-02-07,141.25
2017-02-08,140.25
2017-02-09,131.3
2017-02-10,127.95
2017-02-13,122.35
2017-02-14,125.6
2017-02-15,124.75
2017-02-16,127.4
2017-02-17,125.8
2017-02-20,125.65
2017-02-21,124.8
2017-02-22,128.75
2017-02-23,128.75
2017-02-27,132.15
2017-02-28,133.85
2017-03-01,130.25
2017-03-02,130.75
2017-03-03,132.1
2017-03-06,131.35
2017-03-07,129.3
2017-03-08,127.25
2017-03-09,124.75
2017-03-10,125.05
2017-03-14,125.15
2017-03-15,126.75
2017-03-16,127.5
2017-03-17,125.85
2017-03-20,130.95
2017-03-21,130.4
2017-03-22,130.95
2017-03-23,130.05
2017-03-24,129.35
2017-03-27,127.05
2017-03-28,126.1
2017-03-29,124.85
2017-03-30,126.9
2017-03-31,125.55
2017-04-03,127.7
2017-04-05,140.6
2017-04-06,137.65
2017-04-07,134.35
2017-04-10,140.8
2017-04-11,140.4
2017-04-12,139.4
2017-04-13,142.65
2017-04-17,141.25
2017-04-18,139.4
2017-04-19,139.1
2017-04-20,141.2
2017-04-21,140.9
2017-04-24,142.45
2017-04-25,143.65
2017-04-26,143.9
2017-04-27,140.2
2017-04-28,138.05
2017-05-02,135.65
2017-05-03,138.65
2017-05-04,138.95
2017-05-05,139.05
2017-05-08,138.55
2017-05-09,137.9
2017-05-10,138.85
2017-05-11,140.2
2017-05-12,139.45
2017-05-15,138.65
2017-05-16,139.7
2017-05-17,137.15
2017-05-18,137.4
2017-05-19,137.3
2017-05-22,136.75
2017-05-23,129.1
2017-05-24,123.65
2017-05-25,125.85
2017-05-26,130.4
2017-05-29,124.1
2017-05-30,125.85
2017-05-31,125.65
2017-06-01,128.7
2017-06-02,134.45
2017-06-05,133.75
2017-06-06,131.6
2017-06-07,131.6
2017-06-08,127.05
2017-06-09,129.4
2017-06-12,126.8
2017-06-13,129.5
2017-06-14,129.35
2017-06-15,128.95
2017-06-16,130.2
2017-06-19,129.2
2017-06-20,133.05
2017-06-21,134.45
2017-06-22,130.55
2017-06-23,128.7
2017-06-27,126.65
2017-06-28,126.15
2017-06-29,126.65
2017-06-30,126.15
2017-07-03,127.25
2017-07-04,125.7
2017-07-05,128.2
2017-07-06,128.55
2017-07-07,129.15
2017-07-10,129.15
2017-07-11,127.85
2017-07-12,127.1
2017-07-13,128.15
2017-07-14,127.5
2017-07-17,129.6
2017-07-18,128.1
2017-07-19,129.35
2017-07-20,129.6
2017-07-21,134.0
2017-07-24,133.05
2017-07-25,136.9
2017-07-26,135.1
2017-07-27,133.95
2017-07-28,132.75
2017-07-31,132.7
2017-08-01,134.45
2017-08-02,131.6
2017-08-03,129.5
2017-08-04,129.35
2017-08-07,127.85
2017-08-08,126.95
2017-08-09,118.6
2017-08-10,113.4
2017-08-11,113.05
2017-08-14,116.4
2017-08-16,116.65
2017-08-17,115.1
2017-08-18,114.35
2017-08-21,118.4
2017-08-22,114.3
2017-08-23,117.45
2017-08-24,118.45
2017-08-28,120.2
2017-08-29,117.35
2017-08-30,119.2
2017-08-31,125.3
2017-09-01,150.35
2017-09-04,157.5
2017-09-05,160.4
2017-09-06,152.65
2017-09-07,154.95
2017-09-08,153.85
2017-09-11,156.0
2017-09-12,153.6
2017-09-13,151.1
2017-09-14,155.35
2017-09-15,158.1
2017-09-18,163.6
2017-09-19,158.4
2017-09-20,159.55
2017-09-21,156.7
2017-09-22,149.45
2017-09-25,144.1
2017-09-26,144.35
2017-09-27,137.3
2017-09-28,140.25
2017-09-29,139.1
2017-10-03,141.9
2017-10-04,141.7
2017-10-05,137.9
2017-10-06,141.95
2017-10-09,170.3
2017-10-10,167.3
2017-10-11,171.85
2017-10-12,178.3
2017-10-13,180.0
2017-10-16,182.4
2017-10-17,178.65
2017-10-18,176.55
2017-10-19,174.5
2017-10-23,175.7
2017-10-24,172.5
2017-10-25,168.75
2017-10-26,179.35
2017-10-27,158.05
2017-10-30,160.05
2017-10-31,160.1
2017-11-01,159.6
2017-11-02,156.3
2017-11-03,159.0
2017-11-06,152.3
2017-11-07,150.9
2017-11-08,149.85
2017-11-09,148.9
2017-11-10,145.3
2017-11-13,140.55
2017-11-14,143.2
2017-11-15,140.85
2017-11-16,140.25
2017-11-17,140.05
2017-11-20,140.7
2017-11-21,143.9
2017-11-22,146.0
2017-11-23,154.0
2017-11-24,154.2
2017-11-27,153.6
2017-11-28,156.3
2017-11-29,155.55
2017-11-30,153.3
2017-12-01,158.9
2017-12-04,161.05
2017-12-05,159.35
2017-12-06,160.2
2017-12-07,163.25
2017-12-08,161.75
2017-12-11,161.4
2017-12-12,159.2
2017-12-13,157.95
2017-12-14,155.0
2017-12-15,157.05
2017-12-18,157.9
2017-12-19,155.5
2017-12-20,156.55
2017-12-21,162.2
2017-12-22,168.15
2017-12-26,164.55
2017-12-27,176.1
2017-12-28,173.8
2017-12-29,172.2
