Date,BINANIIND
2017-01-02,70.35
2017-01-03,71.55
2017-01-04,72.65
2017-01-05,74.4
2017-01-06,73.45
2017-01-09,74.25
2017-01-10,74.45
2017-01-11,76.15
2017-01-12,76.15
2017-01-13,76.8
2017-01-16,76.85
2017-01-17,75.65
2017-01-18,77.5
2017-01-19,76.55
2017-01-20,73.5
2017-01-23,74.9
2017-01-24,76.1
2017-01-25,76.35
2017-01-27,79.65
2017-01-30,77.5
2017-01-31,75.8
2017-02-01,78.25
2017-02-02,78.45
2017-02-03,81.75
2017-02-06,84.1
2017-02-07,81.8
2017-02-08,82.25
2017-02-09,81.9
2017-02-10,81.25
2017-02-13,77.1
2017-02-14,77.0
2017-02-15,75.45
2017-02-16,75.85
2017-02-17,76.5
2017-02-20,78.45
2017-02-21,78.4
2017-02-22,76.25
2017-02-23,76.05
2017-02-27,75.6
2017-02-28,76.0
2017-03-01,76.65
2017-03-02,76.85
2017-03-03,75.45
2017-03-06,75.35
2017-03-07,74.35
2017-03-08,73.7
2017-03-09,73.3
2017-03-10,72.6
2017-03-14,72.0
2017-03-15,71.75
2017-03-16,74.0
2017-03-17,72.4
2017-03-20,70.75
2017-03-21,71.15
2017-03-22,69.25
2017-03-23,70.75
2017-03-24,72.3
2017-03-27,71.3
2017-03-28,70.25
2017-03-29,69.7
2017-03-30,70.25
2017-03-31,73.4
2017-04-03,76.8
2017-04-05,92.15
2017-04-06,86.95
2017-04-07,88.45
2017-04-10,89.25
2017-04-11,89.65
2017-04-12,87.25
2017-04-13,86.15
2017-04-17,86.6
2017-04-18,87.5
2017-04-19,87.55
2017-04-20,90.05
2017-04-21,88.45
2017-04-24,90.5
2017-04-25,89.45
2017-04-26,87.2
2017-04-27,86.1
2017-04-28,85.9
2017-05-02,85.8
2017-05-03,84.6
2017-05-04,84.6
2017-05-05,82.9
2017-05-08,83.05
2017-05-09,87.45
2017-05-10,85.9
2017-05-11,87.65
2017-05-12,84.85
2017-05-15,85.6
2017-05-16,86.4
2017-05-17,84.9
2017-05-18,82.1
2017-05-19,81.0
2017-05-22,78.05
2017-05-23,76.35
2017-05-24,74.1
2017-05-25,74.05
2017-05-26,75.7
2017-05-29,74.05
2017-05-30,74.8
2017-05-31,74.3
2017-06-01,74.95
2017-06-02,74.75
2017-06-05,75.3
2017-06-06,74.15
2017-06-07,74.55
2017-06-08,73.7
2017-06-09,73.95
2017-06-12,73.6
2017-06-13,73.65
2017-06-14,73.4
2017-06-15,73.75
2017-06-16,80.05
2017-06-19,78.15
2017-06-20,77.75
2017-06-21,79.15
2017-06-22,76.3
2017-06-23,75.8
2017-06-27,73.75
2017-06-28,73.85
2017-06-29,74.5
2017-06-30,73.65
2017-07-03,75.55
2017-07-04,76.0
2017-07-05,77.0
2017-07-06,80.5
2017-07-07,80.55
2017-07-10,80.2
2017-07-11,80.45
2017-07-12,80.25
2017-07-13,78.05
2017-07-14,76.7
2017-07-17,76.5
2017-07-18,76.75
2017-07-19,77.4
2017-07-20,80.3
2017-07-21,78.5
2017-07-24,77.35
2017-07-25,77.9
2017-07-26,77.3
2017-07-27,76.35
2017-07-28,76.35
2017-07-31,75.9
2017-08-01,75.6
2017-08-02,75.25
2017-08-03,73.4
2017-08-04,72.8
2017-08-07,78.65
2017-08-08,75.45
2017-08-09,73.2
2017-08-10,71.25
2017-08-11,68.4
2017-08-14,71.9
2017-08-16,72.4
2017-08-17,72.15
2017-08-18,70.85
2017-08-21,70.55
2017-08-22,69.55
2017-08-23,71.0
2017-08-24,70.85
2017-08-28,71.05
2017-08-29,69.6
2017-08-30,71.1
2017-08-31,71.15
2017-09-01,71.8
2017-09-04,70.3
2017-09-05,72.5
2017-09-06,74.25
2017-09-07,78.15
2017-09-08,76.5
2017-09-11,76.05
2017-09-12,77.4
2017-09-13,78.0
2017-09-14,76.6
2017-09-15,76.6
2017-09-18,76.85
2017-09-19,81.15
2017-09-20,80.9
2017-09-21,81.8
2017-09-22,77.6
2017-09-25,73.75
2017-09-26,73.7
2017-09-27,71.65
2017-09-28,72.15
2017-09-29,72.5
2017-10-03,73.25
2017-10-04,75.0
2017-10-05,74.45
2017-10-06,75.45
2017-10-09,74.8
2017-10-10,75.0
2017-10-11,74.15
2017-10-12,76.1
2017-10-13,77.9
2017-10-16,77.05
2017-10-17,80.65
2017-10-18,78.2
2017-10-19,79.9
2017-10-23,78.2
2017-10-24,78.3
2017-10-25,78.75
2017-10-26,78.1
2017-10-27,79.15
2017-10-30,82.85
2017-10-31,80.8
2017-11-01,81.3
2017-11-02,80.3
2017-11-03,89.8
2017-11-06,88.55
2017-11-07,83.35
2017-11-08,83.2
2017-11-09,84.05
2017-11-10,84.85
2017-11-13,90.35
2017-11-14,89.25
2017-11-15,87.7
2017-11-16,89.1
2017-11-17,88.4
2017-11-20,90.7
2017-11-21,90.45
2017-11-22,88.5
2017-11-23,89.75
2017-11-24,88.6
2017-11-27,91.65
2017-11-28,98.65
2017-11-29,95.3
2017-11-30,95.7
2017-12-01,92.25
2017-12-04,91.15
2017-12-05,92.65
2017-12-06,97.1
2017-12-07,99.25
2017-12-08,98.05
2017-12-11,96.85
2017-12-12,95.25
2017-12-13,93.6
2017-12-14,93.6
2017-12-15,96.35
2017-12-18,97.5
2017-12-19,101.2
2017-12-20,108.4
2017-12-21,116.4
2017-12-22,139.65
2017-12-26,142.1
2017-12-27,132.5
2017-12-28,140.9
2017-12-29,138.45
