Date,NUCLEUS
2017-01-02,265.25
2017-01-03,268.7
2017-01-04,272.65
2017-01-05,291.6
2017-01-06,282.05
2017-01-09,283.65
2017-01-10,281.9
2017-01-11,277.5
2017-01-12,287.6
2017-01-13,284.05
2017-01-16,278.65
2017-01-17,284.1
2017-01-18,282.1
2017-01-19,278.55
2017-01-20,271.25
2017-01-23,271.95
2017-01-24,277.05
2017-01-25,276.35
2017-01-27,276.75
2017-01-30,270.25
2017-01-31,259.1
2017-02-01,264.7
2017-02-02,267.4
2017-02-03,271.3
2017-02-06,267.25
2017-02-07,264.0
2017-02-08,264.0
2017-02-09,265.7
2017-02-10,263.75
2017-02-13,263.95
2017-02-14,263.35
2017-02-15,257.2
2017-02-16,261.6
2017-02-17,268.6
2017-02-20,267.3
2017-02-21,269.7
2017-02-22,275.6
2017-02-23,271.25
2017-02-27,273.35
2017-02-28,271.7
2017-03-01,272.4
2017-03-02,267.2
2017-03-03,268.05
2017-03-06,267.25
2017-03-07,268.8
2017-03-08,264.75
2017-03-09,262.6
2017-03-10,255.2
2017-03-14,249.1
2017-03-15,247.1
2017-03-16,253.75
2017-03-17,251.1
2017-03-20,248.25
2017-03-21,242.4
2017-03-22,240.3
2017-03-23,239.95
2017-03-24,251.65
2017-03-27,252.95
2017-03-28,251.75
2017-03-29,246.3
2017-03-30,248.8
2017-03-31,246.2
2017-04-03,248.7
2017-04-05,253.45
2017-04-06,261.2
2017-04-07,261.35
2017-04-10,261.15
2017-04-11,263.35
2017-04-12,261.1
2017-04-13,261.55
2017-04-17,266.95
2017-04-18,261.45
2017-04-19,260.85
2017-04-20,272.15
2017-04-21,274.85
2017-04-24,280.7
2017-04-25,284.05
2017-04-26,312.7
2017-04-27,309.95
2017-04-28,315.8
2017-05-02,313.45
2017-05-03,318.95
2017-05-04,319.05
2017-05-05,320.05
2017-05-08,325.05
2017-05-09,330.5
2017-05-10,332.95
2017-05-11,327.5
2017-05-12,339.0
2017-05-15,338.95
2017-05-16,336.75
2017-05-17,334.65
2017-05-18,335.25
2017-05-19,328.35
2017-05-22,335.85
2017-05-23,330.15
2017-05-24,333.15
2017-05-25,330.6
2017-05-26,330.6
2017-05-29,332.45
2017-05-30,331.2
2017-05-31,331.45
2017-06-01,334.65
2017-06-02,333.05
2017-06-05,333.5
2017-06-06,333.1
2017-06-07,334.25
2017-06-08,332.35
2017-06-09,331.05
2017-06-12,332.75
2017-06-13,332.15
2017-06-14,332.25
2017-06-15,335.05
2017-06-16,335.2
2017-06-19,338.1
2017-06-20,339.9
2017-06-21,338.65
2017-06-22,338.5
2017-06-23,338.05
2017-06-27,338.15
2017-06-28,338.6
2017-06-29,326.6
2017-06-30,318.95
2017-07-03,320.55
2017-07-04,322.6
2017-07-05,318.95
2017-07-06,317.25
2017-07-07,315.9
2017-07-10,309.75
2017-07-11,312.35
2017-07-12,313.1
2017-07-13,315.1
2017-07-14,311.75
2017-07-17,307.95
2017-07-18,305.25
2017-07-19,311.55
2017-07-20,307.7
2017-07-21,289.55
2017-07-24,289.0
2017-07-25,286.4
2017-07-26,282.65
2017-07-27,282.55
2017-07-28,287.1
2017-07-31,284.9
2017-08-01,283.6
2017-08-02,282.65
2017-08-03,278.4
2017-08-04,278.0
2017-08-07,282.25
2017-08-08,280.15
2017-08-09,276.7
2017-08-10,275.4
2017-08-11,271.6
2017-08-14,278.4
2017-08-16,280.4
2017-08-17,282.55
2017-08-18,286.8
2017-08-21,292.9
2017-08-22,288.1
2017-08-23,289.85
2017-08-24,284.4
2017-08-28,279.35
2017-08-29,280.8
2017-08-30,292.15
2017-08-31,286.75
2017-09-01,285.85
2017-09-04,281.65
2017-09-05,277.75
2017-09-06,280.85
2017-09-07,282.2
2017-09-08,288.8
2017-09-11,291.3
2017-09-12,290.4
2017-09-13,291.25
2017-09-14,296.2
2017-09-15,299.35
2017-09-18,311.7
2017-09-19,305.8
2017-09-20,302.3
2017-09-21,306.55
2017-09-22,299.8
2017-09-25,311.6
2017-09-26,303.65
2017-09-27,300.8
2017-09-28,300.8
2017-09-29,305.15
2017-10-03,308.8
2017-10-04,307.05
2017-10-05,308.4
2017-10-06,310.0
2017-10-09,317.3
2017-10-10,322.65
2017-10-11,313.4
2017-10-12,318.9
2017-10-13,324.3
2017-10-16,322.25
2017-10-17,326.8
2017-10-18,375.05
2017-10-19,367.65
2017-10-23,351.95
2017-10-24,340.3
2017-10-25,346.3
2017-10-26,339.55
2017-10-27,331.0
2017-10-30,339.3
2017-10-31,346.4
2017-11-01,349.0
2017-11-02,351.35
2017-11-03,350.15
2017-11-06,353.55
2017-11-07,364.5
2017-11-08,389.75
2017-11-09,387.25
2017-11-10,399.85
2017-11-13,413.75
2017-11-14,411.9
2017-11-15,414.75
2017-11-16,432.55
2017-11-17,431.75
2017-11-20,443.25
2017-11-21,448.4
2017-11-22,431.5
2017-11-23,425.85
2017-11-24,450.1
2017-11-27,463.8
2017-11-28,470.15
2017-11-29,530.1
2017-11-30,558.75
2017-12-01,567.45
2017-12-04,541.3
2017-12-05,532.9
2017-12-06,532.3
2017-12-07,537.6
2017-12-08,530.8
2017-12-11,529.6
2017-12-12,499.85
2017-12-13,487.5
2017-12-14,481.25
2017-12-15,497.1
2017-12-18,529.1
2017-12-19,543.25
2017-12-20,544.0
2017-12-21,546.95
2017-12-22,531.5
2017-12-26,520.9
2017-12-27,506.45
2017-12-28,521.7
2017-12-29,520.6
