Date,PATELENG
2017-01-02,81.0
2017-01-03,83.1
2017-01-04,82.05
2017-01-05,82.5
2017-01-06,81.0
2017-01-09,82.05
2017-01-10,85.0
2017-01-11,84.6
2017-01-12,88.05
2017-01-13,86.05
2017-01-16,86.8
2017-01-17,87.6
2017-01-18,89.85
2017-01-19,88.7
2017-01-20,85.15
2017-01-23,85.3
2017-01-24,85.05
2017-01-25,84.05
2017-01-27,83.4
2017-01-30,83.35
2017-01-31,82.05
2017-02-01,83.9
2017-02-02,85.45
2017-02-03,82.35
2017-02-06,83.75
2017-02-07,82.6
2017-02-08,83.05
2017-02-09,83.25
2017-02-10,83.35
2017-02-13,81.15
2017-02-14,80.95
2017-02-15,78.45
2017-02-16,78.75
2017-02-17,77.7
2017-02-20,78.45
2017-02-21,79.15
2017-02-22,77.75
2017-02-23,76.95
2017-02-27,76.65
2017-02-28,78.3
2017-03-01,79.4
2017-03-02,77.6
2017-03-03,77.35
2017-03-06,77.8
2017-03-07,76.4
2017-03-08,75.25
2017-03-09,74.5
2017-03-10,74.2
2017-03-14,74.4
2017-03-15,74.75
2017-03-16,80.85
2017-03-17,80.0
2017-03-20,80.6
2017-03-21,78.7
2017-03-22,77.05
2017-03-23,77.95
2017-03-24,76.65
2017-03-27,76.8
2017-03-28,76.65
2017-03-29,78.65
2017-03-30,78.75
2017-03-31,78.6
2017-04-03,81.2
2017-04-05,86.3
2017-04-06,87.85
2017-04-07,87.55
2017-04-10,88.7
2017-04-11,93.45
2017-04-12,92.2
2017-04-13,91.35
2017-04-17,91.55
2017-04-18,92.3
2017-04-19,96.5
2017-04-20,96.45
2017-04-21,95.25
2017-04-24,101.9
2017-04-25,102.4
2017-04-26,97.25
2017-04-27,96.4
2017-04-28,96.3
2017-05-02,97.0
2017-05-03,93.95
2017-05-04,93.2
2017-05-05,87.8
2017-05-08,98.65
2017-05-09,96.35
2017-05-10,97.8
2017-05-11,96.35
2017-05-12,94.2
2017-05-15,94.15
2017-05-16,92.75
2017-05-17,99.6
2017-05-18,94.5
2017-05-19,94.95
2017-05-22,90.55
2017-05-23,87.1
2017-05-24,83.25
2017-05-25,86.9
2017-05-26,87.65
2017-05-29,84.5
2017-05-30,85.35
2017-05-31,86.55
2017-06-01,86.55
2017-06-02,88.8
2017-06-05,87.6
2017-06-06,85.85
2017-06-07,86.65
2017-06-08,86.0
2017-06-09,86.25
2017-06-12,87.15
2017-06-13,89.1
2017-06-14,90.55
2017-06-15,89.6
2017-06-16,90.8
2017-06-19,88.35
2017-06-20,86.65
2017-06-21,87.5
2017-06-22,88.1
2017-06-23,84.7
2017-06-27,82.75
2017-06-28,83.05
2017-06-29,83.6
2017-06-30,82.6
2017-07-03,84.1
2017-07-04,84.65
2017-07-05,86.65
2017-07-06,85.95
2017-07-07,84.6
2017-07-10,84.9
2017-07-11,84.2
2017-07-12,83.75
2017-07-13,84.1
2017-07-14,82.95
2017-07-17,82.9
2017-07-18,83.1
2017-07-19,83.6
2017-07-20,83.0
2017-07-21,83.5
2017-07-24,84.45
2017-07-25,86.1
2017-07-26,84.55
2017-07-27,83.05
2017-07-28,83.0
2017-07-31,82.4
2017-08-01,81.25
2017-08-02,80.15
2017-08-03,78.45
2017-08-04,78.45
2017-08-07,81.35
2017-08-08,78.8
2017-08-09,75.65
2017-08-10,68.3
2017-08-11,69.0
2017-08-14,71.15
2017-08-16,71.55
2017-08-17,73.65
2017-08-18,71.6
2017-08-21,69.35
2017-08-22,68.65
2017-08-23,70.0
2017-08-24,71.0
2017-08-28,71.0
2017-08-29,70.15
2017-08-30,69.8
2017-08-31,72.25
2017-09-01,73.75
2017-09-04,72.75
2017-09-05,76.9
2017-09-06,78.0
2017-09-07,79.35
2017-09-08,76.0
2017-09-11,74.95
2017-09-12,76.2
2017-09-13,77.2
2017-09-14,81.95
2017-09-15,80.15
2017-09-18,78.85
2017-09-19,78.35
2017-09-20,78.65
2017-09-21,78.25
2017-09-22,74.4
2017-09-25,72.0
2017-09-26,73.3
2017-09-27,70.8
2017-09-28,71.7
2017-09-29,73.4
2017-10-03,74.9
2017-10-04,79.1
2017-10-05,77.9
2017-10-06,77.35
2017-10-09,77.85
2017-10-10,80.75
2017-10-11,77.4
2017-10-12,77.6
2017-10-13,78.05
2017-10-16,77.05
2017-10-17,76.15
2017-10-18,76.6
2017-10-19,75.55
2017-10-23,74.55
2017-10-24,75.8
2017-10-25,78.25
2017-10-26,78.85
2017-10-27,82.7
2017-10-30,81.25
2017-10-31,81.45
2017-11-01,80.5
2017-11-02,79.1
2017-11-03,80.0
2017-11-06,80.25
2017-11-07,79.1
2017-11-08,77.65
2017-11-09,78.6
2017-11-10,77.8
2017-11-13,76.8
2017-11-14,78.55
2017-11-15,74.55
2017-11-16,75.65
2017-11-17,77.2
2017-11-20,78.7
2017-11-21,79.3
2017-11-22,78.0
2017-11-23,84.45
2017-11-24,88.75
2017-11-27,92.05
2017-11-28,90.9
2017-11-29,87.85
2017-11-30,85.8
2017-12-01,83.1
2017-12-04,80.95
2017-12-05,82.3
2017-12-06,81.45
2017-12-07,82.4
2017-12-08,82.6
2017-12-11,81.45
2017-12-12,80.1
2017-12-13,80.8
2017-12-14,79.45
2017-12-15,79.35
2017-12-18,77.7
2017-12-19,77.95
2017-12-20,77.4
2017-12-21,78.0
2017-12-22,77.5
2017-12-26,77.95
2017-12-27,77.3
2017-12-28,77.7
2017-12-29,77.9
