Date,AUTOAXLES
2017-01-02,624.45
2017-01-03,628.55
2017-01-04,628.35
2017-01-05,631.1
2017-01-06,624.1
2017-01-09,618.05
2017-01-10,661.85
2017-01-11,669.2
2017-01-12,649.05
2017-01-13,653.3
2017-01-16,653.2
2017-01-17,667.5
2017-01-18,672.3
2017-01-19,678.55
2017-01-20,663.4
2017-01-23,653.55
2017-01-24,657.95
2017-01-25,655.75
2017-01-27,659.4
2017-01-30,650.4
2017-01-31,648.1
2017-02-01,650.4
2017-02-02,656.1
2017-02-03,655.25
2017-02-06,662.1
2017-02-07,668.65
2017-02-08,660.05
2017-02-09,641.0
2017-02-10,643.85
2017-02-13,643.05
2017-02-14,641.3
2017-02-15,656.4
2017-02-16,643.0
2017-02-17,640.55
2017-02-20,641.6
2017-02-21,639.15
2017-02-22,639.95
2017-02-23,635.7
2017-02-27,638.7
2017-02-28,636.35
2017-03-01,636.75
2017-03-02,635.25
2017-03-03,633.35
2017-03-06,629.95
2017-03-07,627.7
2017-03-08,626.2
2017-03-09,622.5
2017-03-10,623.5
2017-03-14,625.5
2017-03-15,633.3
2017-03-16,631.7
2017-03-17,617.75
2017-03-20,641.35
2017-03-21,640.6
2017-03-22,641.1
2017-03-23,666.45
2017-03-24,700.95
2017-03-27,712.8
2017-03-28,709.25
2017-03-29,704.15
2017-03-30,719.65
2017-03-31,707.05
2017-04-03,706.75
2017-04-05,719.55
2017-04-06,712.55
2017-04-07,716.6
2017-04-10,720.35
2017-04-11,723.55
2017-04-12,718.9
2017-04-13,720.9
2017-04-17,731.15
2017-04-18,725.95
2017-04-19,724.2
2017-04-20,721.8
2017-04-21,722.55
2017-04-24,722.05
2017-04-25,717.4
2017-04-26,706.05
2017-04-27,710.25
2017-04-28,706.25
2017-05-02,695.35
2017-05-03,687.05
2017-05-04,700.0
2017-05-05,687.75
2017-05-08,702.7
2017-05-09,714.75
2017-05-10,709.2
2017-05-11,707.1
2017-05-12,703.85
2017-05-15,706.1
2017-05-16,709.05
2017-05-17,712.55
2017-05-18,691.5
2017-05-19,732.0
2017-05-22,732.65
2017-05-23,732.35
2017-05-24,721.25
2017-05-25,716.25
2017-05-26,721.45
2017-05-29,717.15
2017-05-30,742.15
2017-05-31,735.9
2017-06-01,731.2
2017-06-02,730.1
2017-06-05,739.55
2017-06-06,735.05
2017-06-07,722.9
2017-06-08,758.0
2017-06-09,772.05
2017-06-12,756.3
2017-06-13,751.15
2017-06-14,746.9
2017-06-15,738.2
2017-06-16,736.65
2017-06-19,738.35
2017-06-20,740.4
2017-06-21,728.45
2017-06-22,723.25
2017-06-23,722.35
2017-06-27,736.4
2017-06-28,739.8
2017-06-29,753.65
2017-06-30,747.6
2017-07-03,747.2
2017-07-04,742.0
2017-07-05,742.3
2017-07-06,734.55
2017-07-07,748.15
2017-07-10,747.7
2017-07-11,742.05
2017-07-12,750.85
2017-07-13,748.6
2017-07-14,759.15
2017-07-17,753.35
2017-07-18,743.0
2017-07-19,734.25
2017-07-20,736.95
2017-07-21,734.8
2017-07-24,735.9
2017-07-25,729.45
2017-07-26,731.0
2017-07-27,732.3
2017-07-28,725.65
2017-07-31,724.55
2017-08-01,724.75
2017-08-02,725.9
2017-08-03,738.6
2017-08-04,759.3
2017-08-07,773.2
2017-08-08,760.35
2017-08-09,741.7
2017-08-10,746.1
2017-08-11,734.85
2017-08-14,746.85
2017-08-16,753.65
2017-08-17,756.4
2017-08-18,749.15
2017-08-21,738.0
2017-08-22,726.7
2017-08-23,729.8
2017-08-24,720.2
2017-08-28,725.65
2017-08-29,718.5
2017-08-30,713.8
2017-08-31,722.6
2017-09-01,722.95
2017-09-04,734.15
2017-09-05,746.45
2017-09-06,757.4
2017-09-07,759.7
2017-09-08,759.5
2017-09-11,761.0
2017-09-12,780.25
2017-09-13,820.05
2017-09-14,842.45
2017-09-15,882.15
2017-09-18,900.55
2017-09-19,888.85
2017-09-20,877.6
2017-09-21,878.65
2017-09-22,836.0
2017-09-25,836.6
2017-09-26,855.95
2017-09-27,842.85
2017-09-28,879.55
2017-09-29,869.9
2017-10-03,890.15
2017-10-04,882.45
2017-10-05,896.2
2017-10-06,939.7
2017-10-09,932.2
2017-10-10,935.5
2017-10-11,903.3
2017-10-12,906.6
2017-10-13,895.5
2017-10-16,895.45
2017-10-17,903.65
2017-10-18,892.55
2017-10-19,918.15
2017-10-23,929.35
2017-10-24,923.8
2017-10-25,923.9
2017-10-26,915.75
2017-10-27,913.35
2017-10-30,914.25
2017-10-31,918.95
2017-11-01,944.6
2017-11-02,947.05
2017-11-03,959.0
2017-11-06,952.65
2017-11-07,947.55
2017-11-08,957.55
2017-11-09,954.5
2017-11-10,957.3
2017-11-13,964.5
2017-11-14,961.7
2017-11-15,1060.1
2017-11-16,1153.2
2017-11-17,1140.05
2017-11-20,1190.55
2017-11-21,1201.3
2017-11-22,1204.45
2017-11-23,1295.8
2017-11-24,1321.05
2017-11-27,1334.4
2017-11-28,1360.7
2017-11-29,1389.05
2017-11-30,1438.6
2017-12-01,1513.2
2017-12-04,1378.95
2017-12-05,1376.65
2017-12-06,1370.65
2017-12-07,1427.4
2017-12-08,1420.0
2017-12-11,1380.8
2017-12-12,1409.25
2017-12-13,1387.75
2017-12-14,1411.15
2017-12-15,1430.1
2017-12-18,1411.3
2017-12-19,1411.55
2017-12-20,1414.4
2017-12-21,1414.7
2017-12-22,1407.95
2017-12-26,1403.1
2017-12-27,1392.35
2017-12-28,1384.65
2017-12-29,1428.5
