Date,RECLTD
2017-01-02,124.55
2017-01-03,126.4
2017-01-04,124.55
2017-01-05,127.4
2017-01-06,128.5
2017-01-09,129.6
2017-01-10,128.2
2017-01-11,133.45
2017-01-12,137.15
2017-01-13,139.55
2017-01-16,143.2
2017-01-17,143.6
2017-01-18,138.65
2017-01-19,138.85
2017-01-20,137.25
2017-01-23,141.05
2017-01-24,141.65
2017-01-25,146.4
2017-01-27,149.6
2017-01-30,146.9
2017-01-31,142.15
2017-02-01,148.0
2017-02-02,147.45
2017-02-03,148.3
2017-02-06,146.15
2017-02-07,141.05
2017-02-08,143.2
2017-02-09,146.5
2017-02-10,145.8
2017-02-13,144.8
2017-02-14,144.55
2017-02-15,140.15
2017-02-16,143.25
2017-02-17,144.2
2017-02-20,150.5
2017-02-21,155.5
2017-02-22,158.05
2017-02-23,158.35
2017-02-27,151.55
2017-02-28,152.65
2017-03-01,153.35
2017-03-02,153.1
2017-03-03,154.4
2017-03-06,157.85
2017-03-07,155.45
2017-03-08,152.2
2017-03-09,151.95
2017-03-10,152.5
2017-03-14,158.0
2017-03-15,159.35
2017-03-16,162.0
2017-03-17,168.3
2017-03-20,168.8
2017-03-21,167.75
2017-03-22,164.3
2017-03-23,166.55
2017-03-24,173.85
2017-03-27,175.5
2017-03-28,172.7
2017-03-29,180.4
2017-03-30,182.25
2017-03-31,181.0
2017-04-03,179.8
2017-04-05,184.45
2017-04-06,185.8
2017-04-07,184.0
2017-04-10,182.75
2017-04-11,206.35
2017-04-12,206.75
2017-04-13,206.85
2017-04-17,201.4
2017-04-18,195.05
2017-04-19,198.15
2017-04-20,200.45
2017-04-21,204.9
2017-04-24,205.9
2017-04-25,206.8
2017-04-26,204.7
2017-04-27,203.85
2017-04-28,202.55
2017-05-02,212.75
2017-05-03,210.8
2017-05-04,211.75
2017-05-05,212.8
2017-05-08,216.5
2017-05-09,220.6
2017-05-10,218.5
2017-05-11,214.3
2017-05-12,214.8
2017-05-15,219.0
2017-05-16,217.0
2017-05-17,220.15
2017-05-18,218.7
2017-05-19,216.95
2017-05-22,212.9
2017-05-23,213.4
2017-05-24,210.75
2017-05-25,205.25
2017-05-26,204.35
2017-05-29,197.1
2017-05-30,205.7
2017-05-31,193.25
2017-06-01,189.4
2017-06-02,189.95
2017-06-05,188.4
2017-06-06,189.8
2017-06-07,187.95
2017-06-08,187.8
2017-06-09,187.85
2017-06-12,191.55
2017-06-13,188.2
2017-06-14,184.95
2017-06-15,185.8
2017-06-16,187.4
2017-06-19,189.5
2017-06-20,188.7
2017-06-21,185.15
2017-06-22,181.7
2017-06-23,176.35
2017-06-27,169.25
2017-06-28,171.7
2017-06-29,169.85
2017-06-30,171.95
2017-07-03,172.45
2017-07-04,172.7
2017-07-05,172.25
2017-07-06,177.15
2017-07-07,180.75
2017-07-10,187.0
2017-07-11,185.25
2017-07-12,187.35
2017-07-13,187.35
2017-07-14,183.7
2017-07-17,186.5
2017-07-18,183.55
2017-07-19,182.35
2017-07-20,183.7
2017-07-21,182.5
2017-07-24,181.15
2017-07-25,177.75
2017-07-26,175.95
2017-07-27,174.4
2017-07-28,175.4
2017-07-31,175.05
2017-08-01,174.85
2017-08-02,172.2
2017-08-03,173.5
2017-08-04,174.15
2017-08-07,181.3
2017-08-08,179.05
2017-08-09,175.25
2017-08-10,163.75
2017-08-11,165.2
2017-08-14,166.85
2017-08-16,164.15
2017-08-17,169.1
2017-08-18,166.9
2017-08-21,161.3
2017-08-22,152.9
2017-08-23,157.2
2017-08-24,160.8
2017-08-28,165.15
2017-08-29,164.45
2017-08-30,166.9
2017-08-31,168.55
2017-09-01,169.7
2017-09-04,164.4
2017-09-05,163.9
2017-09-06,164.6
2017-09-07,163.25
2017-09-08,163.1
2017-09-11,164.5
2017-09-12,164.55
2017-09-13,171.35
2017-09-14,168.75
2017-09-15,167.7
2017-09-18,166.9
2017-09-19,168.7
2017-09-20,168.65
2017-09-21,166.35
2017-09-22,163.8
2017-09-25,167.35
2017-09-26,160.8
2017-09-27,151.85
2017-09-28,151.05
2017-09-29,152.9
2017-10-03,152.25
2017-10-04,154.7
2017-10-05,154.0
2017-10-06,155.55
2017-10-09,152.15
2017-10-10,152.75
2017-10-11,151.55
2017-10-12,153.35
2017-10-13,155.05
2017-10-16,152.45
2017-10-17,155.1
2017-10-18,159.55
2017-10-19,157.1
2017-10-23,156.3
2017-10-24,156.15
2017-10-25,163.8
2017-10-26,167.05
2017-10-27,173.4
2017-10-30,170.55
2017-10-31,173.2
2017-11-01,173.55
2017-11-02,181.7
2017-11-03,179.95
2017-11-06,166.4
2017-11-07,166.95
2017-11-08,166.6
2017-11-09,164.45
2017-11-10,160.85
2017-11-13,160.9
2017-11-14,160.25
2017-11-15,154.5
2017-11-16,155.6
2017-11-17,161.15
2017-11-20,159.4
2017-11-21,162.55
2017-11-22,162.05
2017-11-23,164.45
2017-11-24,163.4
2017-11-27,161.0
2017-11-28,159.1
2017-11-29,158.55
2017-11-30,154.05
2017-12-01,153.55
2017-12-04,152.45
2017-12-05,152.2
2017-12-06,151.6
2017-12-07,152.35
2017-12-08,153.0
2017-12-11,151.2
2017-12-12,147.0
2017-12-13,145.75
2017-12-14,144.0
2017-12-15,146.65
2017-12-18,151.35
2017-12-19,156.9
2017-12-20,155.7
2017-12-21,157.0
2017-12-22,156.65
2017-12-26,157.75
2017-12-27,156.65
2017-12-28,154.5
2017-12-29,155.75
