Date,SWARAJENG
2017-01-02,1328.0
2017-01-03,1352.9
2017-01-04,1357.75
2017-01-05,1354.85
2017-01-06,1345.15
2017-01-09,1335.6
2017-01-10,1334.75
2017-01-11,1348.0
2017-01-12,1347.25
2017-01-13,1340.85
2017-01-16,1340.5
2017-01-17,1368.45
2017-01-18,1344.0
2017-01-19,1351.0
2017-01-20,1360.9
2017-01-23,1356.0
2017-01-24,1370.2
2017-01-25,1418.8
2017-01-27,1427.7
2017-01-30,1405.9
2017-01-31,1413.4
2017-02-01,1434.55
2017-02-02,1444.05
2017-02-03,1436.75
2017-02-06,1421.8
2017-02-07,1401.9
2017-02-08,1394.05
2017-02-09,1391.8
2017-02-10,1424.8
2017-02-13,1400.65
2017-02-14,1388.25
2017-02-15,1378.2
2017-02-16,1384.25
2017-02-17,1393.4
2017-02-20,1379.75
2017-02-21,1379.05
2017-02-22,1374.75
2017-02-23,1375.0
2017-02-27,1374.7
2017-02-28,1393.3
2017-03-01,1410.65
2017-03-02,1395.3
2017-03-03,1388.9
2017-03-06,1386.75
2017-03-07,1372.4
2017-03-08,1376.35
2017-03-09,1368.4
2017-03-10,1387.45
2017-03-14,1372.45
2017-03-15,1377.95
2017-03-16,1367.05
2017-03-17,1373.4
2017-03-20,1380.9
2017-03-21,1382.65
2017-03-22,1383.25
2017-03-23,1398.4
2017-03-24,1403.5
2017-03-27,1462.8
2017-03-28,1483.4
2017-03-29,1436.85
2017-03-30,1465.75
2017-03-31,1483.5
2017-04-03,1482.6
2017-04-05,1435.0
2017-04-06,1487.3
2017-04-07,1488.6
2017-04-10,1493.7
2017-04-11,1499.75
2017-04-12,1474.9
2017-04-13,1499.75
2017-04-17,1470.6
2017-04-18,1490.05
2017-04-19,1491.15
2017-04-20,1498.9
2017-04-21,1544.4
2017-04-24,1608.05
2017-04-25,1664.6
2017-04-26,1865.3
2017-04-27,1820.1
2017-04-28,1818.15
2017-05-02,1838.15
2017-05-03,1829.05
2017-05-04,1833.5
2017-05-05,1828.35
2017-05-08,1828.6
2017-05-09,1842.5
2017-05-10,1835.1
2017-05-11,1820.25
2017-05-12,1804.8
2017-05-15,1858.2
2017-05-16,1850.35
2017-05-17,1854.75
2017-05-18,1850.85
2017-05-19,1843.6
2017-05-22,1829.65
2017-05-23,1797.55
2017-05-24,1780.65
2017-05-25,1825.95
2017-05-26,1840.25
2017-05-29,1797.6
2017-05-30,1843.2
2017-05-31,1869.4
2017-06-01,1875.6
2017-06-02,1898.45
2017-06-05,1900.15
2017-06-06,1926.95
2017-06-07,1952.2
2017-06-08,1997.8
2017-06-09,1981.1
2017-06-12,2204.45
2017-06-13,2199.6
2017-06-14,2274.45
2017-06-15,2338.5
2017-06-16,2362.2
2017-06-19,2381.85
