Date,EDELWEISS
2017-01-02,98.7
2017-01-03,99.85
2017-01-04,99.15
2017-01-05,98.8
2017-01-06,96.95
2017-01-09,98.0
2017-01-10,97.6
2017-01-11,101.85
2017-01-12,105.75
2017-01-13,107.25
2017-01-16,107.45
2017-01-17,109.55
2017-01-18,108.5
2017-01-19,110.7
2017-01-20,108.45
2017-01-23,110.05
2017-01-24,113.25
2017-01-25,115.2
2017-01-27,112.8
2017-01-30,112.05
2017-01-31,110.15
2017-02-01,117.65
2017-02-02,117.7
2017-02-03,123.55
2017-02-06,121.9
2017-02-07,123.55
2017-02-08,121.45
2017-02-09,118.0
2017-02-10,119.7
2017-02-13,118.85
2017-02-14,115.65
2017-02-15,111.65
2017-02-16,117.5
2017-02-17,119.4
2017-02-20,121.55
2017-02-21,124.75
2017-02-22,128.1
2017-02-23,135.05
2017-02-27,142.45
2017-02-28,137.2
2017-03-01,139.35
2017-03-02,134.25
2017-03-03,133.4
2017-03-06,134.35
2017-03-07,132.6
2017-03-08,135.1
2017-03-09,133.95
2017-03-10,135.9
2017-03-14,138.7
2017-03-15,140.0
2017-03-16,140.1
2017-03-17,137.3
2017-03-20,138.0
2017-03-21,136.65
2017-03-22,137.05
2017-03-23,138.95
2017-03-24,139.6
2017-03-27,137.55
2017-03-28,146.05
2017-03-29,157.65
2017-03-30,156.1
2017-03-31,157.7
2017-04-03,161.0
2017-04-05,168.25
2017-04-06,171.65
2017-04-07,181.4
2017-04-10,178.85
2017-04-11,180.7
2017-04-12,177.3
2017-04-13,175.65
2017-04-17,170.0
2017-04-18,169.6
2017-04-19,177.65
2017-04-20,175.95
2017-04-21,174.1
2017-04-24,178.95
2017-04-25,179.1
2017-04-26,171.2
2017-04-27,169.0
2017-04-28,167.65
2017-05-02,164.6
2017-05-03,165.45
2017-05-04,167.1
2017-05-05,169.65
2017-05-08,176.8
2017-05-09,178.5
2017-05-10,181.35
2017-05-11,182.2
2017-05-12,179.4
2017-05-15,188.15
2017-05-16,189.85
2017-05-17,178.9
2017-05-18,177.8
2017-05-19,176.0
2017-05-22,176.85
2017-05-23,173.0
2017-05-24,167.4
2017-05-25,174.65
2017-05-26,179.45
2017-05-29,176.55
2017-05-30,176.75
2017-05-31,173.15
2017-06-01,176.35
2017-06-02,178.55
2017-06-05,178.8
2017-06-06,185.55
2017-06-07,196.9
2017-06-08,193.55
2017-06-09,202.6
2017-06-12,198.0
2017-06-13,202.35
2017-06-14,207.35
2017-06-15,211.05
2017-06-16,207.55
2017-06-19,204.0
2017-06-20,199.1
2017-06-21,197.95
2017-06-22,195.45
2017-06-23,190.75
2017-06-27,185.95
2017-06-28,188.85
2017-06-29,192.55
2017-06-30,191.45
2017-07-03,191.1
2017-07-04,195.8
2017-07-05,201.45
2017-07-06,199.1
2017-07-07,192.6
2017-07-10,192.7
2017-07-11,190.45
2017-07-12,189.6
2017-07-13,195.0
2017-07-14,194.75
2017-07-17,195.85
2017-07-18,195.5
2017-07-19,196.3
2017-07-20,200.45
2017-07-21,198.85
2017-07-24,198.1
2017-07-25,199.75
2017-07-26,205.35
2017-07-27,203.4
2017-07-28,201.7
2017-07-31,204.95
2017-08-01,204.3
2017-08-02,215.0
2017-08-03,226.2
2017-08-04,225.15
2017-08-07,229.2
2017-08-08,238.15
2017-08-09,250.4
2017-08-10,232.5
2017-08-11,236.9
2017-08-14,239.8
2017-08-16,248.35
2017-08-17,254.9
2017-08-18,252.25
2017-08-21,245.0
2017-08-22,241.0
2017-08-23,242.4
2017-08-24,236.1
2017-08-28,237.5
2017-08-29,240.1
2017-08-30,242.0
2017-08-31,247.25
2017-09-01,245.9
2017-09-04,240.75
2017-09-05,243.1
2017-09-06,254.75
2017-09-07,255.75
2017-09-08,255.85
2017-09-11,257.15
2017-09-12,255.65
2017-09-13,253.6
2017-09-14,258.5
2017-09-15,282.4
2017-09-18,280.85
2017-09-19,278.55
2017-09-20,271.3
2017-09-21,275.9
2017-09-22,261.95
2017-09-25,255.25
2017-09-26,278.45
2017-09-27,262.7
2017-09-28,269.6
2017-09-29,268.4
2017-10-03,275.4
2017-10-04,269.45
2017-10-05,268.3
2017-10-06,267.1
2017-10-09,264.25
2017-10-10,275.8
2017-10-11,273.95
2017-10-12,294.45
2017-10-13,290.3
2017-10-16,287.1
2017-10-17,295.55
2017-10-18,290.55
2017-10-19,288.2
2017-10-23,291.25
2017-10-24,288.55
2017-10-25,264.35
2017-10-26,265.55
2017-10-27,269.45
2017-10-30,271.55
2017-10-31,281.45
2017-11-01,282.3
2017-11-02,301.45
2017-11-03,292.25
2017-11-06,282.65
2017-11-07,278.85
2017-11-08,276.85
2017-11-09,277.5
2017-11-10,281.75
2017-11-13,282.15
2017-11-14,283.4
2017-11-15,282.55
2017-11-16,280.05
2017-11-17,292.5
2017-11-20,301.2
2017-11-21,295.3
2017-11-22,290.2
2017-11-23,285.85
2017-11-24,293.3
2017-11-27,285.4
2017-11-28,287.75
2017-11-29,284.45
2017-11-30,294.7
2017-12-01,286.9
2017-12-04,283.15
2017-12-05,281.55
2017-12-06,281.1
2017-12-07,281.85
2017-12-08,286.55
2017-12-11,285.35
2017-12-12,280.6
2017-12-13,281.1
2017-12-14,278.3
2017-12-15,287.4
2017-12-18,291.45
2017-12-19,291.95
2017-12-20,295.45
2017-12-21,294.25
2017-12-22,294.0
2017-12-26,291.1
2017-12-27,289.4
2017-12-28,292.5
2017-12-29,297.0
