Date,IDBIGOLD
2017-01-02,2536.35
2017-01-03,2572.0
2017-01-04,2570.0
2017-01-05,2607.35
2017-01-06,2620.0
2017-01-09,2602.0
2017-01-10,2606.2
2017-01-11,2618.1
2017-01-12,2631.0
2017-01-13,2630.0
2017-01-16,2650.05
2017-01-17,2650.0
2017-01-18,2650.15
2017-01-19,2647.0
2017-01-20,2659.15
2017-01-23,2750.6
2017-01-24,2810.15
2017-01-25,2731.0
2017-01-27,2685.7
2017-01-30,2685.7
2017-01-31,2738.6
2017-02-01,2700.0
2017-02-02,2671.9
2017-02-03,2690.0
2017-02-06,2698.0
2017-02-07,2702.05
2017-02-08,2713.95
2017-02-09,2711.1
2017-02-13,2710.0
2017-02-14,2711.35
2017-02-15,2675.6
2017-02-16,2680.0
2017-02-17,2700.0
2017-02-20,2677.0
2017-02-21,2669.85
2017-02-23,2699.0
2017-02-27,2675.8
2017-02-28,2700.25
2017-03-01,2683.3
2017-03-02,2681.45
2017-03-03,2769.5
2017-03-06,2755.85
2017-03-07,2692.0
2017-03-08,2653.0
2017-03-09,2653.0
2017-03-10,2640.0
2017-03-14,2620.0
2017-03-15,2587.0
2017-03-16,2605.2
2017-03-17,2610.05
2017-03-20,2610.0
2017-03-21,2583.4
2017-03-22,2636.0
2017-03-23,2626.0
2017-03-24,2618.95
2017-03-27,2624.35
2017-03-28,2771.2
2017-03-29,2759.95
2017-03-31,2630.1
2017-04-03,2608.7
2017-04-05,2637.15
2017-04-06,2642.0
2017-04-07,2640.0
2017-04-10,2640.0
2017-04-11,2641.0
2017-04-12,2669.9
2017-04-13,2671.7
2017-04-17,2690.0
2017-04-18,2657.15
2017-04-19,2849.0
2017-04-20,2799.9
2017-04-21,2895.4
2017-04-24,2781.0
2017-04-25,2799.95
2017-04-26,2799.0
2017-04-27,2787.1
2017-04-28,2727.65
2017-05-02,2688.1
2017-05-03,2709.0
2017-05-04,2704.0
2017-05-05,2640.0
2017-05-08,2616.55
2017-05-09,2625.0
2017-05-10,2626.0
2017-05-11,2600.0
2017-05-12,2603.2
2017-05-15,2649.0
2017-05-16,2607.0
2017-05-17,2629.9
2017-05-18,2649.9
2017-05-19,2691.45
2017-05-22,2657.0
2017-05-23,2689.0
2017-05-24,2674.0
2017-05-25,2650.4
2017-05-26,2675.0
2017-05-29,2639.9
2017-05-30,2635.0
2017-05-31,2649.55
2017-06-01,2650.0
2017-06-02,2634.05
2017-06-05,2750.0
2017-06-06,2750.0
2017-06-07,2691.0
2017-06-08,2704.0
2017-06-09,2674.1
2017-06-12,2671.75
2017-06-14,2740.0
2017-06-15,2657.05
2017-06-16,2667.95
2017-06-19,2649.0
2017-06-20,2650.0
2017-06-21,2688.05
2017-06-22,2697.5
2017-06-23,2655.9
2017-06-27,2642.0
2017-06-28,2641.0
2017-06-29,2622.05
2017-06-30,2628.15
2017-07-03,2610.3
2017-07-04,2620.0
2017-07-05,2591.0
2017-07-06,2600.0
2017-07-07,2572.2
2017-07-10,2536.8
2017-07-11,2607.2
2017-07-12,2556.1
2017-07-13,2575.0
2017-07-14,2577.1
2017-07-17,2653.75
2017-07-18,2635.0
2017-07-19,2650.0
2017-07-20,2650.0
2017-07-21,2650.0
2017-07-24,2642.0
2017-07-25,2722.95
2017-07-26,2625.0
2017-07-27,2648.0
2017-07-28,2634.0
2017-07-31,2625.0
2017-08-01,2611.8
2017-08-02,2640.0
2017-08-03,2662.4
2017-08-04,2661.0
2017-08-07,2650.1
2017-08-08,2670.0
2017-08-09,2660.1
2017-08-11,2705.0
2017-08-14,2705.0
