Date,LAKSHMIEFL
2017-01-02,64.05
2017-01-03,65.7
2017-01-04,65.4
2017-01-05,65.45
2017-01-06,66.65
2017-01-09,65.6
2017-01-10,64.85
2017-01-11,64.35
2017-01-12,63.7
2017-01-13,63.55
2017-01-16,67.0
2017-01-17,67.05
2017-01-18,66.15
2017-01-19,66.7
2017-01-20,66.95
2017-01-23,67.55
2017-01-24,66.9
2017-01-25,68.75
2017-01-27,69.85
2017-01-30,68.7
2017-01-31,67.95
2017-02-01,71.2
2017-02-02,71.2
2017-02-03,72.8
2017-02-06,74.7
2017-02-07,74.0
2017-02-08,74.25
2017-02-09,73.15
2017-02-10,72.6
2017-02-13,71.2
2017-02-14,72.5
2017-02-15,71.85
2017-02-16,71.05
2017-02-17,72.25
2017-02-20,71.9
2017-02-21,70.35
2017-02-22,71.0
2017-02-23,69.9
2017-02-27,68.0
2017-02-28,68.95
2017-03-01,69.35
2017-03-02,70.7
2017-03-03,71.9
2017-03-06,71.7
2017-03-07,72.75
2017-03-08,72.1
2017-03-09,71.8
2017-03-10,70.2
2017-03-14,69.65
2017-03-15,74.05
2017-03-16,72.3
2017-03-17,72.95
2017-03-20,71.9
2017-03-21,70.65
2017-03-22,70.45
2017-03-23,71.0
2017-03-24,70.2
2017-03-27,68.15
2017-03-28,67.25
2017-03-29,60.3
2017-03-30,55.15
2017-03-31,55.05
2017-04-03,56.1
2017-04-05,56.45
2017-04-06,56.25
2017-04-07,54.55
2017-04-10,54.45
2017-04-11,54.35
2017-04-12,53.1
2017-04-13,53.05
2017-04-17,54.15
2017-04-18,53.9
2017-04-19,52.15
2017-04-20,53.05
2017-04-21,51.9
2017-04-24,51.85
2017-04-25,52.3
2017-04-26,51.6
2017-04-27,50.7
2017-04-28,50.2
2017-05-02,50.6
2017-05-03,50.1
2017-05-04,53.65
2017-05-05,52.15
2017-05-08,51.5
2017-05-09,51.95
2017-05-10,50.7
2017-05-11,50.45
2017-05-12,49.55
2017-05-15,49.6
2017-05-16,49.25
2017-05-17,52.6
2017-05-18,49.4
2017-05-19,48.65
2017-05-22,49.15
2017-05-23,49.15
2017-05-24,45.85
2017-05-25,46.6
2017-05-26,47.65
2017-05-29,45.9
2017-05-30,46.05
2017-05-31,44.6
2017-06-01,44.65
2017-06-02,44.95
2017-06-05,44.65
2017-06-06,43.6
2017-06-07,49.2
2017-06-08,46.95
2017-06-09,48.4
2017-06-12,45.95
2017-06-13,45.3
2017-06-14,44.95
2017-06-15,44.65
2017-06-16,44.15
2017-06-19,44.15
2017-06-20,44.7
2017-06-21,43.85
2017-06-22,42.35
2017-06-23,40.3
2017-06-27,38.1
2017-06-28,38.05
2017-06-29,38.15
2017-06-30,38.0
2017-07-03,39.2
2017-07-04,38.1
2017-07-05,38.3
2017-07-06,39.05
2017-07-07,38.6
2017-07-10,39.75
2017-07-11,42.2
2017-07-12,40.55
2017-07-13,42.15
2017-07-14,40.5
2017-07-17,39.4
2017-07-18,41.2
2017-07-19,40.1
2017-07-20,39.6
2017-07-21,39.6
2017-07-24,39.25
2017-07-25,38.6
2017-07-26,38.55
2017-07-27,37.2
2017-07-28,37.6
2017-07-31,37.85
2017-08-01,38.25
2017-08-02,37.95
2017-08-03,36.6
2017-08-04,35.95
2017-08-07,37.15
2017-08-08,35.9
2017-08-09,35.4
2017-08-10,34.45
2017-08-11,34.7
2017-08-14,36.25
2017-08-16,35.9
2017-08-17,35.85
2017-08-18,35.35
2017-08-21,34.0
2017-08-22,33.2
2017-08-23,33.65
2017-08-24,33.55
2017-08-28,33.4
2017-08-29,33.25
2017-08-30,33.6
2017-08-31,33.5
2017-09-01,36.9
2017-09-04,37.9
2017-09-05,38.4
2017-09-06,37.2
2017-09-07,38.7
2017-09-08,36.8
2017-09-11,37.2
2017-09-12,37.05
2017-09-13,36.05
2017-09-14,36.5
2017-09-15,35.2
2017-09-18,34.05
2017-09-19,34.3
2017-09-20,33.65
2017-09-21,33.95
2017-09-22,33.3
2017-09-25,32.25
2017-09-26,31.55
2017-09-27,31.8
2017-09-28,30.9
2017-09-29,30.55
2017-10-03,29.95
2017-10-04,28.4
2017-10-05,28.7
2017-10-06,31.5
2017-10-09,31.55
2017-10-10,31.7
2017-10-11,30.7
2017-10-12,30.85
2017-10-13,30.2
2017-10-16,29.9
2017-10-17,30.45
2017-10-18,29.95
2017-10-19,30.2
2017-10-23,30.05
2017-10-24,30.0
2017-10-25,29.75
2017-10-26,29.95
2017-10-27,30.0
2017-10-30,34.95
2017-10-31,35.8
2017-11-01,34.75
2017-11-02,33.75
2017-11-03,34.85
2017-11-06,34.3
2017-11-07,33.8
2017-11-08,32.75
2017-11-09,34.3
2017-11-10,33.85
2017-11-13,33.35
2017-11-14,32.35
2017-11-15,29.65
2017-11-16,30.2
2017-11-17,30.05
2017-11-20,30.15
2017-11-21,30.3
2017-11-22,30.95
2017-11-23,31.15
2017-11-24,30.75
2017-11-27,31.4
2017-11-28,31.3
2017-11-29,31.95
2017-11-30,31.85
2017-12-01,31.65
2017-12-04,30.75
2017-12-05,30.2
2017-12-06,29.85
2017-12-07,31.35
2017-12-08,31.65
2017-12-11,31.15
2017-12-12,30.75
2017-12-13,30.15
2017-12-14,29.7
2017-12-15,29.9
2017-12-18,30.3
2017-12-19,30.85
2017-12-20,31.25
2017-12-21,31.45
2017-12-22,32.85
2017-12-26,36.05
2017-12-27,39.2
2017-12-28,39.0
2017-12-29,38.65
