Date,PUNJLLOYD
2017-01-02,19.1
2017-01-03,19.35
2017-01-04,19.6
2017-01-05,20.3
2017-01-06,19.9
2017-01-09,20.05
2017-01-10,21.15
2017-01-11,20.9
2017-01-12,20.8
2017-01-13,20.55
2017-01-16,20.2
2017-01-17,20.05
2017-01-18,20.1
2017-01-19,20.45
2017-01-20,20.25
2017-01-23,20.45
2017-01-24,20.3
2017-01-25,20.85
2017-01-27,20.75
2017-01-30,20.95
2017-01-31,20.5
2017-02-01,20.8
2017-02-02,21.4
2017-02-03,21.75
2017-02-06,21.85
2017-02-07,21.65
2017-02-08,21.9
2017-02-09,22.0
2017-02-10,21.55
2017-02-13,20.7
2017-02-14,20.6
2017-02-15,20.05
2017-02-16,20.2
2017-02-17,20.1
2017-02-20,22.1
2017-02-21,21.75
2017-02-22,21.5
2017-02-23,21.3
2017-02-27,21.1
2017-02-28,21.3
2017-03-01,21.5
2017-03-02,21.1
2017-03-03,20.9
2017-03-06,21.1
2017-03-07,21.0
2017-03-08,20.45
2017-03-09,20.45
2017-03-10,20.35
2017-03-14,20.4
2017-03-15,20.4
2017-03-16,20.75
2017-03-17,20.35
2017-03-20,20.6
2017-03-21,20.4
2017-03-22,20.1
2017-03-23,20.15
2017-03-24,20.1
2017-03-27,19.9
2017-03-28,19.75
2017-03-29,19.55
2017-03-30,19.65
2017-03-31,19.35
2017-04-03,20.25
2017-04-05,21.0
2017-04-06,20.8
2017-04-07,21.35
2017-04-10,21.9
2017-04-11,21.85
2017-04-12,21.3
2017-04-13,22.65
2017-04-17,23.2
2017-04-18,22.55
2017-04-19,23.0
2017-04-20,22.95
2017-04-21,22.9
2017-04-24,23.0
2017-04-25,22.9
2017-04-26,22.45
2017-04-27,22.2
2017-04-28,22.05
2017-05-02,21.95
2017-05-03,21.85
2017-05-04,23.0
2017-05-05,22.45
2017-05-08,23.3
2017-05-09,24.45
2017-05-10,24.75
2017-05-11,24.5
2017-05-12,23.9
2017-05-15,23.45
2017-05-16,23.2
2017-05-17,23.0
2017-05-18,22.25
2017-05-19,22.3
2017-05-22,22.4
2017-05-23,21.25
2017-05-24,20.25
2017-05-25,21.0
2017-05-26,22.25
2017-05-29,22.1
2017-05-30,21.3
2017-05-31,21.1
2017-06-01,21.0
2017-06-02,21.35
2017-06-05,21.2
2017-06-06,20.9
2017-06-07,20.65
2017-06-08,20.4
2017-06-09,20.3
2017-06-12,20.05
2017-06-13,20.05
2017-06-14,19.0
2017-06-15,18.5
2017-06-16,19.0
2017-06-19,18.4
2017-06-20,17.8
2017-06-21,18.9
2017-06-22,19.4
2017-06-23,18.85
2017-06-27,18.5
2017-06-28,18.45
2017-06-29,18.95
2017-06-30,20.05
2017-07-03,20.55
2017-07-04,20.85
2017-07-05,21.05
2017-07-06,20.65
2017-07-07,20.4
2017-07-10,20.3
2017-07-11,20.15
2017-07-12,20.05
2017-07-13,19.85
2017-07-14,19.6
2017-07-17,19.8
2017-07-18,19.4
2017-07-19,19.6
2017-07-20,19.4
2017-07-21,19.45
2017-07-24,19.95
2017-07-25,23.0
2017-07-26,22.5
2017-07-27,21.4
2017-07-28,21.75
2017-07-31,21.25
2017-08-01,20.8
2017-08-02,20.6
2017-08-03,20.75
2017-08-04,21.35
2017-08-07,21.45
2017-08-08,20.5
2017-08-09,19.9
2017-08-10,19.0
2017-08-11,18.95
2017-08-14,19.3
2017-08-16,19.85
2017-08-17,19.95
2017-08-18,19.45
2017-08-21,19.0
2017-08-22,18.8
2017-08-23,19.05
2017-08-24,19.1
2017-08-28,19.2
2017-08-29,18.8
2017-08-30,18.95
2017-08-31,19.45
2017-09-01,19.35
2017-09-04,19.0
2017-09-05,19.15
2017-09-06,19.1
2017-09-07,22.7
2017-09-08,23.6
2017-09-11,23.0
2017-09-12,23.25
2017-09-13,22.7
2017-09-14,22.3
2017-09-15,21.75
2017-09-18,22.55
2017-09-19,25.0
2017-09-20,24.55
2017-09-21,23.7
2017-09-22,22.2
2017-09-25,21.35
2017-09-26,21.85
2017-09-27,21.15
2017-09-28,21.2
2017-09-29,21.1
2017-10-03,21.15
2017-10-04,20.95
2017-10-05,21.5
2017-10-06,22.4
2017-10-09,22.0
2017-10-10,21.65
2017-10-11,20.85
2017-10-12,21.1
2017-10-13,20.9
2017-10-16,21.3
2017-10-17,21.45
2017-10-18,21.0
2017-10-19,20.95
2017-10-23,20.6
2017-10-24,21.2
2017-10-25,21.7
2017-10-26,22.15
2017-10-27,21.85
2017-10-30,23.25
2017-10-31,22.7
2017-11-01,22.55
2017-11-02,22.75
2017-11-03,22.9
2017-11-06,21.95
2017-11-07,21.45
2017-11-08,21.35
2017-11-09,21.25
2017-11-10,21.25
2017-11-13,20.6
2017-11-14,20.5
2017-11-15,20.15
2017-11-16,20.1
2017-11-17,20.15
2017-11-20,21.1
2017-11-21,20.75
2017-11-22,20.75
2017-11-23,20.6
2017-11-24,21.1
2017-11-27,21.3
2017-11-28,21.1
2017-11-29,21.65
2017-11-30,21.95
2017-12-01,21.45
2017-12-04,21.1
2017-12-05,20.75
2017-12-06,20.55
2017-12-07,20.9
2017-12-08,21.0
2017-12-11,20.75
2017-12-12,20.6
2017-12-13,21.95
2017-12-14,21.35
2017-12-15,21.25
2017-12-18,21.05
2017-12-19,21.55
2017-12-20,21.75
2017-12-21,22.95
2017-12-22,22.95
2017-12-26,22.6
2017-12-27,22.6
2017-12-28,23.7
2017-12-29,24.2
