Date,BIRLACORPN
2017-01-02,670.35
2017-01-03,667.35
2017-01-04,675.35
2017-01-05,681.3
2017-01-06,700.5
2017-01-09,696.7
2017-01-10,700.35
2017-01-11,705.35
2017-01-12,700.6
2017-01-13,681.55
2017-01-16,694.1
2017-01-17,695.15
2017-01-18,695.35
2017-01-19,700.25
2017-01-20,702.1
2017-01-23,706.05
2017-01-24,719.1
2017-01-25,720.0
2017-01-27,725.9
2017-01-30,742.9
2017-01-31,737.0
2017-02-01,738.3
2017-02-02,746.3
2017-02-03,748.0
2017-02-06,754.45
2017-02-07,749.0
2017-02-08,744.5
2017-02-09,725.6
2017-02-10,737.65
2017-02-13,721.55
2017-02-14,716.15
2017-02-15,710.0
2017-02-16,706.55
2017-02-17,702.95
2017-02-20,710.35
2017-02-21,711.1
2017-02-22,692.8
2017-02-23,697.85
2017-02-27,701.7
2017-02-28,703.6
2017-03-01,696.75
2017-03-02,696.3
2017-03-03,699.4
2017-03-06,693.5
2017-03-07,690.55
2017-03-08,695.05
2017-03-09,676.8
2017-03-10,693.7
2017-03-14,703.6
2017-03-15,704.9
2017-03-16,704.75
2017-03-17,699.7
2017-03-20,704.3
2017-03-21,703.4
2017-03-22,699.45
2017-03-23,699.25
2017-03-24,693.7
2017-03-27,697.8
2017-03-28,700.55
2017-03-29,704.55
2017-03-30,706.2
2017-03-31,739.75
2017-04-03,748.35
2017-04-05,749.9
2017-04-06,750.35
2017-04-07,748.35
2017-04-10,742.6
2017-04-11,749.55
2017-04-12,749.9
2017-04-13,748.0
2017-04-17,750.05
2017-04-18,749.05
2017-04-19,749.55
2017-04-20,748.35
2017-04-21,749.05
2017-04-24,749.5
2017-04-25,770.8
2017-04-26,772.05
2017-04-27,775.0
2017-04-28,775.05
2017-05-02,774.7
2017-05-03,771.05
2017-05-04,769.45
2017-05-05,773.1
2017-05-08,765.95
2017-05-09,774.75
2017-05-10,774.7
2017-05-11,774.45
2017-05-12,774.25
2017-05-15,774.8
2017-05-16,774.45
2017-05-17,774.4
2017-05-18,771.8
2017-05-19,774.05
2017-05-22,773.7
2017-05-23,757.7
2017-05-24,750.6
2017-05-25,774.8
2017-05-26,770.95
2017-05-29,789.6
2017-05-30,849.7
2017-05-31,850.1
2017-06-01,889.8
2017-06-02,891.45
2017-06-05,913.4
2017-06-06,913.95
2017-06-07,914.65
2017-06-08,912.35
2017-06-09,917.85
2017-06-12,913.65
2017-06-13,921.9
2017-06-14,919.1
2017-06-15,921.55
2017-06-16,924.8
2017-06-19,913.3
2017-06-20,914.3
2017-06-21,903.0
2017-06-22,897.15
2017-06-23,887.15
2017-06-27,868.75
2017-06-28,868.0
2017-06-29,854.8
2017-06-30,866.55
2017-07-03,876.15
2017-07-04,878.8
2017-07-05,865.05
2017-07-06,876.55
2017-07-07,879.25
2017-07-10,881.0
2017-07-11,875.4
2017-07-12,870.95
2017-07-13,920.45
2017-07-14,933.85
2017-07-17,935.15
2017-07-18,938.05
2017-07-19,934.6
2017-07-20,943.7
2017-07-21,954.5
2017-07-24,942.4
2017-07-25,959.7
2017-07-26,945.2
2017-07-27,949.6
2017-07-28,945.8
2017-07-31,950.1
2017-08-01,949.25
2017-08-02,950.1
2017-08-03,949.85
2017-08-04,957.45
2017-08-07,960.3
2017-08-08,969.9
2017-08-09,947.75
2017-08-10,949.25
2017-08-11,928.5
2017-08-14,946.75
2017-08-16,951.55
2017-08-17,955.15
2017-08-18,944.4
2017-08-21,949.8
2017-08-22,949.1
2017-08-23,953.95
2017-08-24,956.25
2017-08-28,963.25
2017-08-29,957.5
2017-08-30,959.0
2017-08-31,970.0
2017-09-01,966.75
2017-09-04,969.25
2017-09-05,969.8
2017-09-06,968.0
2017-09-07,969.8
2017-09-08,974.3
2017-09-11,975.75
2017-09-12,968.3
2017-09-13,953.6
2017-09-14,940.8
2017-09-15,949.8
2017-09-18,950.6
2017-09-19,960.55
2017-09-20,958.7
2017-09-21,949.0
2017-09-22,927.15
2017-09-25,898.05
2017-09-26,887.5
2017-09-27,874.6
2017-09-28,866.8
2017-09-29,899.8
2017-10-03,908.35
2017-10-04,903.6
2017-10-05,919.6
2017-10-06,931.85
2017-10-09,938.5
2017-10-10,952.5
2017-10-11,967.35
2017-10-12,1009.45
2017-10-13,1008.9
2017-10-16,999.95
2017-10-17,998.3
2017-10-18,998.95
2017-10-19,1016.65
2017-10-23,1009.9
2017-10-24,1009.8
2017-10-25,1017.8
2017-10-26,1041.05
2017-10-27,1048.85
2017-10-30,1058.15
2017-10-31,1138.4
2017-11-01,1143.75
2017-11-02,1132.9
2017-11-03,1155.6
2017-11-06,1170.65
2017-11-07,1209.2
2017-11-08,1201.5
2017-11-09,1210.2
2017-11-10,1214.8
2017-11-13,1101.6
2017-11-14,1090.95
2017-11-15,1104.05
2017-11-16,1115.75
2017-11-17,1125.55
2017-11-20,1130.05
2017-11-21,1117.85
2017-11-22,1089.15
2017-11-23,1096.7
2017-11-24,1085.55
2017-11-27,1100.5
2017-11-28,1095.45
2017-11-29,1091.35
2017-11-30,1122.55
2017-12-01,1137.9
2017-12-04,1146.7
2017-12-05,1127.0
2017-12-06,1130.15
2017-12-07,1150.35
2017-12-08,1144.85
2017-12-11,1115.5
2017-12-12,1111.8
2017-12-13,1117.35
2017-12-14,1112.0
2017-12-15,1119.0
2017-12-18,1124.9
2017-12-19,1117.75
2017-12-20,1163.4
2017-12-21,1168.85
2017-12-22,1139.5
2017-12-26,1149.65
2017-12-27,1138.55
2017-12-28,1128.6
2017-12-29,1152.45
