Date,GOACARBON
2017-01-02,109.05
2017-01-03,110.05
2017-01-04,113.0
2017-01-05,111.7
2017-01-06,111.65
2017-01-09,123.2
2017-01-10,121.05
2017-01-11,122.65
2017-01-12,126.15
2017-01-13,113.95
2017-01-16,109.0
2017-01-17,112.2
2017-01-18,111.6
2017-01-19,110.9
2017-01-20,108.65
2017-01-23,109.2
2017-01-24,108.5
2017-01-25,108.25
2017-01-27,107.3
2017-01-30,106.15
2017-01-31,102.8
2017-02-01,104.5
2017-02-02,105.75
2017-02-03,105.4
2017-02-06,105.85
2017-02-07,105.2
2017-02-08,105.85
2017-02-09,104.35
2017-02-10,103.65
2017-02-13,100.9
2017-02-14,101.8
2017-02-15,100.95
2017-02-16,108.15
2017-02-17,105.55
2017-02-20,104.4
2017-02-21,103.55
2017-02-22,104.05
2017-02-23,108.5
2017-02-27,106.9
2017-02-28,106.25
2017-03-01,106.6
2017-03-02,105.05
2017-03-03,105.1
2017-03-06,108.9
2017-03-07,107.2
2017-03-08,105.45
2017-03-09,105.55
2017-03-10,106.85
2017-03-14,105.45
2017-03-15,104.8
2017-03-16,107.65
2017-03-17,110.3
2017-03-20,109.9
2017-03-21,109.5
2017-03-22,111.15
2017-03-23,112.8
2017-03-24,112.6
2017-03-27,111.85
2017-03-28,111.85
2017-03-29,112.7
2017-03-30,113.1
2017-03-31,116.6
2017-04-03,119.8
2017-04-05,122.9
2017-04-06,121.65
2017-04-07,127.45
2017-04-10,125.15
2017-04-11,131.85
2017-04-12,150.2
2017-04-13,146.25
2017-04-17,144.4
2017-04-18,141.6
2017-04-19,138.8
2017-04-20,142.75
2017-04-21,140.55
2017-04-24,151.3
2017-04-25,150.6
2017-04-26,146.95
2017-04-27,153.45
2017-04-28,152.05
2017-05-02,149.25
2017-05-03,148.6
2017-05-04,145.6
2017-05-05,141.15
2017-05-08,141.95
2017-05-09,143.7
2017-05-10,143.15
2017-05-11,141.9
2017-05-12,138.2
2017-05-15,147.6
2017-05-16,149.6
2017-05-17,147.25
2017-05-18,143.15
2017-05-19,141.8
2017-05-22,138.8
2017-05-23,136.1
2017-05-24,129.8
2017-05-25,135.15
2017-05-26,142.15
2017-05-29,137.6
2017-05-30,137.1
2017-05-31,154.3
2017-06-01,152.1
2017-06-02,154.35
2017-06-05,161.25
2017-06-06,156.95
2017-06-07,158.85
2017-06-08,164.5
2017-06-09,161.45
2017-06-12,156.7
2017-06-13,158.2
2017-06-14,168.0
2017-06-15,175.15
2017-06-16,177.75
2017-06-19,212.4
2017-06-20,245.85
2017-06-21,258.85
2017-06-22,258.65
2017-06-23,246.75
2017-06-27,231.45
2017-06-28,250.15
2017-06-29,265.9
2017-06-30,258.75
2017-07-03,272.5
2017-07-04,270.85
2017-07-05,289.15
2017-07-06,298.2
2017-07-07,295.5
2017-07-10,312.95
2017-07-11,333.3
2017-07-12,366.6
2017-07-13,375.55
2017-07-14,356.8
2017-07-17,339.0
2017-07-18,322.05
2017-07-19,305.95
2017-08-23,302.1
2017-08-24,306.2
2017-08-28,321.5
2017-08-29,322.35
2017-08-30,338.45
2017-08-31,355.35
2017-09-01,355.75
2017-09-04,353.3
2017-09-05,369.8
2017-09-06,363.15
2017-09-07,380.5
2017-09-08,375.0
2017-09-11,379.3
2017-09-12,374.85
2017-09-13,362.3
2017-09-14,369.3
2017-09-15,374.8
2017-09-18,393.5
2017-09-19,413.15
2017-09-20,433.8
2017-09-21,455.45
2017-09-22,437.75
2017-09-25,417.85
2017-09-26,438.7
2017-09-27,459.5
2017-09-28,461.8
2017-09-29,465.55
2017-10-03,488.8
2017-10-04,513.2
2017-10-05,538.85
2017-10-06,565.75
2017-10-09,594.0
2017-10-10,623.7
2017-10-11,640.8
2017-10-12,634.25
2017-10-13,665.95
2017-10-16,699.2
2017-10-17,734.15
2017-10-18,770.85
2017-10-19,809.35
2017-10-23,768.9
2017-10-24,730.5
2017-10-25,694.0
2017-10-26,659.3
2017-10-27,692.25
2017-10-30,726.85
2017-10-31,756.2
2017-11-01,760.35
2017-11-02,762.0
2017-11-03,800.1
2017-11-06,840.1
2017-11-07,882.1
2017-11-08,872.45
2017-11-09,916.05
2017-11-10,934.8
2017-11-13,981.5
2017-11-14,1025.3
2017-11-15,974.05
2017-11-16,987.3
2017-11-17,957.35
2017-11-20,909.5
2017-11-21,864.05
2017-11-22,907.25
2017-11-23,916.15
2017-11-24,873.8
2017-11-27,881.75
2017-11-28,865.35
2017-11-29,876.2
2017-11-30,862.85
2017-12-01,842.7
2017-12-04,801.05
2017-12-05,841.1
2017-12-06,826.05
2017-12-07,845.8
2017-12-08,836.9
2017-12-11,821.05
2017-12-12,809.7
2017-12-13,800.1
2017-12-14,792.95
2017-12-15,809.1
2017-12-18,799.75
2017-12-19,801.75
2017-12-20,796.9
2017-12-21,795.0
2017-12-22,825.7
2017-12-26,858.45
2017-12-27,857.35
2017-12-28,865.1
2017-12-29,875.2
