Date,MANUGRAPH
2017-01-02,46.7
2017-01-03,47.3
2017-01-04,48.55
2017-01-05,52.05
2017-01-06,50.45
2017-01-09,51.65
2017-01-10,53.3
2017-01-11,51.7
2017-01-12,51.15
2017-01-13,49.5
2017-01-16,50.25
2017-01-17,50.25
2017-01-18,50.2
2017-01-19,50.3
2017-01-20,49.95
2017-01-23,50.0
2017-01-24,50.0
2017-01-25,49.6
2017-01-27,50.05
2017-01-30,50.05
2017-01-31,49.7
2017-02-01,50.15
2017-02-02,49.7
2017-02-03,50.45
2017-02-06,50.15
2017-02-07,50.5
2017-02-08,50.1
2017-02-09,48.35
2017-02-10,46.9
2017-02-13,46.15
2017-02-14,47.0
2017-02-15,43.9
2017-02-16,44.65
2017-02-17,46.4
2017-02-20,49.55
2017-02-21,50.05
2017-02-22,48.75
2017-02-23,52.0
2017-02-27,50.9
2017-02-28,51.6
2017-03-01,55.95
2017-03-02,54.7
2017-03-03,59.85
2017-03-06,60.7
2017-03-07,59.75
2017-03-08,57.3
2017-03-09,56.9
2017-03-10,55.3
2017-03-14,55.6
2017-03-15,56.4
2017-03-16,55.6
2017-03-17,54.45
2017-03-20,54.2
2017-03-21,53.8
2017-03-22,53.75
2017-03-23,57.1
2017-03-24,56.4
2017-03-27,54.95
2017-03-28,54.1
2017-03-29,55.15
2017-03-30,55.05
2017-03-31,55.1
2017-04-03,59.7
2017-04-05,57.45
2017-04-06,57.2
2017-04-07,56.3
2017-04-10,55.65
2017-04-11,55.4
2017-04-12,56.2
2017-04-13,57.6
2017-04-17,59.1
2017-04-18,63.95
2017-04-19,66.85
2017-04-20,67.45
2017-04-21,66.35
2017-04-24,64.65
2017-04-25,62.95
2017-04-26,62.5
2017-04-27,63.25
2017-04-28,62.25
2017-05-02,61.1
2017-05-03,60.1
2017-05-04,61.5
2017-05-05,59.65
2017-05-08,59.7
2017-05-09,61.05
2017-05-10,60.8
2017-05-11,60.25
2017-05-12,58.9
2017-05-15,58.7
2017-05-16,57.05
2017-05-17,56.2
2017-05-18,56.2
2017-05-19,55.1
2017-05-22,54.6
2017-05-23,53.45
2017-05-24,54.05
2017-05-25,54.1
2017-05-26,53.9
2017-05-29,52.4
2017-05-30,51.65
2017-05-31,51.8
2017-06-01,50.65
2017-06-02,50.45
2017-06-05,52.15
2017-06-06,50.9
2017-06-07,50.1
2017-06-08,49.55
2017-06-09,51.75
2017-06-12,51.75
2017-06-13,50.6
2017-06-14,50.45
2017-06-15,50.05
2017-06-16,51.05
2017-06-19,51.9
2017-06-20,50.55
2017-06-21,51.05
2017-06-22,50.0
2017-06-23,49.5
2017-06-27,47.0
2017-06-28,46.95
2017-06-29,47.8
2017-06-30,48.5
2017-07-03,50.0
2017-07-04,52.55
2017-07-05,52.1
2017-07-06,52.25
2017-07-07,53.15
2017-07-10,52.6
2017-07-11,51.55
2017-07-12,51.7
2017-07-13,51.9
2017-07-14,51.25
2017-07-17,49.95
2017-07-18,49.15
2017-07-19,49.5
2017-07-20,49.4
2017-07-21,49.25
2017-07-24,52.75
2017-07-25,51.75
2017-07-26,51.8
2017-07-27,50.4
2017-07-28,50.5
2017-07-31,50.4
2017-08-01,49.8
2017-08-02,49.15
2017-08-03,48.85
2017-08-04,48.5
2017-08-07,49.1
2017-08-08,48.6
2017-08-09,47.65
2017-08-10,45.35
2017-08-11,45.2
2017-08-14,47.5
2017-08-16,47.35
2017-08-17,46.65
2017-08-18,47.1
2017-08-21,47.5
2017-08-22,46.2
2017-08-23,47.0
2017-08-24,46.9
2017-08-28,48.35
2017-08-29,48.55
2017-08-30,48.75
2017-08-31,52.55
2017-09-01,52.0
2017-09-04,50.75
2017-09-05,49.9
2017-09-06,49.95
2017-09-07,51.55
2017-09-08,50.9
2017-09-11,50.85
2017-09-12,51.15
2017-09-13,50.05
2017-09-14,50.3
2017-09-15,49.4
2017-09-18,49.85
2017-09-19,49.2
2017-09-20,48.55
2017-09-21,49.5
2017-09-22,47.3
2017-09-25,47.45
2017-09-26,47.2
2017-09-27,46.0
2017-09-28,46.5
2017-09-29,46.35
2017-10-03,46.25
2017-10-04,46.1
2017-10-05,46.5
2017-10-06,48.05
2017-10-09,48.8
2017-10-10,48.75
2017-10-11,47.65
2017-10-12,48.55
2017-10-13,49.1
2017-10-16,48.6
2017-10-17,47.95
2017-10-18,50.7
2017-10-19,50.65
2017-10-23,51.9
2017-10-24,50.55
2017-10-25,49.9
2017-10-26,50.0
2017-10-27,51.35
2017-10-30,49.4
2017-10-31,51.75
2017-11-01,50.05
2017-11-02,49.55
2017-11-03,49.15
2017-11-06,49.35
2017-11-07,48.75
2017-11-08,49.0
2017-11-09,48.95
2017-11-10,48.15
2017-11-13,47.85
2017-11-14,47.3
2017-11-15,46.55
2017-11-16,47.3
2017-11-17,47.55
2017-11-20,47.8
2017-11-21,47.05
2017-11-22,47.15
2017-11-23,51.65
2017-11-24,54.05
2017-11-27,53.65
2017-11-28,52.6
2017-11-29,51.8
2017-11-30,50.95
2017-12-01,49.95
2017-12-04,48.5
2017-12-05,48.1
2017-12-06,48.4
2017-12-07,47.9
2017-12-08,49.15
2017-12-11,48.3
2017-12-12,47.75
2017-12-13,47.75
2017-12-14,47.65
2017-12-15,48.15
2017-12-18,48.0
2017-12-19,47.75
2017-12-20,55.5
2017-12-21,56.5
2017-12-22,57.45
2017-12-26,59.55
2017-12-27,59.25
2017-12-28,58.2
2017-12-29,57.0
