Date,ASHOKLEY
2017-01-02,81.0
2017-01-03,81.05
2017-01-04,83.85
2017-01-05,83.95
2017-01-06,85.3
2017-01-09,84.95
2017-01-10,84.95
2017-01-11,85.6
2017-01-12,84.3
2017-01-13,84.55
2017-01-16,85.6
2017-01-17,85.95
2017-01-18,86.9
2017-01-19,87.05
2017-01-20,85.55
2017-01-23,86.3
2017-01-24,88.7
2017-01-25,86.55
2017-01-27,92.45
2017-01-30,92.05
2017-01-31,90.75
2017-02-01,92.15
2017-02-02,94.85
2017-02-03,94.5
2017-02-06,95.1
2017-02-07,94.05
2017-02-08,95.35
2017-02-09,95.3
2017-02-10,92.95
2017-02-13,92.1
2017-02-14,92.35
2017-02-15,93.2
2017-02-16,94.25
2017-02-17,93.9
2017-02-20,94.5
2017-02-21,95.1
2017-02-22,92.5
2017-02-23,90.55
2017-02-27,89.0
2017-02-28,90.65
2017-03-01,89.2
2017-03-02,87.35
2017-03-03,87.35
2017-03-06,90.5
2017-03-07,91.2
2017-03-08,91.1
2017-03-09,90.45
2017-03-10,90.55
2017-03-14,90.8
2017-03-15,91.1
2017-03-16,91.9
2017-03-17,90.9
2017-03-20,89.25
2017-03-21,88.75
2017-03-22,87.15
2017-03-23,87.05
2017-03-24,87.35
2017-03-27,85.75
2017-03-28,86.45
2017-03-29,84.0
2017-03-30,83.0
2017-03-31,84.55
2017-04-03,84.1
2017-04-05,84.9
2017-04-06,84.3
2017-04-07,83.6
2017-04-10,82.4
2017-04-11,82.4
2017-04-12,82.6
2017-04-13,82.75
2017-04-17,82.75
2017-04-18,81.6
2017-04-19,81.3
2017-04-20,81.95
2017-04-21,85.25
2017-04-24,87.25
2017-04-25,88.15
2017-04-26,87.85
2017-04-27,86.7
2017-04-28,85.4
2017-05-02,83.65
2017-05-03,82.8
2017-05-04,83.25
2017-05-05,83.2
2017-05-08,83.4
2017-05-09,82.9
2017-05-10,85.55
2017-05-11,86.55
2017-05-12,85.7
2017-05-15,86.2
2017-05-16,86.65
2017-05-17,88.05
2017-05-18,86.35
2017-05-19,85.15
2017-05-22,86.0
2017-05-23,84.4
2017-05-24,82.35
2017-05-25,86.15
2017-05-26,91.55
2017-05-29,91.75
2017-05-30,93.75
2017-05-31,94.5
2017-06-01,91.1
2017-06-02,92.85
2017-06-05,93.0
2017-06-06,91.85
2017-06-07,92.75
2017-06-08,94.95
2017-06-09,94.9
2017-06-12,94.25
2017-06-13,95.25
2017-06-14,94.7
2017-06-15,94.25
2017-06-16,94.2
2017-06-19,94.05
2017-06-20,93.0
2017-06-21,93.7
2017-06-22,93.4
2017-06-23,92.35
2017-06-27,91.1
2017-06-28,92.2
2017-06-29,93.45
2017-06-30,93.85
2017-07-03,100.3
2017-07-04,99.35
2017-07-05,101.6
2017-07-06,102.2
2017-07-07,103.9
2017-07-10,105.15
2017-07-11,105.1
2017-07-12,106.4
2017-07-13,106.25
2017-07-14,105.4
2017-07-17,108.25
2017-07-18,105.45
2017-07-19,106.85
2017-07-20,105.9
2017-07-21,103.2
2017-07-24,104.0
2017-07-25,104.95
2017-07-26,106.15
2017-07-27,105.0
2017-07-28,109.4
2017-07-31,109.5
2017-08-01,111.05
2017-08-02,109.35
2017-08-03,108.9
2017-08-04,109.2
2017-08-07,111.2
2017-08-08,112.1
2017-08-09,109.6
2017-08-10,103.45
2017-08-11,102.65
2017-08-14,104.75
2017-08-16,104.75
2017-08-17,105.3
2017-08-18,103.65
2017-08-21,102.25
2017-08-22,100.35
2017-08-23,102.7
2017-08-24,103.0
2017-08-28,105.7
2017-08-29,105.05
2017-08-30,107.3
2017-08-31,107.1
2017-09-01,112.85
2017-09-04,113.35
2017-09-05,113.0
2017-09-06,112.15
2017-09-07,111.9
2017-09-08,115.15
2017-09-11,116.2
2017-09-12,118.3
2017-09-13,117.7
2017-09-14,117.05
2017-09-15,116.8
2017-09-18,118.55
2017-09-19,118.15
2017-09-20,119.35
2017-09-21,117.3
2017-09-22,114.3
2017-09-25,113.0
2017-09-26,113.5
2017-09-27,112.2
2017-09-28,116.75
2017-09-29,123.1
2017-10-03,122.45
2017-10-04,122.5
2017-10-05,122.5
2017-10-06,124.85
2017-10-09,123.8
2017-10-10,126.45
2017-10-11,124.55
2017-10-12,125.35
2017-10-13,125.35
2017-10-16,127.45
2017-10-17,128.45
2017-10-18,130.6
2017-10-19,129.15
2017-10-23,128.2
2017-10-24,128.6
2017-10-25,128.5
2017-10-26,131.15
2017-10-27,127.8
2017-10-30,128.7
2017-10-31,131.2
2017-11-01,126.45
2017-11-02,124.6
2017-11-03,123.65
2017-11-06,125.7
2017-11-07,122.05
2017-11-08,119.15
2017-11-09,115.35
2017-11-10,111.95
2017-11-13,113.3
2017-11-14,113.95
2017-11-15,113.4
2017-11-16,114.2
2017-11-17,116.0
2017-11-20,114.95
2017-11-21,114.75
2017-11-22,113.35
2017-11-23,114.7
2017-11-24,118.45
2017-11-27,123.6
2017-11-28,121.4
2017-11-29,120.85
2017-11-30,117.85
2017-12-01,120.05
2017-12-04,116.35
2017-12-05,114.05
2017-12-06,114.45
2017-12-07,116.9
2017-12-08,118.55
2017-12-11,117.9
2017-12-12,113.8
2017-12-13,114.05
2017-12-14,112.05
2017-12-15,112.75
2017-12-18,114.3
2017-12-19,118.15
2017-12-20,117.8
2017-12-21,117.55
2017-12-22,117.6
2017-12-26,119.15
2017-12-27,118.6
2017-12-28,117.7
2017-12-29,119.1
