Date,TVSSRICHAK
2017-01-02,3199.7
2017-01-03,3389.7
2017-01-04,3256.8
2017-01-05,3278.8
2017-01-06,3245.25
2017-01-09,3246.6
2017-01-10,3323.75
2017-01-11,3278.65
2017-01-12,3269.75
2017-01-13,3243.4
2017-01-16,3234.35
2017-01-17,3268.2
2017-01-18,3238.2
2017-01-19,3201.6
2017-01-20,3200.15
2017-01-23,3201.1
2017-01-24,3205.45
2017-01-25,3219.9
2017-01-27,3206.15
2017-01-30,3200.25
2017-01-31,3200.7
2017-02-01,3283.4
2017-02-02,3282.6
2017-02-03,3305.75
2017-02-06,3301.0
2017-02-07,3261.45
2017-02-08,3233.45
2017-02-09,3218.85
2017-02-10,3214.4
2017-02-13,3078.55
2017-02-14,3075.1
2017-02-15,3062.8
2017-02-16,3076.6
2017-02-17,3100.15
2017-02-20,3111.35
2017-02-21,3090.35
2017-02-22,3055.6
2017-02-23,3022.95
2017-02-27,3034.7
2017-02-28,3025.05
2017-03-01,3030.75
2017-03-02,3013.2
2017-03-03,2957.3
2017-03-06,2931.5
2017-03-07,3013.55
2017-03-08,3068.1
2017-03-09,2952.3
2017-03-10,3008.95
2017-03-14,3070.4
2017-03-15,3308.6
2017-03-16,3296.75
2017-03-17,3246.35
2017-03-20,3288.7
2017-03-21,3328.9
2017-03-22,3340.75
2017-03-23,3785.95
2017-03-24,3798.5
2017-03-27,3708.1
2017-03-28,3544.45
2017-03-29,3560.25
2017-03-30,3583.4
2017-03-31,3495.95
2017-04-03,3496.25
2017-04-05,3528.65
2017-04-06,3516.0
2017-04-07,3636.2
2017-04-10,3618.2
2017-04-11,3699.3
2017-04-12,3703.7
2017-04-13,3678.9
2017-04-17,3701.75
2017-04-18,3622.55
2017-04-19,3620.35
2017-04-20,3746.45
2017-04-21,3815.4
2017-04-24,3892.6
2017-04-25,3895.05
2017-04-26,4184.15
2017-04-27,4131.55
2017-04-28,4030.9
2017-05-02,4260.25
2017-05-03,4126.85
2017-05-04,4068.55
2017-05-05,4015.75
2017-05-08,4022.95
2017-05-09,4063.4
2017-05-10,4043.7
2017-05-11,4038.85
2017-05-12,4026.15
2017-05-15,4059.05
2017-05-16,4009.55
2017-05-17,4084.15
2017-05-18,4037.15
2017-05-19,3976.1
2017-05-22,3987.05
2017-05-23,3923.3
2017-05-24,3823.7
2017-05-25,3911.0
2017-05-26,3949.0
2017-05-29,3926.0
2017-05-30,3875.6
2017-05-31,4047.3
2017-06-01,4070.75
2017-06-02,4057.2
2017-06-05,4052.6
2017-06-06,4207.7
2017-06-07,4124.45
2017-06-08,4115.1
2017-06-09,4127.7
2017-06-12,4032.95
2017-06-13,4099.95
2017-06-14,4101.1
2017-06-15,4040.5
2017-06-16,3920.3
2017-06-19,3957.6
2017-06-20,4033.35
2017-06-21,4024.75
2017-06-22,4016.4
2017-06-23,3901.0
2017-06-27,3832.65
2017-06-28,3807.3
2017-06-29,3805.9
2017-06-30,3784.45
2017-07-03,3838.65
2017-07-04,3802.4
2017-07-05,3852.5
2017-07-06,3903.6
2017-07-07,3919.7
2017-07-10,3874.7
2017-07-11,3828.0
2017-07-12,3835.75
2017-07-13,3779.35
2017-07-14,3773.4
2017-07-17,3783.5
2017-07-18,3763.75
2017-07-19,3771.05
2017-07-20,3766.95
2017-07-21,3734.7
2017-07-24,3676.85
2017-07-25,3686.35
2017-07-26,3701.3
2017-07-27,3691.55
2017-07-28,3681.05
2017-07-31,3611.5
2017-08-01,3652.85
2017-08-02,3767.45
2017-08-03,3644.9
2017-08-04,3602.2
2017-08-07,3610.05
2017-08-08,3530.2
2017-08-09,3438.85
2017-08-10,3379.45
2017-08-11,3300.9
2017-08-14,3300.3
2017-08-16,3371.3
2017-08-17,3327.65
2017-08-18,3392.55
2017-08-21,3370.4
2017-08-22,3344.9
2017-08-23,3350.15
2017-08-24,3321.4
2017-08-28,3348.8
2017-08-29,3308.15
2017-08-30,3306.6
2017-08-31,3303.9
2017-09-01,3281.05
2017-09-04,3278.2
2017-09-05,3301.25
2017-09-06,3280.35
2017-09-07,3246.65
2017-09-08,3220.4
2017-09-11,3213.2
2017-09-12,3202.3
2017-09-13,3181.7
2017-09-14,3149.25
2017-09-15,3095.15
2017-09-18,3108.95
2017-09-19,3126.4
2017-09-20,3218.6
2017-09-21,3188.5
2017-09-22,3182.55
2017-09-25,3132.1
2017-09-26,3182.25
