Date,TATASPONGE
2017-01-02,576.65
2017-01-03,586.8
2017-01-04,588.7
2017-01-05,601.7
2017-01-06,595.2
2017-01-09,594.2
2017-01-10,600.6
2017-01-11,615.95
2017-01-12,606.85
2017-01-13,609.3
2017-01-16,615.3
2017-01-17,627.3
2017-01-18,625.6
2017-01-19,621.6
2017-01-20,610.0
2017-01-23,622.8
2017-01-24,623.6
2017-01-25,622.4
2017-01-27,612.75
2017-01-30,607.35
2017-01-31,591.95
2017-02-01,611.9
2017-02-02,620.55
2017-02-03,619.45
2017-02-06,614.8
2017-02-07,617.25
2017-02-08,618.95
2017-02-09,617.35
2017-02-10,615.35
2017-02-13,614.65
2017-02-14,614.5
2017-02-15,607.4
2017-02-16,610.15
2017-02-17,611.65
2017-02-20,628.95
2017-02-21,638.6
2017-02-22,626.05
2017-02-23,620.35
2017-02-27,621.2
2017-02-28,653.0
2017-03-01,712.15
2017-03-02,681.9
2017-03-03,684.45
2017-03-06,680.75
2017-03-07,689.4
2017-03-08,682.8
2017-03-09,668.1
2017-03-10,665.05
2017-03-14,673.55
2017-03-15,689.95
2017-03-16,697.05
2017-03-17,693.55
2017-03-20,685.6
2017-03-21,685.55
2017-03-22,676.9
2017-03-23,679.45
2017-03-24,680.7
2017-03-27,682.15
2017-03-28,696.1
2017-03-29,696.45
2017-03-30,701.2
2017-03-31,698.55
2017-04-03,706.05
2017-04-05,714.2
2017-04-06,712.6
2017-04-07,727.95
2017-04-10,828.4
2017-04-11,863.95
2017-04-12,853.25
2017-04-13,837.6
2017-04-17,845.95
2017-04-18,817.6
2017-04-19,819.9
2017-04-20,819.7
2017-04-21,811.25
2017-04-24,817.4
2017-04-25,829.95
2017-04-26,831.75
2017-04-27,832.95
2017-04-28,827.6
2017-05-02,815.15
2017-05-03,822.2
2017-05-04,834.25
2017-05-05,827.45
2017-05-08,861.15
2017-05-09,871.35
2017-05-10,887.5
2017-05-11,865.0
2017-05-12,855.8
2017-05-15,864.4
2017-05-16,872.55
2017-05-17,874.8
2017-05-18,851.0
2017-05-19,851.1
2017-05-22,835.4
2017-05-23,806.5
2017-05-24,801.3
2017-05-25,829.4
2017-05-26,837.25
2017-05-29,839.4
2017-05-30,831.75
2017-05-31,832.05
2017-06-01,834.25
2017-06-02,831.05
2017-06-05,845.05
2017-06-06,840.55
2017-06-07,837.55
2017-06-08,835.8
2017-06-09,830.75
2017-06-12,818.6
2017-06-13,817.7
2017-06-14,805.45
2017-06-15,802.3
2017-06-16,804.7
2017-06-19,812.75
2017-06-20,826.3
2017-06-21,819.2
2017-06-22,813.45
2017-06-23,798.3
2017-06-27,783.85
2017-06-28,784.15
2017-06-29,788.25
2017-06-30,775.6
2017-07-03,809.45
2017-07-04,814.8
2017-07-05,831.45
2017-07-06,830.95
2017-07-07,821.1
2017-07-10,824.05
2017-07-11,828.45
2017-07-12,841.45
2017-07-13,836.55
2017-07-14,828.7
2017-07-17,835.7
2017-07-18,823.2
2017-07-19,829.6
2017-07-20,836.15
2017-07-21,852.5
2017-07-24,847.85
2017-07-25,835.35
2017-07-26,842.0
2017-07-27,829.65
2017-07-28,828.5
2017-07-31,833.95
2017-08-01,831.45
2017-08-02,826.5
2017-08-03,813.55
2017-08-04,828.8
2017-08-07,842.4
2017-08-08,841.5
2017-08-09,819.75
2017-08-10,794.4
2017-08-11,795.9
2017-08-14,827.2
2017-08-16,831.0
2017-08-17,823.8
2017-08-18,825.05
2017-08-21,817.9
2017-08-22,804.1
2017-08-23,810.7
2017-08-24,804.8
2017-08-28,798.5
2017-08-29,789.0
2017-08-30,806.6
2017-08-31,814.9
2017-09-01,820.85
2017-09-04,819.65
2017-09-05,822.6
2017-09-06,836.1
2017-09-07,854.1
2017-09-08,891.6
2017-09-11,896.85
2017-09-12,919.7
2017-09-13,901.2
2017-09-14,941.9
2017-09-15,927.95
2017-09-18,937.15
2017-09-19,937.6
2017-09-20,929.75
2017-09-21,912.8
2017-09-22,873.5
2017-09-25,835.95
2017-09-26,845.0
2017-09-27,817.4
2017-09-28,810.25
2017-09-29,848.05
2017-10-03,910.45
2017-10-04,917.2
2017-10-05,925.45
2017-10-06,928.35
2017-10-09,927.65
2017-10-10,951.1
2017-10-11,909.8
2017-10-12,915.6
2017-10-13,920.55
2017-10-16,929.7
2017-10-17,935.15
2017-10-18,926.9
2017-10-19,925.35
2017-10-23,911.2
2017-10-24,912.5
2017-10-25,925.2
2017-10-26,935.25
2017-10-27,938.85
2017-10-30,937.25
2017-10-31,941.9
2017-11-01,960.1
2017-11-02,963.25
2017-11-03,956.45
2017-11-06,944.8
2017-11-07,926.05
2017-11-08,926.05
2017-11-09,959.05
2017-11-10,938.6
2017-11-13,926.15
2017-11-14,948.1
2017-11-15,920.8
2017-11-16,929.75
2017-11-17,935.35
2017-11-20,940.5
2017-11-21,937.0
2017-11-22,942.1
2017-11-23,948.75
2017-11-24,950.05
2017-11-27,943.65
2017-11-28,948.95
2017-11-29,962.9
2017-11-30,958.85
2017-12-01,948.6
2017-12-04,937.9
2017-12-05,929.9
2017-12-06,918.5
2017-12-07,930.8
2017-12-08,939.7
2017-12-11,929.3
2017-12-12,923.05
2017-12-13,919.6
2017-12-14,924.7
2017-12-15,931.7
2017-12-18,926.6
2017-12-19,935.05
2017-12-20,938.15
2017-12-21,936.5
2017-12-22,938.75
2017-12-26,946.65
2017-12-27,940.8
2017-12-28,947.05
2017-12-29,987.75
