Date,SOMANYCERA
2017-01-02,488.75
2017-01-03,489.55
2017-01-04,482.65
2017-01-05,482.8
2017-01-06,475.3
2017-01-09,480.0
2017-01-10,473.95
2017-01-11,515.85
2017-01-12,524.75
2017-01-13,513.2
2017-01-16,524.75
2017-01-17,533.1
2017-01-18,537.55
2017-01-19,546.05
2017-01-20,562.55
2017-01-23,560.7
2017-01-24,600.75
2017-01-25,594.5
2017-01-27,603.75
2017-01-30,604.9
2017-01-31,595.2
2017-02-01,610.85
2017-02-02,603.95
2017-02-03,603.2
2017-02-06,618.65
2017-02-07,621.8
2017-02-08,613.3
2017-02-09,614.35
2017-02-10,619.95
2017-02-13,609.75
2017-02-14,613.0
2017-02-15,618.4
2017-02-16,614.25
2017-02-17,610.2
2017-02-20,604.1
2017-02-21,614.55
2017-02-22,604.6
2017-02-23,604.1
2017-02-27,610.8
2017-02-28,620.95
2017-03-01,626.85
2017-03-02,635.35
2017-03-03,634.7
2017-03-06,637.05
2017-03-07,636.7
2017-03-08,621.9
2017-03-09,631.65
2017-03-10,620.1
2017-03-14,651.1
2017-03-15,649.75
2017-03-16,660.05
2017-03-17,655.05
2017-03-20,656.75
2017-03-21,659.65
2017-03-22,651.45
2017-03-23,651.25
2017-03-24,664.65
2017-03-27,680.05
2017-03-28,684.4
2017-03-29,676.9
2017-03-30,667.8
2017-03-31,688.2
2017-04-03,693.85
2017-04-05,691.1
2017-04-06,689.7
2017-04-07,682.75
2017-04-10,680.0
2017-04-11,689.2
2017-04-12,685.0
2017-04-13,687.65
2017-04-17,687.55
2017-04-18,675.1
2017-04-19,686.4
2017-04-20,694.4
2017-04-21,699.35
2017-04-24,725.5
2017-04-25,762.55
2017-04-26,723.4
2017-04-27,723.45
2017-04-28,737.9
2017-05-02,763.1
2017-05-03,770.9
2017-05-04,781.15
2017-05-05,758.75
2017-05-08,779.45
2017-05-09,782.6
2017-05-10,818.15
2017-05-11,818.15
2017-05-12,800.45
2017-05-15,799.0
2017-05-16,800.0
2017-05-17,769.65
2017-05-18,772.75
2017-05-19,760.4
2017-05-22,758.85
2017-05-23,732.8
2017-05-24,732.45
2017-05-25,751.2
2017-05-26,780.0
2017-05-29,766.8
2017-05-30,774.35
2017-05-31,795.6
2017-06-01,782.6
2017-06-02,779.65
2017-06-05,766.25
2017-06-06,760.45
2017-06-07,766.75
2017-06-08,784.9
2017-06-09,784.7
2017-06-12,773.6
2017-06-13,769.1
2017-06-14,773.9
2017-06-15,781.95
2017-06-16,789.55
2017-06-19,782.3
2017-06-20,786.0
2017-06-21,778.6
2017-06-22,776.1
2017-06-23,774.5
2017-06-27,770.65
2017-06-28,771.0
2017-06-29,764.9
2017-06-30,774.9
2017-07-03,765.4
2017-07-04,770.1
2017-07-05,784.7
2017-07-06,778.95
2017-07-07,771.1
2017-07-10,769.55
2017-07-11,775.95
2017-07-12,774.2
2017-07-13,778.9
2017-07-14,770.85
2017-07-17,784.1
2017-07-18,764.2
2017-07-19,784.05
2017-07-20,778.15
2017-07-21,787.55
2017-07-24,782.8
2017-07-25,773.35
2017-07-26,767.0
2017-07-27,764.55
2017-07-28,792.05
2017-07-31,802.25
2017-08-01,791.2
2017-08-02,771.25
2017-08-03,773.65
2017-08-04,757.3
2017-08-07,757.05
2017-08-08,756.65
2017-08-09,757.5
2017-08-10,750.1
2017-08-11,756.0
2017-08-14,765.2
2017-08-16,776.15
2017-08-17,798.9
2017-08-18,789.5
2017-08-21,793.35
2017-08-22,768.65
2017-08-23,779.75
2017-08-24,803.75
2017-08-28,804.05
2017-08-29,793.95
2017-08-30,796.35
2017-08-31,795.5
2017-09-01,798.3
2017-09-04,783.55
2017-09-05,792.6
2017-09-06,796.25
2017-09-07,794.6
2017-09-08,796.6
2017-09-11,799.55
2017-09-12,805.85
2017-09-13,807.8
2017-09-14,802.25
2017-09-15,805.75
2017-09-18,809.5
2017-09-19,848.45
2017-09-20,860.05
2017-09-21,849.85
2017-09-22,848.85
2017-09-25,826.3
2017-09-26,830.1
2017-09-27,837.5
2017-09-28,849.05
2017-09-29,858.05
2017-10-03,853.55
2017-10-04,847.4
2017-10-05,845.3
2017-10-06,843.35
2017-10-09,845.8
2017-10-10,840.35
2017-10-11,842.85
2017-10-12,841.0
2017-10-13,849.35
2017-10-16,843.5
2017-10-17,854.1
2017-10-18,829.9
2017-10-19,830.7
2017-10-23,845.2
2017-10-24,836.7
2017-10-25,833.4
2017-10-26,831.8
2017-10-27,827.7
2017-10-30,849.55
2017-10-31,849.1
2017-11-01,853.9
2017-11-02,833.0
2017-11-03,832.75
2017-11-06,857.9
2017-11-07,837.95
2017-11-08,836.95
2017-11-09,856.8
2017-11-10,850.25
2017-11-13,868.75
2017-11-14,839.8
2017-11-15,823.85
2017-11-16,847.6
2017-11-17,850.15
2017-11-20,851.0
2017-11-21,857.85
2017-11-22,848.5
2017-11-23,838.2
2017-11-24,854.35
2017-11-27,854.2
2017-11-28,859.55
2017-11-29,886.05
2017-11-30,895.8
2017-12-01,877.15
2017-12-04,868.1
2017-12-05,876.75
2017-12-06,876.0
2017-12-07,895.3
2017-12-08,889.9
2017-12-11,897.95
2017-12-12,905.9
2017-12-13,884.25
2017-12-14,880.8
2017-12-15,879.25
2017-12-18,876.35
2017-12-19,904.1
2017-12-20,931.45
2017-12-21,910.2
2017-12-22,904.0
2017-12-26,899.75
2017-12-27,895.65
2017-12-28,906.1
2017-12-29,910.1
