Date,STCINDIA
2017-01-02,229.7
2017-01-03,218.25
2017-01-04,207.35
2017-01-05,217.7
2017-01-06,228.55
2017-01-09,239.95
2017-01-10,228.0
2017-01-11,221.05
2017-01-12,211.05
2017-01-13,221.6
2017-01-16,232.65
2017-01-17,233.05
2017-01-18,221.6
2017-01-19,211.65
2017-01-20,201.5
2017-01-23,201.1
2017-01-24,202.3
2017-01-25,201.6
2017-01-27,191.65
2017-01-30,182.1
2017-01-31,173.3
2017-02-01,173.0
2017-02-02,174.2
2017-02-03,174.2
2017-02-06,172.0
2017-02-07,164.4
2017-02-08,166.35
2017-02-09,165.55
2017-02-10,169.7
2017-02-13,166.95
2017-02-14,169.25
2017-02-15,161.2
2017-02-16,158.9
2017-02-17,157.15
2017-02-20,160.2
2017-02-21,161.6
2017-02-22,159.75
2017-02-23,157.85
2017-02-27,158.65
2017-02-28,158.8
2017-03-01,164.45
2017-03-02,161.75
2017-03-03,161.45
2017-03-06,162.55
2017-03-07,160.85
2017-03-08,158.7
2017-03-09,155.95
2017-03-10,152.45
2017-03-14,151.35
2017-03-15,154.85
2017-03-16,162.2
2017-03-17,161.05
2017-03-20,160.75
2017-03-21,159.45
2017-03-22,155.65
2017-03-23,161.1
2017-03-24,159.9
2017-03-27,159.5
2017-03-28,159.15
2017-03-29,155.4
2017-03-30,157.15
2017-03-31,158.75
2017-04-03,162.1
2017-04-05,170.2
2017-04-06,173.8
2017-04-07,168.6
2017-04-10,169.65
2017-04-11,173.4
2017-04-12,171.15
2017-04-13,180.15
2017-04-17,181.15
2017-04-18,175.0
2017-04-19,175.45
2017-04-20,176.9
2017-04-21,177.75
2017-04-24,176.8
2017-04-25,177.6
2017-04-26,176.05
2017-04-27,175.4
2017-04-28,174.5
2017-05-02,172.95
2017-05-03,173.4
2017-05-04,172.25
2017-05-05,166.5
2017-05-08,167.3
2017-05-09,168.55
2017-05-10,171.4
2017-05-11,171.3
2017-05-12,166.85
2017-05-15,168.75
2017-05-16,167.65
2017-05-17,166.5
2017-05-18,162.05
2017-05-19,158.2
2017-05-22,154.25
2017-05-23,150.3
2017-05-24,140.05
2017-05-25,143.0
2017-05-26,149.9
2017-05-29,144.65
2017-05-30,145.25
2017-05-31,144.15
2017-06-01,145.15
2017-06-02,148.65
2017-06-05,150.45
2017-06-06,147.0
2017-06-07,152.5
2017-06-08,176.35
2017-06-09,170.65
2017-06-12,168.05
2017-06-13,168.05
2017-06-14,169.65
2017-06-15,174.05
2017-06-16,171.3
2017-06-19,170.25
2017-06-20,166.1
2017-06-21,166.8
2017-06-22,167.25
2017-06-23,161.05
2017-06-27,154.95
2017-06-28,155.3
2017-06-29,156.3
2017-06-30,154.4
2017-07-03,154.9
2017-07-04,157.45
2017-07-05,163.95
2017-07-06,162.1
2017-07-07,161.2
2017-07-10,171.35
2017-07-11,170.05
2017-07-12,169.3
2017-07-13,167.25
2017-07-14,164.5
2017-07-17,165.6
2017-07-18,168.65
2017-07-19,172.05
2017-07-20,169.35
2017-07-21,169.2
2017-07-24,167.85
2017-07-25,166.3
2017-07-26,175.7
2017-07-27,181.2
2017-07-28,181.6
2017-07-31,178.4
2017-08-01,176.0
2017-08-02,170.25
2017-08-03,166.55
2017-08-04,167.1
2017-08-07,167.65
2017-08-08,165.15
2017-08-09,163.0
2017-08-10,152.6
2017-08-11,147.35
2017-08-14,150.85
2017-08-16,154.65
2017-08-17,157.7
2017-08-18,155.15
2017-08-21,152.75
2017-08-22,151.85
2017-08-23,154.9
2017-08-24,154.4
2017-08-28,154.7
2017-08-29,155.85
2017-08-30,158.05
2017-08-31,158.5
2017-09-01,160.0
2017-09-04,157.6
2017-09-05,160.6
2017-09-06,159.7
2017-09-07,163.05
2017-09-08,160.25
2017-09-11,160.6
2017-09-12,162.35
2017-09-13,159.3
2017-09-14,160.75
2017-09-15,159.2
2017-09-18,161.8
2017-09-19,168.6
2017-09-20,173.6
2017-09-21,175.25
2017-09-22,165.6
2017-09-25,157.65
2017-09-26,159.4
2017-09-27,155.0
2017-09-28,155.8
2017-09-29,156.1
2017-10-03,156.55
2017-10-04,160.6
2017-10-05,162.65
2017-10-06,166.5
2017-10-09,167.25
2017-10-10,170.1
2017-10-11,182.0
2017-10-12,181.2
2017-10-13,178.15
2017-10-16,176.95
2017-10-17,178.35
2017-10-18,176.6
2017-10-19,174.85
2017-10-23,170.55
2017-10-24,173.2
2017-10-25,174.35
2017-10-26,179.45
2017-10-27,180.4
2017-10-30,183.15
2017-10-31,182.15
2017-11-01,217.2
2017-11-02,233.7
2017-11-03,228.9
2017-11-06,272.5
2017-11-07,280.65
2017-11-08,252.6
2017-11-09,253.9
2017-11-10,243.05
2017-11-13,232.45
