Date,BAYERCROP
2017-01-02,4206.55
2017-01-03,4257.05
2017-01-04,4211.4
2017-01-05,4231.7
2017-01-06,4125.5
2017-01-09,4075.2
2017-01-10,4100.2
2017-01-11,4111.35
2017-01-12,4109.95
2017-01-13,4083.95
2017-01-16,4138.7
2017-01-17,4080.5
2017-01-18,4084.95
2017-01-19,4103.3
2017-01-20,4133.5
2017-01-23,4060.25
2017-01-24,4113.5
2017-01-25,4089.6
2017-01-27,4108.1
2017-01-30,4103.05
2017-01-31,4088.4
2017-02-01,4059.8
2017-02-02,4188.45
2017-02-03,4258.65
2017-02-06,4197.95
2017-02-07,4200.3
2017-02-08,4171.65
2017-02-09,4177.95
2017-02-10,4179.0
2017-02-13,4120.6
2017-02-14,4097.95
2017-02-15,4030.6
2017-02-16,4078.65
2017-02-17,4015.8
2017-02-20,4012.55
2017-02-21,3969.75
2017-02-22,3939.45
2017-02-23,3877.6
2017-02-27,3881.25
2017-02-28,3861.65
2017-03-01,3916.95
2017-03-02,3919.4
2017-03-03,3897.1
2017-03-06,3852.7
2017-03-07,3872.15
2017-03-08,3841.65
2017-03-09,3820.5
2017-03-10,3771.6
2017-03-14,3833.5
2017-03-15,3844.75
2017-03-16,3854.7
2017-03-17,3846.95
2017-03-20,3802.45
2017-03-21,3825.0
2017-03-22,3790.95
2017-03-23,3812.55
2017-03-24,3790.05
2017-03-27,3772.0
2017-03-28,3745.1
2017-03-29,3807.15
2017-03-30,3799.0
2017-03-31,3796.2
2017-04-03,3786.35
2017-04-05,3801.2
2017-04-06,3797.2
2017-04-07,3782.3
2017-04-10,3780.25
2017-04-11,3804.2
2017-04-12,3824.45
2017-04-13,3825.0
2017-04-17,3774.0
2017-04-18,3754.75
2017-04-19,3879.1
2017-04-20,4101.05
2017-04-21,4283.15
2017-04-24,4322.3
2017-04-25,4595.0
2017-04-26,4645.5
2017-04-27,4565.65
2017-04-28,4543.25
2017-05-02,4674.7
2017-05-03,4594.6
2017-05-04,4665.85
2017-05-05,4609.55
2017-05-08,4686.65
2017-05-09,4682.45
2017-05-10,4708.05
2017-05-11,4653.6
2017-05-12,4615.7
2017-05-15,4693.45
2017-05-16,4659.75
2017-05-17,4713.75
2017-05-18,4655.65
2017-05-19,4644.1
2017-05-22,4546.1
2017-05-23,4459.3
2017-05-24,4445.8
2017-05-25,4302.65
2017-05-26,4299.7
2017-05-29,4427.5
2017-05-30,4515.55
2017-05-31,4556.05
2017-06-01,4549.1
2017-06-02,4987.1
2017-06-05,4860.4
2017-06-06,4745.0
2017-06-07,4677.8
2017-06-08,4712.5
2017-06-09,4697.75
2017-06-12,4673.1
2017-06-13,4653.85
2017-06-14,4659.4
2017-06-15,4654.8
2017-06-16,4628.55
2017-06-19,4610.25
2017-06-20,4609.15
2017-06-21,4610.7
2017-06-22,4617.3
2017-06-23,4614.6
2017-06-27,4610.7
2017-06-28,4586.85
2017-06-29,4619.6
2017-06-30,4633.05
2017-07-03,4623.7
2017-07-04,4624.2
2017-07-05,4621.15
2017-07-06,4626.15
