Date,HAVELLS
2017-01-02,341.85
2017-01-03,342.85
2017-01-04,351.15
2017-01-05,359.55
2017-01-06,360.8
2017-01-09,364.7
2017-01-10,367.55
2017-01-11,370.45
2017-01-12,363.95
2017-01-13,371.6
2017-01-16,381.4
2017-01-17,372.85
2017-01-18,379.3
2017-01-19,387.75
2017-01-20,401.2
2017-01-23,410.25
2017-01-24,412.8
2017-01-25,423.85
2017-01-27,423.5
2017-01-30,420.85
2017-01-31,420.05
2017-02-01,427.0
2017-02-02,422.65
2017-02-03,421.2
2017-02-06,435.0
2017-02-07,438.2
2017-02-08,441.7
2017-02-09,439.75
2017-02-10,439.45
2017-02-13,435.15
2017-02-14,427.65
2017-02-15,418.9
2017-02-16,431.3
2017-02-17,426.35
2017-02-20,413.2
2017-02-21,419.25
2017-02-22,412.55
2017-02-23,409.2
2017-02-27,402.65
2017-02-28,406.1
2017-03-01,410.35
2017-03-02,420.9
2017-03-03,422.05
2017-03-06,423.6
2017-03-07,423.35
2017-03-08,423.95
2017-03-09,423.6
2017-03-10,422.05
2017-03-14,423.2
2017-03-15,432.4
2017-03-16,436.1
2017-03-17,442.7
2017-03-20,447.55
2017-03-21,451.85
2017-03-22,450.05
2017-03-23,453.5
2017-03-24,446.4
2017-03-27,449.15
2017-03-28,450.35
2017-03-29,460.85
2017-03-30,471.0
2017-03-31,465.75
2017-04-03,468.8
2017-04-05,468.75
2017-04-06,462.95
2017-04-07,471.35
2017-04-10,472.35
2017-04-11,481.15
2017-04-12,489.25
2017-04-13,486.15
2017-04-17,487.45
2017-04-18,482.75
2017-04-19,485.5
2017-04-20,492.85
2017-04-21,490.6
2017-04-24,484.15
2017-04-25,485.35
2017-04-26,485.0
2017-04-27,477.5
2017-04-28,483.9
2017-05-02,479.0
2017-05-03,475.7
2017-05-04,488.05
2017-05-05,486.75
2017-05-08,490.6
2017-05-09,493.65
2017-05-10,502.15
2017-05-11,513.1
2017-05-12,512.95
2017-05-15,514.0
2017-05-16,518.1
2017-05-17,509.45
2017-05-18,496.5
2017-05-19,485.7
2017-05-22,476.15
2017-05-23,450.1
2017-05-24,440.7
2017-05-25,460.25
2017-05-26,473.3
2017-05-29,459.7
2017-05-30,470.95
2017-05-31,487.4
2017-06-01,485.1
2017-06-02,482.7
2017-06-05,485.8
2017-06-06,499.65
2017-06-07,506.85
2017-06-08,504.5
2017-06-09,506.35
2017-06-12,499.25
2017-06-13,497.1
2017-06-14,492.95
2017-06-15,486.45
2017-06-16,491.25
2017-06-19,481.05
2017-06-20,484.45
2017-06-21,481.1
2017-06-22,472.85
2017-06-23,463.7
2017-06-27,470.1
2017-06-28,462.4
2017-06-29,449.55
2017-06-30,460.0
2017-07-03,464.85
2017-07-04,463.05
2017-07-05,471.9
2017-07-06,476.05
2017-07-07,469.05
2017-07-10,474.5
2017-07-11,478.45
2017-07-12,478.05
2017-07-13,480.95
2017-07-14,476.95
2017-07-17,465.9
2017-07-18,459.2
2017-07-19,466.7
2017-07-20,463.35
2017-07-21,462.0
2017-07-24,460.55
2017-07-25,457.3
2017-07-26,461.4
2017-07-27,461.55
2017-07-28,478.35
2017-07-31,472.8
2017-08-01,467.6
2017-08-02,472.8
2017-08-03,486.15
2017-08-04,492.55
2017-08-07,494.9
2017-08-08,485.15
2017-08-09,497.95
2017-08-10,463.65
2017-08-11,458.65
2017-08-14,476.1
2017-08-16,464.65
2017-08-17,472.85
2017-08-18,478.25
2017-08-21,474.45
2017-08-22,473.05
2017-08-23,475.45
2017-08-24,487.15
2017-08-28,489.35
2017-08-29,481.25
2017-08-30,485.2
2017-08-31,488.35
2017-09-01,486.85
2017-09-04,492.85
2017-09-05,492.9
2017-09-06,493.0
2017-09-07,493.2
2017-09-08,488.3
2017-09-11,496.55
2017-09-12,506.1
2017-09-13,501.45
2017-09-14,504.85
2017-09-15,506.9
2017-09-18,511.45
2017-09-19,510.1
2017-09-20,515.3
2017-09-21,510.1
2017-09-22,495.45
2017-09-25,489.95
2017-09-26,491.35
2017-09-27,476.15
2017-09-28,472.05
2017-09-29,483.15
2017-10-03,495.15
2017-10-04,505.65
2017-10-05,506.4
2017-10-06,510.15
2017-10-09,506.95
2017-10-10,533.25
2017-10-11,527.45
2017-10-12,531.55
2017-10-13,541.1
2017-10-16,544.1
2017-10-17,548.35
2017-10-18,545.15
2017-10-19,547.35
2017-10-23,541.45
2017-10-24,503.4
2017-10-25,493.85
2017-10-26,484.2
2017-10-27,482.4
2017-10-30,489.6
2017-10-31,484.75
2017-11-01,491.75
2017-11-02,496.2
2017-11-03,493.6
2017-11-06,499.6
2017-11-07,502.5
2017-11-08,503.7
2017-11-09,516.7
2017-11-10,501.55
2017-11-13,510.0
2017-11-14,511.75
2017-11-15,505.4
2017-11-16,498.25
2017-11-17,507.8
2017-11-20,510.7
2017-11-21,505.8
2017-11-22,500.0
2017-11-23,505.35
2017-11-24,519.5
2017-11-27,520.7
2017-11-28,518.95
2017-11-29,521.55
2017-11-30,509.3
2017-12-01,508.3
2017-12-04,511.9
2017-12-05,506.35
2017-12-06,510.15
2017-12-07,525.75
2017-12-08,537.1
2017-12-11,538.7
2017-12-12,546.3
2017-12-13,535.15
2017-12-14,542.1
2017-12-15,556.1
2017-12-18,551.25
2017-12-19,553.95
2017-12-20,558.6
2017-12-21,549.05
2017-12-22,550.05
2017-12-26,550.0
2017-12-27,549.5
2017-12-28,550.5
2017-12-29,562.45
