Date,PLASTIBLEN
2017-01-02,444.7
2017-01-03,463.15
2017-01-04,456.0
2017-01-05,471.7
2017-01-06,475.0
2017-01-09,468.05
2017-01-10,468.7
2017-01-11,484.0
2017-01-12,482.5
2017-01-13,497.25
2017-01-16,498.05
2017-01-17,498.2
2017-01-18,501.45
2017-01-19,495.1
2017-01-20,485.1
2017-01-23,488.4
2017-01-24,486.6
2017-01-25,483.0
2017-01-27,478.75
2017-01-30,471.8
2017-01-31,470.1
2017-02-01,482.95
2017-02-02,473.45
2017-02-03,481.65
2017-02-06,488.85
2017-02-07,483.65
2017-02-08,495.7
2017-02-09,484.85
2017-02-10,471.6
2017-02-13,467.95
2017-02-14,470.45
2017-02-15,464.15
2017-02-16,471.95
2017-02-17,473.65
2017-02-20,476.8
2017-02-21,473.4
2017-02-22,478.35
2017-02-23,484.45
2017-02-27,472.3
2017-02-28,480.0
2017-03-01,469.85
2017-03-02,471.4
2017-03-03,465.35
2017-03-06,467.1
2017-03-07,467.25
2017-03-08,467.25
2017-03-09,467.75
2017-03-10,472.7
2017-03-14,464.55
2017-03-15,473.25
2017-03-16,469.4
2017-03-17,467.95
2017-03-20,468.1
2017-03-21,468.8
2017-03-22,464.65
2017-03-23,469.25
2017-03-24,460.85
2017-03-27,467.55
2017-03-28,463.4
2017-03-29,466.95
2017-03-30,461.25
2017-03-31,466.0
2017-04-03,471.95
2017-04-05,475.2
2017-04-06,477.9
2017-04-07,478.4
2017-04-10,473.4
2017-04-11,473.45
2017-04-12,471.75
2017-04-13,469.75
2017-04-17,468.7
2017-04-18,466.45
2017-04-19,466.65
2017-04-20,466.8
2017-04-21,465.05
2017-04-24,501.85
2017-04-25,488.55
2017-04-26,482.65
2017-04-27,477.75
2017-04-28,477.5
2017-05-02,496.5
2017-05-03,502.55
2017-05-04,512.85
2017-05-05,502.1
2017-05-08,503.95
2017-05-09,507.2
2017-05-10,517.0
2017-05-11,502.4
2017-05-12,529.55
2017-05-15,508.85
2017-05-16,499.7
2017-05-17,503.3
2017-05-18,490.1
2017-05-19,492.3
2017-05-22,492.9
2017-05-23,487.2
2017-05-24,473.95
2017-05-25,478.55
2017-05-26,497.45
2017-05-29,482.7
2017-05-30,489.8
2017-05-31,492.2
2017-06-01,510.45
2017-06-02,508.0
2017-06-05,505.85
2017-06-06,499.5
2017-06-07,505.15
2017-06-08,508.55
2017-06-09,507.15
2017-06-12,503.8
2017-06-13,505.25
2017-06-14,510.4
2017-06-15,522.15
2017-06-16,528.5
2017-06-19,534.55
2017-06-20,529.5
2017-06-21,564.95
2017-06-22,595.5
2017-06-23,593.7
2017-06-27,588.4
2017-06-28,617.15
2017-06-29,596.85
2017-06-30,602.6
2017-07-03,300.8
2017-07-04,296.7
2017-07-05,294.35
2017-07-06,313.95
2017-07-07,312.15
2017-07-10,316.9
2017-07-11,307.35
2017-07-12,305.95
2017-07-13,305.4
2017-07-14,300.4
2017-07-17,296.5
2017-07-18,300.05
2017-07-19,302.55
2017-07-20,296.85
2017-07-21,292.6
2017-07-24,287.3
2017-07-25,284.55
2017-07-26,283.65
2017-07-27,275.5
2017-07-28,273.05
2017-07-31,270.4
2017-08-01,265.7
2017-08-02,261.5
2017-08-03,263.1
2017-08-04,265.55
2017-08-07,263.15
2017-08-08,259.0
2017-08-09,259.8
2017-08-10,252.15
2017-08-11,253.65
2017-08-14,252.4
2017-08-16,254.3
2017-08-17,261.1
2017-08-18,261.0
2017-08-21,256.8
2017-08-22,260.8
2017-08-23,256.4
2017-08-24,258.25
2017-08-28,262.55
2017-08-29,257.55
2017-08-30,277.35
2017-08-31,277.05
2017-09-01,272.95
2017-09-04,266.7
2017-09-05,270.3
2017-09-06,266.7
2017-09-07,266.3
2017-09-08,254.0
2017-09-11,260.3
2017-09-12,255.5
2017-09-13,257.0
2017-09-14,257.15
2017-09-15,257.3
2017-09-18,244.9
2017-09-19,233.4
2017-09-20,243.2
2017-09-21,246.1
2017-09-22,236.7
2017-09-25,235.8
2017-09-26,236.05
2017-09-27,232.6
2017-09-28,229.2
2017-09-29,228.1
2017-10-03,230.0
2017-10-04,231.0
2017-10-05,227.45
2017-10-06,229.1
2017-10-09,227.95
2017-10-10,230.4
2017-10-11,227.55
2017-10-12,229.95
2017-10-13,228.35
2017-10-16,228.9
2017-10-17,228.95
2017-10-18,229.4
2017-10-19,227.95
2017-10-23,226.85
2017-10-24,226.35
2017-10-25,224.8
2017-10-26,225.35
2017-10-27,225.35
2017-10-30,224.55
2017-10-31,243.7
2017-11-01,242.8
2017-11-02,245.7
2017-11-03,242.9
2017-11-06,243.05
2017-11-07,236.75
2017-11-08,237.85
2017-11-09,232.0
2017-11-10,235.35
2017-11-13,231.05
2017-11-14,230.25
2017-11-15,228.1
2017-11-16,225.65
2017-11-17,235.7
2017-11-20,233.95
2017-11-21,236.9
2017-11-22,236.75
2017-11-23,235.85
2017-11-24,238.2
2017-11-27,253.55
2017-11-28,245.85
2017-11-29,242.55
2017-11-30,248.25
2017-12-01,250.4
2017-12-04,246.75
2017-12-05,240.4
2017-12-06,221.85
2017-12-07,227.65
2017-12-08,227.7
2017-12-11,227.1
2017-12-12,223.15
2017-12-13,224.4
2017-12-14,220.65
2017-12-15,223.35
2017-12-18,230.2
2017-12-19,238.1
2017-12-20,245.9
2017-12-21,245.55
2017-12-22,244.85
2017-12-26,243.9
2017-12-27,245.1
2017-12-28,242.6
2017-12-29,242.45
