Date,IGPL
2017-01-02,230.3
2017-01-03,237.0
2017-01-04,243.5
2017-01-05,241.85
2017-01-06,238.4
2017-01-09,247.05
2017-01-10,243.85
2017-01-11,242.55
2017-01-12,242.45
2017-01-13,241.7
2017-01-16,236.7
2017-01-17,239.55
2017-01-18,238.7
2017-01-19,232.65
2017-01-20,225.8
2017-01-23,232.75
2017-01-24,244.05
2017-01-25,239.2
2017-01-27,242.7
2017-01-30,242.15
2017-01-31,240.4
2017-02-01,250.3
2017-02-02,254.8
2017-02-03,267.5
2017-02-06,280.85
2017-02-07,305.1
2017-02-08,299.6
2017-02-09,314.05
2017-02-10,311.0
2017-02-13,308.0
2017-02-14,308.6
2017-02-15,296.8
2017-02-16,300.4
2017-02-17,315.1
2017-02-20,319.25
2017-02-21,321.1
2017-02-22,316.7
2017-02-23,319.4
2017-02-27,320.0
2017-02-28,322.55
2017-03-01,338.2
2017-03-02,344.7
2017-03-03,338.5
2017-03-06,333.35
2017-03-07,344.95
2017-03-08,351.35
2017-03-09,346.5
2017-03-10,347.1
2017-03-14,353.4
2017-03-15,363.9
2017-03-16,367.55
2017-03-17,367.5
2017-03-20,356.4
2017-03-21,347.7
2017-03-22,343.55
2017-03-23,357.2
2017-03-24,352.5
2017-03-27,349.05
2017-03-28,357.25
2017-03-29,357.25
2017-03-30,372.8
2017-03-31,377.25
2017-04-03,379.6
2017-04-05,370.75
2017-04-06,372.95
2017-04-07,359.85
2017-04-10,367.35
2017-04-11,372.25
2017-04-12,367.25
2017-04-13,367.1
2017-04-17,364.0
2017-04-18,361.85
2017-04-19,363.65
2017-04-20,365.0
2017-04-21,374.15
2017-04-24,382.0
2017-04-25,386.55
2017-04-26,385.7
2017-04-27,394.7
2017-04-28,403.9
2017-05-02,407.3
2017-05-03,406.2
2017-05-04,418.1
2017-05-05,402.3
2017-05-08,419.7
2017-05-09,419.4
2017-05-10,415.8
2017-05-11,410.65
2017-05-12,405.2
2017-05-15,409.8
2017-05-16,403.8
2017-05-17,405.55
2017-05-18,387.5
2017-05-19,389.35
2017-05-22,383.4
2017-05-23,385.85
2017-05-24,387.35
2017-05-25,390.8
2017-05-26,389.75
2017-05-29,389.55
2017-05-30,394.65
2017-05-31,394.65
2017-06-01,401.5
2017-06-02,399.9
2017-06-05,400.6
2017-06-06,396.95
2017-06-07,395.55
2017-06-08,399.2
2017-06-09,410.3
2017-06-12,410.25
2017-06-13,405.15
2017-06-14,408.85
2017-06-15,409.6
2017-06-16,405.4
2017-06-19,398.4
2017-06-20,393.95
2017-06-21,392.4
2017-06-22,402.1
2017-06-23,399.4
2017-06-27,396.65
2017-06-28,391.55
2017-06-29,395.55
2017-06-30,393.5
2017-07-03,408.7
2017-07-04,403.5
2017-07-05,435.15
2017-07-06,456.0
2017-07-07,465.1
2017-07-10,462.95
2017-07-11,452.65
2017-07-12,460.1
2017-07-13,456.3
2017-07-14,445.85
2017-07-17,467.2
2017-07-18,459.9
2017-07-19,465.45
2017-07-20,475.75
2017-07-21,485.3
2017-07-24,483.6
2017-07-25,461.15
2017-07-26,456.15
2017-07-27,450.0
2017-07-28,441.8
2017-07-31,468.2
2017-08-01,457.55
2017-08-02,451.55
2017-08-03,455.45
2017-08-04,449.85
2017-08-07,447.95
2017-08-08,432.65
2017-08-09,460.25
2017-08-10,433.05
2017-08-11,430.65
2017-08-14,448.3
2017-08-16,448.0
2017-08-17,445.05
2017-08-18,441.3
2017-08-21,441.0
2017-08-22,440.6
2017-08-23,449.9
2017-08-24,446.45
2017-08-28,440.75
2017-08-29,433.75
2017-08-30,441.5
2017-08-31,443.3
2017-09-01,494.75
2017-09-04,507.8
2017-09-05,513.9
2017-09-06,526.1
2017-09-07,522.85
2017-09-08,513.4
2017-09-11,515.65
2017-09-12,520.4
2017-09-13,512.45
2017-09-14,523.25
2017-09-15,566.4
2017-09-18,670.85
2017-09-19,652.85
2017-09-20,683.2
2017-09-21,649.45
2017-09-22,602.3
2017-09-25,611.45
2017-09-26,613.0
2017-09-27,590.55
2017-09-28,620.6
2017-09-29,624.75
2017-10-03,613.8
2017-10-04,703.0
2017-10-05,693.2
2017-10-06,699.15
2017-10-09,732.9
2017-10-10,725.05
2017-10-11,715.75
2017-10-12,748.7
2017-10-13,756.3
2017-10-16,765.9
2017-10-17,757.25
2017-10-18,750.95
2017-10-19,738.4
2017-10-23,739.85
2017-10-24,736.2
2017-10-25,718.95
2017-10-26,712.05
2017-10-27,744.45
2017-10-30,735.0
2017-10-31,727.95
2017-11-01,718.9
2017-11-02,715.6
2017-11-03,718.2
2017-11-06,782.1
2017-11-07,757.0
2017-11-08,764.45
2017-11-09,751.4
2017-11-10,748.65
2017-11-13,738.9
2017-11-14,736.15
2017-11-15,693.15
2017-11-16,705.4
2017-11-17,717.95
2017-11-20,748.9
2017-11-21,744.9
2017-11-22,742.15
2017-11-23,727.95
2017-11-24,725.35
2017-11-27,719.5
2017-11-28,711.7
2017-11-29,712.8
2017-11-30,709.1
2017-12-01,698.95
2017-12-04,735.9
2017-12-05,707.55
2017-12-06,698.6
2017-12-07,706.5
2017-12-08,765.4
2017-12-11,762.2
2017-12-12,739.7
2017-12-13,718.6
2017-12-14,721.75
2017-12-15,729.55
2017-12-18,723.6
2017-12-19,739.65
2017-12-20,732.3
2017-12-21,738.5
2017-12-22,751.15
2017-12-26,776.1
2017-12-27,763.65
2017-12-28,757.75
2017-12-29,743.45
