Date,GMDCLTD
2017-01-02,93.05
2017-01-03,94.6
2017-01-04,95.15
2017-01-05,100.85
2017-01-06,98.95
2017-01-09,98.75
2017-01-10,101.5
2017-01-11,106.4
2017-01-12,108.35
2017-01-13,112.55
2017-01-16,112.45
2017-01-17,113.65
2017-01-18,113.65
2017-01-19,115.95
2017-01-20,112.35
2017-01-23,116.15
2017-01-24,117.35
2017-01-25,117.35
2017-01-27,118.95
2017-01-30,120.4
2017-01-31,116.8
2017-02-01,120.7
2017-02-02,119.95
2017-02-03,118.4
2017-02-06,120.2
2017-02-07,120.1
2017-02-08,114.0
2017-02-09,118.85
2017-02-10,116.0
2017-02-13,115.45
2017-02-14,114.1
2017-02-15,110.3
2017-02-16,114.25
2017-02-17,116.0
2017-02-20,118.55
2017-02-21,117.1
2017-02-22,115.95
2017-02-23,116.5
2017-02-27,118.05
2017-02-28,119.5
2017-03-01,118.75
2017-03-02,116.25
2017-03-03,114.85
2017-03-06,114.65
2017-03-07,114.95
2017-03-08,113.6
2017-03-09,113.1
2017-03-10,112.85
2017-03-14,113.65
2017-03-15,113.45
2017-03-16,114.55
2017-03-17,116.25
2017-03-20,115.35
2017-03-21,113.45
2017-03-22,117.15
2017-03-23,121.95
2017-03-24,123.05
2017-03-27,123.15
2017-03-28,124.15
2017-03-29,125.0
2017-03-30,124.55
2017-03-31,122.35
2017-04-03,123.95
2017-04-05,128.1
2017-04-06,126.5
2017-04-07,124.4
2017-04-10,125.5
2017-04-11,125.05
2017-04-12,122.5
2017-04-13,122.7
2017-04-17,121.9
2017-04-18,122.65
2017-04-19,122.45
2017-04-20,122.6
2017-04-21,121.5
2017-04-24,126.15
2017-04-25,127.65
2017-04-26,123.1
2017-04-27,122.1
2017-04-28,124.9
2017-05-02,124.55
2017-05-03,123.8
2017-05-04,124.15
2017-05-05,121.8
2017-05-08,125.35
2017-05-09,125.35
2017-05-10,132.65
2017-05-11,130.45
2017-05-12,133.15
2017-05-15,133.85
2017-05-16,132.75
2017-05-17,130.1
2017-05-18,126.6
2017-05-19,136.05
2017-05-22,134.45
2017-05-23,133.2
2017-05-24,133.35
2017-05-25,134.4
2017-05-26,135.05
2017-05-29,131.95
2017-05-30,131.3
2017-05-31,132.35
2017-06-01,134.35
2017-06-02,133.65
2017-06-05,132.2
2017-06-06,133.05
2017-06-07,136.0
2017-06-08,142.1
2017-06-09,142.8
2017-06-12,146.7
2017-06-13,149.9
2017-06-14,148.95
2017-06-15,146.35
2017-06-16,156.1
2017-06-19,155.4
2017-06-20,151.6
2017-06-21,146.5
2017-06-22,143.9
2017-06-23,143.95
2017-06-27,137.4
2017-06-28,145.45
2017-06-29,145.55
2017-06-30,147.0
2017-07-03,147.05
2017-07-04,149.95
2017-07-05,149.4
2017-07-06,147.8
2017-07-07,148.8
2017-07-10,147.35
2017-07-11,145.55
2017-07-12,151.4
2017-07-13,149.7
2017-07-14,146.9
2017-07-17,145.9
2017-07-18,142.1
2017-07-19,145.85
2017-07-20,148.35
2017-07-21,145.2
2017-07-24,143.5
2017-07-25,144.65
2017-07-26,144.4
2017-07-27,143.7
2017-07-28,142.65
2017-07-31,142.3
2017-08-01,143.3
2017-08-02,140.9
2017-08-03,139.3
2017-08-04,137.5
2017-08-07,139.85
2017-08-08,138.95
2017-08-09,138.75
2017-08-10,133.7
2017-08-11,132.55
2017-08-14,137.45
2017-08-16,140.3
2017-08-17,141.15
2017-08-18,138.2
2017-08-21,135.9
2017-08-22,136.95
2017-08-23,138.7
2017-08-24,139.95
2017-08-28,139.9
2017-08-29,137.95
2017-08-30,140.3
2017-08-31,141.9
2017-09-01,145.45
2017-09-04,143.85
2017-09-05,147.25
2017-09-06,148.2
2017-09-07,149.0
2017-09-08,148.55
2017-09-11,149.1
2017-09-12,149.55
2017-09-13,149.05
2017-09-14,148.5
2017-09-15,148.05
2017-09-18,149.1
2017-09-19,149.3
2017-09-20,146.2
2017-09-21,144.5
2017-09-22,142.05
2017-09-25,137.7
2017-09-26,136.15
2017-09-27,134.7
2017-09-28,136.35
2017-09-29,138.5
2017-10-03,141.05
2017-10-04,144.5
2017-10-05,149.45
2017-10-06,150.25
2017-10-09,149.85
2017-10-10,150.65
2017-10-11,146.15
2017-10-12,144.75
2017-10-13,148.7
2017-10-16,145.7
2017-10-17,146.9
2017-10-18,155.6
2017-10-19,155.45
2017-10-23,174.2
2017-10-24,169.9
2017-10-25,171.25
2017-10-26,174.1
2017-10-27,172.35
2017-10-30,173.6
2017-10-31,175.05
2017-11-01,175.15
2017-11-02,174.7
2017-11-03,173.0
2017-11-06,169.7
2017-11-07,164.95
2017-11-08,164.05
2017-11-09,164.55
2017-11-10,165.05
2017-11-13,163.55
2017-11-14,160.75
2017-11-15,155.7
2017-11-16,157.5
2017-11-17,158.3
2017-11-20,169.55
2017-11-21,168.55
2017-11-22,170.0
2017-11-23,167.35
2017-11-24,166.3
2017-11-27,162.75
2017-11-28,168.1
2017-11-29,163.5
2017-11-30,166.6
2017-12-01,162.2
2017-12-04,163.65
2017-12-05,161.0
2017-12-06,158.6
2017-12-07,160.35
2017-12-08,160.55
2017-12-11,161.05
2017-12-12,157.0
2017-12-13,157.2
2017-12-14,155.8
2017-12-15,161.15
2017-12-18,159.0
2017-12-19,161.2
2017-12-20,158.3
2017-12-21,159.65
2017-12-22,158.25
2017-12-26,158.6
2017-12-27,161.5
2017-12-28,164.95
2017-12-29,167.15
