Date,INDOTHAI
2017-01-02,20.3
2017-01-03,20.95
2017-01-04,19.8
2017-01-05,20.4
2017-01-06,20.05
2017-01-09,19.9
2017-01-10,20.95
2017-01-11,20.75
2017-01-12,20.1
2017-01-13,21.3
2017-01-16,21.0
2017-01-17,20.9
2017-01-18,25.05
2017-01-19,27.1
2017-01-20,25.2
2017-01-23,23.35
2017-01-24,23.1
2017-01-25,22.55
2017-01-27,22.3
2017-01-30,22.45
2017-01-31,21.8
2017-02-01,21.7
2017-02-02,22.15
2017-02-03,22.05
2017-02-06,22.6
2017-02-07,22.5
2017-02-08,22.3
2017-02-09,22.85
2017-02-10,22.6
2017-02-13,22.05
2017-02-14,21.7
2017-02-15,21.6
2017-02-16,21.15
2017-02-17,22.15
2017-02-20,22.75
2017-02-21,22.8
2017-02-22,23.1
2017-02-23,22.4
2017-02-27,22.45
2017-02-28,21.95
2017-03-01,22.0
2017-03-02,21.65
2017-03-03,21.5
2017-03-06,21.6
2017-03-07,21.6
2017-03-08,21.65
2017-03-09,21.95
2017-03-10,21.1
2017-03-14,21.5
2017-03-15,21.65
2017-03-16,22.0
2017-03-17,21.35
2017-03-20,21.45
2017-03-21,21.45
2017-03-22,21.15
2017-03-23,21.0
2017-03-24,21.1
2017-03-27,21.15
2017-03-28,21.35
2017-03-29,20.7
2017-03-30,21.2
2017-03-31,21.95
2017-04-03,21.8
2017-04-05,23.0
2017-04-06,22.5
2017-04-07,22.55
2017-04-10,23.0
2017-04-11,22.65
2017-04-12,22.5
2017-04-13,22.35
2017-04-17,23.4
2017-04-18,22.4
2017-04-19,21.5
2017-04-20,23.0
2017-04-21,23.2
2017-04-24,23.0
2017-04-25,23.75
2017-04-26,23.1
2017-04-27,23.25
2017-04-28,23.6
2017-05-02,24.2
2017-05-03,23.25
2017-05-04,23.2
2017-05-05,23.2
2017-05-08,27.8
2017-05-09,33.35
2017-05-10,36.65
2017-05-11,39.0
2017-05-12,37.6
2017-05-15,37.4
2017-05-16,36.15
2017-05-17,34.9
2017-05-18,33.95
2017-05-19,33.7
2017-05-22,33.35
2017-05-23,30.9
2017-05-24,33.95
2017-05-25,36.4
2017-05-26,37.1
2017-05-29,36.05
2017-05-30,34.1
2017-05-31,33.8
2017-06-01,33.65
2017-06-02,34.3
2017-06-05,33.7
2017-06-06,32.85
2017-06-07,34.5
2017-06-08,34.5
2017-06-09,34.05
2017-06-12,33.65
2017-06-13,34.2
2017-06-14,33.65
2017-06-15,34.0
2017-06-16,33.75
2017-06-19,33.35
2017-06-20,33.1
2017-06-21,33.75
2017-06-22,32.9
2017-06-23,32.5
2017-06-27,32.5
2017-06-28,31.5
2017-06-29,32.7
2017-06-30,33.15
2017-07-03,32.85
2017-07-04,32.45
2017-07-05,33.3
2017-07-06,34.0
2017-07-07,40.8
2017-07-10,48.95
2017-07-11,45.25
2017-07-12,44.05
2017-07-13,43.0
2017-07-14,39.65
2017-07-17,43.6
2017-07-18,46.6
2017-07-19,44.85
2017-07-20,44.25
2017-07-21,43.25
2017-07-24,42.9
2017-07-25,42.75
2017-07-26,42.55
2017-07-27,41.35
2017-07-28,40.35
2017-07-31,40.05
2017-08-01,39.85
2017-08-02,38.7
2017-08-03,42.05
2017-08-04,37.85
2017-08-07,37.15
2017-08-08,34.95
2017-08-09,34.05
2017-08-10,31.55
2017-08-11,29.8
2017-08-14,31.55
2017-08-16,32.65
2017-08-17,33.55
2017-08-18,32.45
2017-08-21,31.6
2017-08-22,30.8
2017-08-23,31.3
2017-08-24,32.35
2017-08-28,38.8
2017-08-29,41.75
2017-08-30,42.8
2017-08-31,41.3
2017-09-01,43.75
2017-09-04,52.45
2017-09-05,57.65
2017-09-06,59.55
2017-09-07,56.95
2017-09-08,54.2
2017-09-11,51.85
2017-09-12,57.0
2017-09-13,56.6
2017-09-14,54.75
2017-09-15,54.85
2017-09-18,55.15
2017-09-19,53.7
2017-09-20,51.6
2017-09-21,51.55
2017-09-22,50.6
2017-09-25,46.85
2017-09-26,49.45
2017-09-27,47.75
2017-09-28,46.7
2017-09-29,46.65
2017-10-03,46.7
2017-10-04,46.95
2017-10-05,51.6
2017-10-06,51.8
2017-10-09,56.65
2017-10-10,59.9
2017-10-11,55.1
2017-10-12,55.7
2017-10-13,54.6
2017-10-16,53.5
2017-10-17,55.3
2017-10-18,54.85
2017-10-19,54.5
2017-10-23,55.35
2017-10-24,55.5
2017-10-25,54.6
2017-10-26,53.7
2017-10-27,53.7
2017-10-30,54.0
2017-10-31,58.4
2017-11-01,56.95
2017-11-02,58.95
2017-11-03,58.2
2017-11-06,58.15
2017-11-07,66.2
2017-11-08,62.1
2017-11-09,58.35
2017-11-10,57.25
2017-11-13,58.2
2017-11-14,57.05
2017-11-15,55.1
2017-11-16,56.15
2017-11-17,55.25
2017-11-20,55.1
2017-11-21,55.9
2017-11-22,55.75
2017-11-23,57.0
2017-11-24,56.4
2017-11-27,56.0
2017-11-28,57.4
2017-11-29,60.2
2017-11-30,57.2
2017-12-01,57.65
2017-12-04,58.85
2017-12-05,58.4
2017-12-06,57.6
2017-12-07,59.75
2017-12-08,64.4
2017-12-11,62.4
2017-12-12,61.7
2017-12-13,62.8
2017-12-14,62.75
2017-12-15,63.3
2017-12-18,62.65
2017-12-19,63.4
2017-12-20,63.9
2017-12-21,66.3
2017-12-22,67.6
2017-12-26,77.5
2017-12-27,75.7
2017-12-28,80.0
2017-12-29,79.2
