Date,IIFL
2017-01-02,262.85
2017-01-03,262.35
2017-01-04,256.25
2017-01-05,262.05
2017-01-06,255.95
2017-01-09,257.15
2017-01-10,256.65
2017-01-11,260.4
2017-01-12,262.05
2017-01-13,259.3
2017-01-16,262.95
2017-01-17,262.9
2017-01-18,270.2
2017-01-19,280.35
2017-01-20,271.45
2017-01-23,274.95
2017-01-24,286.4
2017-01-25,284.85
2017-01-27,302.25
2017-01-30,295.85
2017-01-31,295.5
2017-02-01,314.0
2017-02-02,313.6
2017-02-03,317.65
2017-02-06,321.4
2017-02-07,321.65
2017-02-08,320.1
2017-02-09,331.55
2017-02-10,329.25
2017-02-13,341.8
2017-02-14,342.6
2017-02-15,339.15
2017-02-16,363.7
2017-02-17,373.0
2017-02-20,372.15
2017-02-21,374.15
2017-02-22,374.05
2017-02-23,371.1
2017-02-27,370.8
2017-02-28,372.95
2017-03-01,374.65
2017-03-02,365.55
2017-03-03,364.7
2017-03-06,364.1
2017-03-07,366.4
2017-03-08,369.55
2017-03-09,365.45
2017-03-10,388.05
2017-03-14,404.05
2017-03-15,394.6
2017-03-16,390.2
2017-03-17,394.15
2017-03-20,393.55
2017-03-21,387.8
2017-03-22,375.25
2017-03-23,382.1
2017-03-24,380.6
2017-03-27,377.55
2017-03-28,377.45
2017-03-29,380.4
2017-03-30,395.65
2017-03-31,400.2
2017-04-03,400.55
2017-04-05,430.75
2017-04-06,441.25
2017-04-07,456.3
2017-04-10,466.1
2017-04-11,467.85
2017-04-12,461.35
2017-04-13,441.55
2017-04-17,450.75
2017-04-18,447.15
2017-04-19,457.75
2017-04-20,464.6
2017-04-21,464.85
2017-04-24,459.05
2017-04-25,488.15
2017-04-26,499.8
2017-04-27,492.65
2017-04-28,479.75
2017-05-02,474.85
2017-05-03,484.45
2017-05-04,492.75
2017-05-05,494.3
2017-05-08,493.95
2017-05-09,494.05
2017-05-10,514.1
2017-05-11,500.6
2017-05-12,493.3
2017-05-15,494.75
2017-05-16,488.8
2017-05-17,476.8
2017-05-18,476.55
2017-05-19,465.85
2017-05-22,469.65
2017-05-23,472.3
2017-05-24,469.3
2017-05-25,481.9
2017-05-26,495.1
2017-05-29,490.25
2017-05-30,493.7
2017-05-31,499.95
2017-06-01,513.45
2017-06-02,527.65
2017-06-05,547.2
2017-06-06,551.5
2017-06-07,606.65
2017-06-08,595.25
2017-06-09,602.2
2017-06-12,594.2
2017-06-13,603.25
2017-06-14,618.35
2017-06-15,619.8
2017-06-16,601.1
2017-06-19,608.75
2017-06-20,597.65
2017-06-21,607.2
2017-06-22,611.2
2017-06-23,587.05
2017-06-27,576.95
2017-06-28,557.2
2017-06-29,603.15
2017-06-30,608.15
2017-07-03,604.85
2017-07-04,592.2
2017-07-05,596.65
2017-07-06,597.5
2017-07-07,600.55
2017-07-10,599.3
2017-07-11,599.2
2017-07-12,600.3
2017-07-13,597.3
2017-07-14,598.1
2017-07-17,593.35
2017-07-18,589.15
2017-07-19,589.9
2017-07-20,590.25
2017-07-21,588.25
2017-07-24,594.75
2017-07-25,589.05
2017-07-26,603.0
2017-07-27,599.25
2017-07-28,600.0
2017-07-31,598.2
2017-08-01,597.2
2017-08-02,596.0
2017-08-03,589.15
2017-08-04,593.8
2017-08-07,595.1
2017-08-08,594.25
2017-08-09,595.85
2017-08-10,567.45
2017-08-11,563.8
2017-08-14,585.55
2017-08-16,590.05
2017-08-17,596.45
2017-08-18,584.95
2017-08-21,577.2
2017-08-22,583.45
2017-08-23,594.1
2017-08-24,597.85
2017-08-28,609.85
2017-08-29,614.2
2017-08-30,620.55
2017-08-31,620.8
2017-09-01,616.05
2017-09-04,617.5
2017-09-05,612.15
2017-09-06,605.95
2017-09-07,622.05
2017-09-08,643.0
2017-09-11,681.05
2017-09-12,702.25
2017-09-13,693.75
2017-09-14,713.05
2017-09-15,713.5
2017-09-18,716.05
2017-09-19,703.75
2017-09-20,689.9
2017-09-21,673.2
2017-09-22,640.2
2017-09-25,630.35
2017-09-26,632.3
2017-09-27,606.1
2017-09-28,599.15
2017-09-29,607.75
2017-10-03,608.6
2017-10-04,610.9
2017-10-05,625.1
2017-10-06,635.6
2017-10-09,629.4
2017-10-10,635.4
2017-10-11,624.25
2017-10-12,626.5
2017-10-13,600.7
2017-10-16,615.45
2017-11-01,619.8
2017-11-02,617.45
2017-11-03,615.75
2017-11-06,607.3
2017-11-07,602.9
2017-11-08,599.75
2017-11-09,602.0
2017-11-10,617.25
2017-11-13,593.25
2017-11-14,594.4
2017-11-15,583.2
2017-11-16,602.3
2017-11-17,604.45
2017-11-20,609.85
2017-11-21,605.6
2017-11-22,607.1
2017-11-23,607.65
2017-11-24,605.3
2017-11-27,605.65
2017-11-28,594.3
2017-11-29,595.7
2017-11-30,610.1
2017-12-01,603.7
2017-12-04,597.45
2017-12-05,584.9
2017-12-06,574.85
2017-12-07,580.05
2017-12-08,591.2
2017-12-11,598.7
2017-12-12,603.75
2017-12-13,603.4
2017-12-14,598.75
2017-12-15,606.0
2017-12-18,608.35
2017-12-19,598.2
2017-12-20,623.05
2017-12-21,629.4
2017-12-22,634.75
2017-12-26,635.35
2017-12-27,632.5
2017-12-28,650.75
2017-12-29,667.55
