Date,RUBYMILLS
2017-01-02,359.6
2017-01-03,356.8
2017-01-04,358.0
2017-01-05,356.7
2017-01-06,344.65
2017-01-09,354.65
2017-01-10,370.6
2017-01-11,370.25
2017-01-12,359.75
2017-01-13,354.55
2017-01-16,359.5
2017-01-17,357.3
2017-01-18,354.45
2017-01-19,355.1
2017-01-20,349.45
2017-01-23,349.0
2017-01-24,349.4
2017-01-25,349.6
2017-01-27,346.5
2017-01-30,349.45
2017-01-31,341.6
2017-02-01,347.2
2017-02-02,342.2
2017-02-03,345.3
2017-02-06,350.4
2017-02-07,357.75
2017-02-08,358.25
2017-02-09,353.1
2017-02-10,345.75
2017-02-13,357.4
2017-02-14,354.1
2017-02-15,350.05
2017-02-16,354.3
2017-02-17,347.95
2017-02-20,345.4
2017-02-21,342.8
2017-02-22,343.6
2017-02-23,343.4
2017-02-27,358.0
2017-02-28,350.8
2017-03-01,352.3
2017-03-02,353.2
2017-03-03,349.45
2017-03-06,347.05
2017-03-07,342.4
2017-03-08,342.45
2017-03-09,342.3
2017-03-10,343.8
2017-03-14,340.55
2017-03-15,343.4
2017-03-16,341.15
2017-03-17,351.95
2017-03-20,347.8
2017-03-21,342.25
2017-03-22,343.6
2017-03-23,345.05
2017-03-24,340.3
2017-03-27,335.0
2017-03-28,323.2
2017-03-29,337.05
2017-03-30,322.8
2017-03-31,326.25
2017-04-03,329.35
2017-04-05,347.65
2017-04-06,345.7
2017-04-07,353.1
2017-04-10,356.1
2017-04-11,354.35
2017-04-12,350.1
2017-04-13,353.3
2017-04-17,362.7
2017-04-18,396.3
2017-04-19,425.65
2017-04-20,442.2
2017-04-21,444.05
2017-04-24,440.25
2017-04-25,427.7
2017-04-26,415.0
2017-04-27,412.65
2017-04-28,412.75
2017-05-02,416.8
2017-05-03,418.4
2017-05-04,412.25
2017-05-05,403.75
2017-05-08,395.95
2017-05-09,396.65
2017-05-10,401.5
2017-05-11,406.05
2017-05-12,407.7
2017-05-15,406.45
2017-05-16,422.75
2017-05-17,411.7
2017-05-18,402.05
2017-05-19,400.95
2017-05-22,392.85
2017-05-23,377.35
2017-05-24,366.85
2017-05-25,380.65
2017-05-26,383.15
2017-05-29,373.65
2017-05-30,375.3
2017-05-31,375.55
2017-06-01,380.2
2017-06-02,380.7
2017-06-05,376.8
2017-06-06,376.6
2017-06-07,370.65
2017-06-08,371.3
2017-06-09,375.55
2017-06-12,362.65
2017-06-13,360.7
2017-06-14,360.4
2017-06-15,360.05
2017-06-16,364.95
2017-06-19,368.6
2017-06-20,363.85
2017-06-21,362.75
2017-06-22,365.95
2017-06-23,362.25
2017-06-27,344.9
2017-06-28,350.45
2017-06-29,355.6
2017-06-30,352.65
2017-07-03,351.6
2017-07-04,353.75
2017-07-05,350.0
2017-07-06,343.25
2017-07-07,349.05
2017-07-10,348.8
2017-07-11,348.55
2017-07-12,374.75
2017-07-13,416.1
2017-07-14,392.75
2017-07-17,403.6
2017-07-18,400.35
2017-07-19,399.2
2017-07-20,390.85
2017-07-21,390.55
2017-07-24,391.1
2017-07-25,387.65
2017-07-26,385.7
2017-07-27,382.25
2017-07-28,376.5
2017-07-31,369.3
2017-08-01,380.3
2017-08-02,380.7
2017-08-03,371.25
2017-08-04,348.35
2017-08-07,345.55
2017-08-08,326.55
2017-08-09,310.3
2017-08-10,301.95
2017-08-11,305.15
2017-08-14,306.85
2017-08-16,314.4
2017-08-17,317.75
2017-08-18,312.95
2017-08-21,309.45
2017-08-22,305.2
2017-08-23,307.95
2017-08-24,315.15
2017-08-28,313.8
2017-08-29,311.05
2017-08-30,318.2
2017-08-31,313.9
2017-09-01,337.15
2017-09-04,328.85
2017-09-05,330.65
2017-09-06,333.9
2017-09-07,351.05
2017-09-08,343.85
2017-09-11,340.65
2017-09-12,336.55
2017-09-13,333.25
2017-09-14,329.0
2017-09-15,329.55
2017-09-18,328.7
2017-09-19,325.75
2017-09-20,325.55
2017-09-21,314.15
2017-09-22,302.85
2017-09-25,302.05
2017-09-26,309.25
2017-09-27,300.1
2017-09-28,304.2
2017-09-29,306.25
2017-10-03,301.85
2017-10-04,301.55
2017-10-05,306.45
2017-10-06,315.3
2017-10-09,332.25
2017-10-10,329.25
2017-10-11,335.05
2017-10-12,342.6
2017-10-13,348.65
2017-10-16,349.9
2017-10-17,356.15
2017-10-18,345.85
2017-10-19,340.9
2017-10-23,342.75
2017-10-24,337.1
2017-10-25,336.25
2017-10-26,338.6
2017-10-27,339.45
2017-10-30,340.65
2017-10-31,335.75
2017-11-01,341.75
2017-11-02,334.65
2017-11-03,331.95
2017-11-06,331.5
2017-11-07,325.75
2017-11-08,322.4
2017-11-09,321.95
2017-11-10,321.0
2017-11-13,317.3
2017-11-14,315.1
2017-11-15,312.1
2017-11-16,307.15
2017-11-17,315.55
2017-11-20,321.8
2017-11-21,320.85
2017-11-22,312.3
2017-11-23,316.1
2017-11-24,320.5
2017-11-27,324.6
2017-11-28,314.95
2017-11-29,313.95
2017-11-30,315.65
2017-12-01,314.45
2017-12-04,317.8
2017-12-05,315.7
2017-12-06,315.0
2017-12-07,319.7
2017-12-08,318.1
2017-12-11,321.05
2017-12-12,317.35
2017-12-13,315.7
2017-12-14,313.45
2017-12-15,313.5
2017-12-18,321.15
2017-12-19,317.4
2017-12-20,318.7
2017-12-21,347.65
2017-12-22,335.7
2017-12-26,343.4
2017-12-27,346.4
2017-12-28,375.9
2017-12-29,388.2
