Date,PPAP
2017-01-02,159.95
2017-01-03,161.1
2017-01-04,161.75
2017-01-05,164.85
2017-01-06,164.95
2017-01-09,166.7
2017-01-10,164.7
2017-01-11,171.55
2017-01-12,167.15
2017-01-13,177.35
2017-01-16,179.6
2017-01-17,176.95
2017-01-18,176.1
2017-01-19,185.0
2017-01-20,180.0
2017-01-23,186.15
2017-01-24,186.35
2017-01-25,186.8
2017-01-27,195.65
2017-01-30,193.9
2017-01-31,195.7
2017-02-01,205.35
2017-02-02,210.5
2017-02-03,205.35
2017-02-06,211.25
2017-02-07,202.75
2017-02-08,202.85
2017-02-09,207.15
2017-02-10,210.55
2017-02-13,206.05
2017-02-14,204.85
2017-02-15,201.85
2017-02-16,199.85
2017-02-17,201.15
2017-02-20,213.35
2017-02-21,221.6
2017-02-22,214.75
2017-02-23,213.25
2017-02-27,209.4
2017-02-28,210.35
2017-03-01,210.6
2017-03-02,208.2
2017-03-03,210.45
2017-03-06,210.45
2017-03-07,211.15
2017-03-08,209.15
2017-03-09,212.15
2017-03-10,210.25
2017-03-14,211.4
2017-03-15,211.1
2017-03-16,214.55
2017-03-17,215.0
2017-03-20,224.15
2017-03-21,228.5
2017-03-22,226.3
2017-03-23,228.7
2017-03-24,226.65
2017-03-27,228.65
2017-03-28,230.45
2017-03-29,228.7
2017-03-30,229.35
2017-03-31,230.35
2017-04-03,239.1
2017-04-05,246.8
2017-04-06,253.5
2017-04-07,252.7
2017-04-10,258.6
2017-04-11,266.85
2017-04-12,261.15
2017-04-13,264.7
2017-04-17,257.2
2017-04-18,253.15
2017-04-19,252.9
2017-04-20,261.4
2017-04-21,265.15
2017-04-24,279.5
2017-04-25,282.35
2017-04-26,273.55
2017-04-27,281.2
2017-04-28,281.8
2017-05-02,281.95
2017-05-03,282.55
2017-05-04,282.3
2017-05-05,275.2
2017-05-08,280.7
2017-05-09,280.1
2017-05-10,287.3
2017-05-11,335.2
2017-05-12,323.0
2017-05-15,333.8
2017-05-16,326.95
2017-05-17,326.7
2017-05-18,319.9
2017-05-19,325.2
2017-05-22,326.65
2017-05-23,330.4
2017-05-24,336.55
2017-05-25,335.75
2017-05-26,338.0
2017-05-29,336.75
2017-05-30,330.3
2017-05-31,332.35
2017-06-01,335.5
2017-06-02,339.05
2017-06-05,359.25
2017-06-06,360.85
2017-06-07,368.35
2017-06-08,378.0
2017-06-09,396.45
2017-06-12,383.35
2017-06-13,375.2
2017-06-14,379.5
2017-06-15,379.4
2017-06-16,376.25
2017-06-19,384.9
2017-06-20,380.1
2017-06-21,378.6
2017-06-22,378.2
2017-06-23,367.9
2017-06-27,350.6
2017-06-28,350.25
2017-06-29,353.8
2017-06-30,358.7
2017-07-03,366.5
2017-07-04,364.5
2017-07-05,376.65
2017-07-06,370.95
2017-07-07,369.35
2017-07-10,379.0
2017-07-11,381.05
2017-07-12,372.8
2017-07-13,374.5
2017-07-14,373.0
2017-07-17,366.35
2017-07-18,356.1
2017-07-19,362.65
2017-07-20,369.85
2017-07-21,370.45
2017-07-24,363.9
2017-07-25,353.55
2017-07-26,351.95
2017-07-27,346.75
2017-07-28,343.8
2017-07-31,369.15
2017-08-01,361.25
2017-08-02,352.35
2017-08-03,345.65
2017-08-04,350.55
2017-08-07,354.45
2017-08-08,350.45
2017-08-09,346.3
2017-08-10,334.4
2017-08-11,321.35
2017-08-14,336.5
2017-08-16,348.85
2017-08-17,343.15
2017-08-18,333.75
2017-08-21,326.55
2017-08-22,317.8
2017-08-23,323.55
2017-08-24,328.85
2017-08-28,325.85
2017-08-29,322.45
2017-08-30,327.35
2017-08-31,340.8
2017-09-01,350.0
2017-09-04,339.75
2017-09-05,342.75
2017-09-06,381.1
2017-09-07,384.0
2017-09-08,370.4
2017-09-11,364.3
2017-09-12,378.9
2017-09-13,376.8
2017-09-14,379.55
2017-09-15,374.9
2017-09-18,376.85
2017-09-19,379.35
2017-09-20,376.1
2017-09-21,370.55
2017-09-22,356.55
2017-09-25,340.5
2017-09-26,342.8
2017-09-27,334.9
2017-09-28,338.05
2017-09-29,356.75
2017-10-03,365.4
2017-10-04,366.0
2017-10-05,372.3
2017-10-06,378.4
2017-10-09,381.15
2017-10-10,377.85
2017-10-11,372.65
2017-10-12,377.85
2017-10-13,379.75
2017-10-16,376.85
2017-10-17,372.55
2017-10-18,372.45
2017-10-19,375.75
2017-10-23,374.45
2017-10-24,375.95
2017-10-25,378.2
2017-10-26,379.5
2017-10-27,375.6
2017-10-30,409.85
2017-10-31,413.8
2017-11-01,432.15
2017-11-02,436.2
2017-11-03,438.25
2017-11-06,467.45
2017-11-07,442.15
2017-11-08,445.65
2017-11-09,437.2
2017-11-10,434.55
2017-11-13,437.7
2017-11-14,438.5
2017-11-15,438.55
2017-11-16,439.35
2017-11-17,444.6
2017-11-20,449.5
2017-11-21,458.95
2017-11-22,458.95
2017-11-23,463.35
2017-11-24,463.6
2017-11-27,464.9
2017-11-28,463.45
2017-11-29,521.65
2017-11-30,511.4
2017-12-01,517.25
2017-12-04,507.95
2017-12-05,506.9
2017-12-06,504.4
2017-12-07,510.75
2017-12-08,526.95
2017-12-11,527.85
2017-12-12,530.65
2017-12-13,569.0
2017-12-14,562.9
2017-12-15,551.9
2017-12-18,558.7
2017-12-19,586.75
2017-12-20,622.1
2017-12-21,616.8
2017-12-22,620.4
2017-12-26,633.7
2017-12-27,642.3
2017-12-28,651.55
2017-12-29,698.4
