Date,BANKBARODA
2017-01-02,148.9
2017-01-03,148.6
2017-01-04,148.0
2017-01-05,150.95
2017-01-06,153.25
2017-01-09,152.8
2017-01-10,152.95
2017-01-11,159.6
2017-01-12,158.7
2017-01-13,157.75
2017-01-16,159.6
2017-01-17,159.05
2017-01-18,158.85
2017-01-19,160.1
2017-01-20,154.35
2017-01-23,154.2
2017-01-24,156.05
2017-01-25,161.95
2017-01-27,167.7
2017-01-30,167.75
2017-01-31,165.15
2017-02-01,173.05
2017-02-02,177.65
2017-02-03,186.45
2017-02-06,184.6
2017-02-07,187.05
2017-02-08,187.0
2017-02-09,184.05
2017-02-10,188.05
2017-02-13,168.8
2017-02-14,168.8
2017-02-15,163.2
2017-02-16,166.05
2017-02-17,166.15
2017-02-20,168.85
2017-02-21,169.3
2017-02-22,167.7
2017-02-23,168.15
2017-02-27,164.4
2017-02-28,165.3
2017-03-01,165.35
2017-03-02,161.6
2017-03-03,159.95
2017-03-06,160.85
2017-03-07,160.35
2017-03-08,159.25
2017-03-09,159.45
2017-03-10,159.0
2017-03-14,161.0
2017-03-15,166.5
2017-03-16,168.55
2017-03-17,164.9
2017-03-20,165.6
2017-03-21,162.85
2017-03-22,161.6
2017-03-23,162.2
2017-03-24,169.05
2017-03-27,172.3
2017-03-28,173.9
2017-03-29,173.5
2017-03-30,173.65
2017-03-31,172.95
2017-04-03,172.4
2017-04-05,174.55
2017-04-06,174.9
2017-04-07,168.65
2017-04-10,171.1
2017-04-11,174.7
2017-04-12,172.35
2017-04-13,175.65
2017-04-17,175.95
2017-04-18,176.05
2017-04-19,174.85
2017-04-20,179.65
2017-04-21,175.2
2017-04-24,178.9
2017-04-25,181.8
2017-04-26,181.65
2017-04-27,181.4
2017-04-28,187.55
2017-05-02,188.65
2017-05-03,189.55
2017-05-04,195.75
2017-05-05,187.4
2017-05-08,188.85
2017-05-09,186.75
2017-05-10,185.55
2017-05-11,187.9
2017-05-12,186.4
2017-05-15,188.8
2017-05-16,193.55
2017-05-17,191.75
2017-05-18,187.45
2017-05-19,188.75
2017-05-22,182.8
2017-05-23,182.0
2017-05-24,175.75
2017-05-25,181.5
2017-05-26,179.45
2017-05-29,173.65
2017-05-30,178.5
2017-05-31,178.05
2017-06-01,179.0
2017-06-02,178.9
2017-06-05,178.6
2017-06-06,174.45
2017-06-07,176.8
2017-06-08,174.85
2017-06-09,173.75
2017-06-12,168.05
2017-06-13,169.75
2017-06-14,172.8
2017-06-15,169.6
2017-06-16,167.7
2017-06-19,168.05
2017-06-20,167.35
2017-06-21,167.0
2017-06-22,165.15
2017-06-23,160.85
2017-06-27,154.85
2017-06-28,155.6
2017-06-29,155.5
2017-06-30,161.65
2017-07-03,161.85
2017-07-04,159.35
2017-07-05,160.8
2017-07-06,162.4
2017-07-07,160.55
2017-07-10,166.6
2017-07-11,162.65
2017-07-12,163.5
2017-07-13,163.4
2017-07-14,165.0
2017-07-17,164.35
2017-07-18,163.85
2017-07-19,164.45
2017-07-20,161.9
2017-07-21,161.75
2017-07-24,164.2
2017-07-25,165.0
2017-07-26,163.35
2017-07-27,160.95
2017-07-28,161.55
2017-07-31,166.05
2017-08-01,163.5
2017-08-02,163.4
2017-08-03,158.2
2017-08-04,158.95
2017-08-07,160.05
2017-08-08,156.55
2017-08-09,155.2
2017-08-10,148.45
2017-08-11,142.25
2017-08-14,142.25
2017-08-16,147.15
2017-08-17,148.25
2017-08-18,147.2
2017-08-21,142.1
2017-08-22,139.35
2017-08-23,140.95
2017-08-24,142.85
2017-08-28,144.25
2017-08-29,140.05
2017-08-30,139.45
2017-08-31,137.85
2017-09-01,138.25
2017-09-04,136.8
2017-09-05,138.4
2017-09-06,138.35
2017-09-07,139.55
2017-09-08,136.8
2017-09-11,137.45
2017-09-12,141.85
2017-09-13,143.8
2017-09-14,145.7
2017-09-15,145.3
2017-09-18,145.45
2017-09-19,144.55
2017-09-20,148.35
2017-09-21,145.6
2017-09-22,141.85
2017-09-25,142.6
2017-09-26,142.65
2017-09-27,138.5
2017-09-28,138.55
2017-09-29,137.6
2017-10-03,137.3
2017-10-04,137.55
2017-10-05,139.6
2017-10-06,141.8
2017-10-09,141.55
2017-10-10,141.65
2017-10-11,138.6
2017-10-12,138.55
2017-10-13,139.55
2017-10-16,138.2
2017-10-17,139.15
2017-10-18,136.7
2017-10-19,134.9
2017-10-23,137.9
2017-10-24,143.15
2017-10-25,188.15
2017-10-26,185.7
2017-10-27,174.4
2017-10-30,174.65
2017-10-31,169.9
2017-11-01,172.45
2017-11-02,169.55
2017-11-03,171.75
2017-11-06,172.6
2017-11-07,165.25
2017-11-08,162.3
2017-11-09,165.55
2017-11-10,169.8
2017-11-13,172.1
2017-11-14,174.35
2017-11-15,175.2
2017-11-16,182.8
2017-11-17,183.55
2017-11-20,184.45
2017-11-21,180.35
2017-11-22,180.65
2017-11-23,178.1
2017-11-24,176.85
2017-11-27,175.4
2017-11-28,172.25
2017-11-29,171.65
2017-11-30,169.1
2017-12-01,167.6
2017-12-04,170.1
2017-12-05,170.0
2017-12-06,165.95
2017-12-07,167.95
2017-12-08,167.45
2017-12-11,167.45
2017-12-12,165.6
2017-12-13,163.75
2017-12-14,165.85
2017-12-15,165.25
2017-12-18,169.4
2017-12-19,168.3
2017-12-20,166.65
2017-12-21,167.9
2017-12-22,168.0
2017-12-26,166.5
2017-12-27,166.0
2017-12-28,162.75
2017-12-29,160.65
