Date,HINDCOMPOS
2017-01-02,1560.45
2017-01-03,1574.55
2017-01-04,1594.05
2017-01-05,1608.45
2017-01-06,1592.35
2017-01-09,1595.0
2017-01-10,1600.0
2017-01-11,1599.45
2017-01-12,1604.6
2017-01-13,1607.9
2017-01-16,1600.9
2017-01-17,1615.0
2017-01-18,1600.4
2017-01-19,1591.35
2017-01-20,1576.05
2017-01-23,1610.55
2017-01-24,1608.65
2017-01-25,1612.0
2017-01-27,1604.3
2017-01-30,1606.7
2017-01-31,1600.65
2017-02-01,1610.5
2017-02-02,1604.35
2017-02-03,1597.25
2017-02-06,1603.35
2017-02-07,1610.0
2017-02-08,1618.4
2017-02-09,1613.55
2017-02-10,1617.15
2017-02-13,1618.8
2017-02-14,1597.55
2017-02-15,1597.2
2017-02-16,1588.3
2017-02-17,1600.0
2017-02-20,1517.65
2017-02-21,1548.45
2017-02-22,1528.75
2017-02-23,1593.6
2017-02-27,1599.35
2017-02-28,1588.45
2017-03-01,1616.5
2017-03-02,1599.95
2017-03-03,1585.1
2017-03-06,1585.95
2017-03-07,1577.45
2017-03-08,1569.35
2017-03-09,1589.6
2017-03-10,1583.0
2017-03-14,1605.0
2017-03-15,1585.8
2017-03-16,1599.8
2017-03-17,1607.1
2017-03-20,1592.5
2017-03-21,1586.0
2017-03-22,1594.7
2017-03-23,1807.45
2017-03-24,1804.55
2017-03-27,1781.2
2017-03-28,1748.2
2017-03-29,1727.55
2017-03-30,1797.45
2017-03-31,1791.8
2017-04-03,1825.2
2017-04-05,1827.75
2017-04-06,1935.35
2017-04-07,2051.7
2017-04-10,2354.0
2017-04-11,2075.6
2017-04-12,2068.5
2017-04-13,1981.5
2017-04-17,1971.9
2017-04-18,1947.3
2017-04-19,1928.8
2017-04-20,1940.35
2017-04-21,1931.6
2017-04-24,1897.95
2017-04-25,1892.7
2017-04-26,1881.05
2017-04-27,1871.15
2017-04-28,1941.4
2017-05-02,2012.3
2017-05-03,2010.45
2017-05-04,1928.75
2017-05-05,1933.05
2017-05-08,1960.25
2017-05-09,1970.2
2017-05-10,1954.9
