Date,ORIENTPPR
2017-01-02,69.3
2017-01-03,70.55
2017-01-04,74.6
2017-01-05,75.7
2017-01-06,74.45
2017-01-09,75.35
2017-01-10,75.85
2017-01-11,77.65
2017-01-12,76.1
2017-01-13,75.65
2017-01-16,76.3
2017-01-17,77.65
2017-01-18,77.2
2017-01-19,76.95
2017-01-20,74.0
2017-01-23,75.05
2017-01-24,75.0
2017-01-25,74.9
2017-01-27,75.5
2017-01-30,75.5
2017-01-31,75.1
2017-02-01,75.3
2017-02-02,74.95
2017-02-03,76.45
2017-02-06,80.45
2017-02-07,79.95
2017-02-08,77.9
2017-02-09,78.0
2017-02-10,77.6
2017-02-13,77.8
2017-02-14,78.5
2017-02-15,77.75
2017-02-16,78.1
2017-02-17,77.75
2017-02-20,74.6
2017-02-21,75.0
2017-02-22,74.55
2017-02-23,73.5
2017-02-27,72.45
2017-02-28,71.4
2017-03-01,76.6
2017-03-02,76.15
2017-03-03,74.6
2017-03-06,73.55
2017-03-07,72.1
2017-03-08,73.05
2017-03-09,73.1
2017-03-10,73.45
2017-03-14,73.3
2017-03-15,76.3
2017-03-16,76.05
2017-03-17,75.5
2017-03-20,75.75
2017-03-21,79.05
2017-03-22,76.95
2017-03-23,77.95
2017-03-24,78.75
2017-03-27,78.65
2017-03-28,80.1
2017-03-29,80.9
2017-03-30,81.65
2017-03-31,80.85
2017-04-03,82.6
2017-04-05,87.05
2017-04-06,92.65
2017-04-07,91.1
2017-04-10,93.0
2017-04-11,93.75
2017-04-12,93.4
2017-04-13,92.55
2017-04-17,92.1
2017-04-18,90.75
2017-04-19,91.2
2017-04-20,92.4
2017-04-21,93.7
2017-04-24,92.6
2017-04-25,90.4
2017-04-26,87.7
2017-04-27,85.0
2017-04-28,85.75
2017-05-02,85.55
2017-05-03,86.0
2017-05-04,87.8
2017-05-05,86.05
2017-05-08,86.6
2017-05-09,86.1
2017-05-10,91.05
2017-05-11,90.3
2017-05-12,88.6
2017-05-15,88.95
2017-05-16,87.65
2017-05-17,90.95
2017-05-18,87.85
2017-05-19,84.55
2017-05-22,88.2
2017-05-23,84.95
2017-05-24,82.1
2017-05-25,82.95
2017-05-26,85.65
2017-05-29,85.65
2017-05-30,83.15
2017-05-31,84.9
2017-06-01,86.7
2017-06-02,84.95
2017-06-05,86.35
2017-06-06,87.6
2017-06-07,86.4
2017-06-08,86.7
2017-06-09,86.0
2017-06-12,87.55
2017-06-13,83.9
2017-06-14,83.9
2017-06-15,84.9
2017-06-16,86.2
2017-06-19,85.35
2017-06-20,84.15
2017-06-21,87.55
2017-06-22,84.65
2017-06-23,83.6
2017-06-27,84.3
2017-06-28,83.15
2017-06-29,81.85
2017-06-30,81.9
2017-07-03,81.5
2017-07-04,81.25
2017-07-05,82.45
2017-07-06,82.9
2017-07-07,83.55
2017-07-10,85.15
2017-07-11,87.0
2017-07-12,86.1
2017-07-13,86.1
2017-07-14,84.55
2017-07-17,85.7
2017-07-18,85.8
2017-07-19,86.05
2017-07-20,88.85
2017-07-21,89.8
2017-07-24,93.5
2017-07-25,93.2
2017-07-26,92.25
2017-07-27,94.2
2017-07-28,95.95
2017-07-31,100.2
2017-08-01,101.25
2017-08-02,98.05
2017-08-03,95.3
2017-08-04,94.7
2017-08-07,97.6
2017-08-08,96.65
2017-08-09,94.75
2017-08-10,89.35
2017-08-11,90.4
2017-08-14,94.8
2017-08-16,97.5
2017-08-17,96.4
2017-08-18,96.4
2017-08-21,95.3
2017-08-22,94.75
2017-08-23,96.6
2017-08-24,94.5
2017-08-28,94.3
2017-08-29,92.3
2017-08-30,95.35
2017-08-31,98.55
2017-09-01,99.75
2017-09-04,98.85
2017-09-05,99.75
2017-09-06,98.95
2017-09-07,98.15
2017-09-08,96.7
2017-09-11,97.5
2017-09-12,102.8
2017-09-13,99.15
2017-09-14,99.9
2017-09-15,98.3
2017-09-18,99.15
2017-09-19,98.25
2017-09-20,105.2
2017-09-21,100.35
2017-09-22,100.05
2017-09-25,98.1
2017-09-26,98.4
2017-09-27,96.85
2017-09-28,96.25
2017-09-29,98.75
2017-10-03,100.15
2017-10-04,102.35
2017-10-05,106.75
2017-10-06,106.7
2017-10-09,105.75
2017-10-10,106.55
2017-10-11,105.8
2017-10-12,104.95
2017-10-13,103.15
2017-10-16,100.2
2017-10-17,99.7
2017-10-18,97.3
2017-10-19,97.3
2017-10-23,100.15
2017-10-24,101.95
2017-10-25,101.65
2017-10-26,102.3
2017-10-27,102.1
2017-10-30,108.9
2017-10-31,112.65
2017-11-01,109.25
2017-11-02,113.45
2017-11-03,115.6
2017-11-06,128.1
2017-11-07,123.55
2017-11-08,122.65
2017-11-09,122.25
2017-11-10,122.05
2017-11-13,120.2
2017-11-14,124.2
2017-11-15,118.1
2017-11-16,122.1
2017-11-17,119.85
2017-11-20,124.1
2017-11-21,123.25
2017-11-22,121.45
2017-11-23,125.35
2017-11-24,125.35
2017-11-27,130.45
2017-11-28,130.85
2017-11-29,129.95
2017-11-30,126.75
2017-12-01,127.8
2017-12-04,127.4
2017-12-05,127.2
2017-12-06,126.25
2017-12-07,127.1
2017-12-08,132.2
2017-12-11,133.75
2017-12-12,135.05
2017-12-13,134.85
2017-12-14,133.9
2017-12-15,134.55
2017-12-18,132.95
2017-12-19,134.55
2017-12-20,132.7
2017-12-21,135.0
2017-12-22,133.95
2017-12-26,133.8
2017-12-27,133.6
2017-12-28,134.2
2017-12-29,141.5
