Date,HARRMALAYA
2017-01-02,73.3
2017-01-03,71.15
2017-01-04,71.15
2017-01-05,75.9
2017-01-06,76.55
2017-01-09,76.3
2017-01-10,76.3
2017-01-11,77.35
2017-01-12,77.0
2017-01-13,80.35
2017-01-16,82.2
2017-01-17,82.0
2017-01-18,81.35
2017-01-19,79.45
2017-01-20,84.85
2017-01-23,83.45
2017-01-24,82.5
2017-01-25,82.3
2017-01-27,82.25
2017-01-30,83.1
2017-01-31,79.5
2017-02-01,80.3
2017-02-02,81.35
2017-02-03,82.6
2017-02-06,81.4
2017-02-07,80.7
2017-02-08,82.5
2017-02-09,81.5
2017-02-10,88.15
2017-02-13,87.05
2017-02-14,86.35
2017-02-15,83.7
2017-02-16,86.6
2017-02-17,86.3
2017-02-20,88.75
2017-02-21,89.3
2017-02-22,89.7
2017-02-23,87.9
2017-02-27,86.55
2017-02-28,88.6
2017-03-01,87.7
2017-03-02,85.85
2017-03-03,86.65
2017-03-06,85.65
2017-03-07,84.25
2017-03-08,83.15
2017-03-09,81.9
2017-03-10,81.55
2017-03-14,81.55
2017-03-15,82.0
2017-03-16,82.75
2017-03-17,85.95
2017-03-20,86.55
2017-03-21,84.45
2017-03-22,83.1
2017-03-23,84.95
2017-03-24,83.2
2017-03-27,82.4
2017-03-28,81.9
2017-03-29,81.65
2017-03-30,82.35
2017-03-31,83.6
2017-04-03,83.8
2017-04-05,85.1
2017-04-06,87.55
2017-04-07,86.2
2017-04-10,89.35
2017-04-11,88.8
2017-04-12,86.6
2017-04-13,85.4
2017-04-17,84.25
2017-04-18,83.25
2017-04-19,83.55
2017-04-20,84.5
2017-04-21,84.1
2017-04-24,84.45
2017-04-25,87.7
2017-04-26,89.45
2017-04-27,91.55
2017-04-28,97.15
2017-05-02,99.1
2017-05-03,96.65
2017-05-04,95.45
2017-05-05,91.5
2017-05-08,93.9
2017-05-09,93.25
2017-05-10,92.85
2017-05-11,91.05
2017-05-12,89.6
2017-05-15,88.7
2017-05-16,95.4
2017-05-17,92.35
2017-05-18,89.65
2017-05-19,91.0
2017-05-22,88.65
2017-05-23,84.35
2017-05-24,82.35
2017-05-25,84.95
2017-05-26,86.55
2017-05-29,85.1
2017-05-30,81.4
2017-05-31,82.2
2017-06-01,84.05
2017-06-02,84.2
2017-06-05,84.0
2017-06-06,82.3
2017-06-07,83.05
2017-06-08,83.55
2017-06-09,85.45
2017-06-12,81.1
2017-06-13,81.35
2017-06-14,84.4
2017-06-15,83.9
2017-06-16,84.9
2017-06-19,82.95
2017-06-20,83.1
2017-06-21,83.2
2017-06-22,80.85
2017-06-23,78.95
2017-06-27,75.5
2017-06-28,76.0
2017-06-29,77.55
2017-06-30,76.1
2017-07-03,77.4
2017-07-04,77.3
2017-07-05,77.75
2017-07-06,78.6
2017-07-07,80.95
2017-07-10,82.4
2017-07-11,78.5
2017-07-12,78.5
2017-07-13,78.1
2017-07-14,76.85
2017-07-17,76.65
2017-07-18,75.15
2017-07-19,77.45
2017-07-20,78.1
2017-07-21,81.75
2017-07-24,79.85
2017-07-25,78.35
2017-07-26,79.1
2017-07-27,77.55
2017-07-28,78.2
2017-07-31,85.3
2017-08-01,83.95
2017-08-02,81.4
2017-08-03,83.2
2017-08-04,81.85
2017-08-07,81.9
2017-08-08,78.4
2017-08-09,77.8
2017-08-10,72.95
2017-08-11,72.75
2017-08-14,75.95
2017-08-16,77.25
2017-08-17,76.55
2017-08-18,76.1
2017-08-21,75.0
2017-08-22,72.95
2017-08-23,75.3
2017-08-24,74.5
2017-08-28,76.1
2017-08-29,75.2
2017-08-30,75.85
2017-08-31,80.2
2017-09-01,80.05
2017-09-04,77.8
2017-09-05,78.8
2017-09-06,77.3
2017-09-07,76.55
2017-09-08,76.5
2017-09-11,77.7
2017-09-12,77.75
2017-09-13,76.9
2017-09-14,77.9
2017-09-15,77.45
2017-09-18,78.8
2017-09-19,77.65
2017-09-20,77.6
2017-09-21,77.2
2017-09-22,74.65
2017-09-25,73.95
2017-09-26,76.05
2017-09-27,73.5
2017-09-28,73.45
2017-09-29,73.4
2017-10-03,73.45
2017-10-04,74.3
2017-10-05,76.9
2017-10-06,77.45
2017-10-09,76.8
2017-10-10,78.95
2017-10-11,76.75
2017-10-12,76.9
2017-10-13,77.15
2017-10-16,77.7
2017-10-17,77.85
2017-10-18,76.85
2017-10-19,77.75
2017-10-23,76.85
2017-10-24,76.75
2017-10-25,77.3
2017-10-26,78.75
2017-10-27,77.95
2017-10-30,80.4
2017-10-31,79.15
2017-11-01,81.85
2017-11-02,84.3
2017-11-03,82.85
2017-11-06,85.3
2017-11-07,85.9
2017-11-08,82.85
2017-11-09,87.25
2017-11-10,86.75
2017-11-13,84.95
2017-11-14,83.9
2017-11-15,82.0
2017-11-16,85.15
2017-11-17,84.95
2017-11-20,87.3
2017-11-21,93.0
2017-11-22,96.3
2017-11-23,94.5
2017-11-24,92.95
2017-11-27,94.95
2017-11-28,113.85
2017-11-29,107.7
2017-11-30,118.95
2017-12-01,113.2
2017-12-04,107.25
2017-12-05,100.85
2017-12-06,102.45
