Date,ASTRAZEN
2017-01-02,943.5
2017-01-03,937.45
2017-01-04,946.85
2017-01-05,948.7
2017-01-06,939.4
2017-01-09,950.45
2017-01-10,959.95
2017-01-11,964.6
2017-01-12,972.0
2017-01-13,956.2
2017-01-16,952.3
2017-01-17,958.8
2017-01-18,968.85
2017-01-19,981.7
2017-01-20,978.15
2017-01-23,961.1
2017-01-24,962.05
2017-01-25,967.05
2017-01-27,962.0
2017-01-30,949.85
2017-01-31,941.2
2017-02-01,944.15
2017-02-02,947.15
2017-02-03,954.7
2017-02-06,947.1
2017-02-07,941.3
2017-02-08,945.75
2017-02-09,939.85
2017-02-10,934.85
2017-02-13,937.5
2017-02-14,931.4
2017-02-15,916.35
2017-02-16,915.35
2017-02-17,922.55
2017-02-20,926.85
2017-02-21,924.6
2017-02-22,915.8
2017-02-23,911.75
2017-02-27,910.65
2017-02-28,910.95
2017-03-01,919.2
2017-03-02,932.05
2017-03-03,932.85
2017-03-06,959.1
2017-03-07,989.85
2017-03-08,965.0
2017-03-09,966.5
2017-03-10,959.95
2017-03-14,951.4
2017-03-15,943.15
2017-03-16,952.7
2017-03-17,948.15
2017-03-20,939.0
2017-03-21,941.05
2017-03-22,940.3
2017-03-23,939.95
2017-03-24,943.45
2017-03-27,943.85
2017-03-28,933.9
2017-03-29,930.05
2017-03-30,940.2
2017-03-31,935.25
2017-04-03,952.7
2017-04-05,959.25
2017-04-06,942.95
2017-04-07,943.8
2017-04-10,961.55
2017-04-11,955.8
2017-04-12,998.55
2017-04-13,1020.3
2017-04-17,1058.6
2017-04-18,1018.0
2017-04-19,1038.0
2017-04-20,1029.1
2017-04-21,1028.4
2017-04-24,1006.15
2017-04-25,1007.15
2017-04-26,978.2
2017-04-27,974.3
2017-04-28,972.8
2017-05-02,956.0
2017-05-03,952.45
2017-05-04,957.75
2017-05-05,941.2
2017-05-08,989.05
2017-05-09,987.15
2017-05-10,979.5
2017-05-11,976.9
2017-05-12,975.1
2017-05-15,1012.75
2017-05-16,1009.3
2017-05-17,975.45
2017-05-18,958.6
2017-05-19,960.45
2017-05-22,964.35
2017-05-23,939.85
2017-05-24,941.6
2017-05-25,939.95
2017-05-26,934.1
2017-05-29,926.0
2017-05-30,924.15
2017-05-31,929.55
2017-06-01,936.15
2017-06-02,935.05
2017-06-05,940.4
2017-06-06,930.85
2017-06-07,928.65
2017-06-08,916.7
2017-06-09,921.5
2017-06-12,918.9
2017-06-13,922.2
2017-06-14,923.35
2017-06-15,917.05
2017-06-16,925.4
2017-06-19,919.25
2017-06-20,915.75
2017-06-21,929.0
2017-06-22,916.55
2017-06-23,920.05
2017-06-27,909.6
2017-06-28,910.5
2017-06-29,908.6
2017-06-30,914.65
2017-07-03,916.35
2017-07-04,915.75
2017-07-05,963.4
2017-07-06,1029.25
2017-07-07,990.6
2017-07-10,978.7
2017-07-11,967.4
2017-07-12,980.25
2017-07-13,960.8
2017-07-14,956.25
2017-07-17,960.95
2017-07-18,955.45
2017-07-19,954.35
2017-07-20,973.2
2017-07-21,961.0
2017-07-24,964.4
2017-07-25,960.75
2017-07-26,952.85
2017-07-27,928.6
2017-07-28,928.7
2017-07-31,922.25
2017-08-01,915.3
2017-08-02,917.6
2017-08-03,909.65
2017-08-04,909.5
2017-08-07,914.25
2017-08-08,895.95
2017-08-09,905.1
2017-08-10,905.6
2017-08-11,900.15
2017-08-14,900.2
2017-08-16,908.8
2017-08-17,928.25
2017-08-18,910.35
2017-08-21,895.55
2017-08-22,885.55
2017-08-23,899.35
2017-08-24,893.95
2017-08-28,900.3
2017-08-29,897.25
2017-08-30,910.95
2017-08-31,904.1
2017-09-01,907.0
2017-09-04,912.2
2017-09-05,912.15
2017-09-06,908.2
2017-09-07,905.1
2017-09-08,928.25
2017-09-11,943.25
2017-09-12,977.7
2017-09-13,967.95
2017-09-14,963.25
2017-09-15,972.8
2017-09-18,975.9
2017-09-19,961.45
2017-09-20,947.35
2017-09-21,937.9
2017-09-22,931.15
2017-09-25,918.5
2017-09-26,913.1
2017-09-27,903.55
2017-09-28,909.55
2017-09-29,912.3
2017-10-03,922.0
2017-10-04,945.25
2017-10-05,945.35
2017-10-06,949.3
2017-10-09,940.2
2017-10-10,949.75
2017-10-11,947.7
2017-10-12,949.5
2017-10-13,951.4
2017-10-16,949.9
2017-10-17,947.7
2017-10-18,985.15
2017-10-19,975.9
2017-10-23,967.95
2017-10-24,977.8
2017-10-25,993.45
2017-10-26,1030.3
2017-10-27,1048.3
2017-10-30,1045.15
2017-10-31,1051.25
2017-11-01,1066.25
2017-11-02,1083.65
2017-11-03,1067.5
2017-11-06,1099.85
2017-11-07,1177.55
2017-11-08,1165.9
2017-11-09,1221.4
2017-11-10,1188.2
2017-11-13,1176.75
2017-11-14,1161.05
2017-11-15,1166.05
2017-11-16,1171.95
2017-11-17,1177.15
2017-11-20,1172.45
2017-11-21,1188.7
2017-11-22,1167.15
2017-11-23,1163.55
2017-11-24,1165.3
2017-11-27,1145.35
2017-11-28,1144.6
2017-11-29,1149.9
2017-11-30,1134.05
2017-12-01,1117.15
2017-12-04,1113.1
2017-12-05,1112.2
2017-12-06,1113.35
2017-12-07,1128.25
2017-12-08,1151.9
2017-12-11,1158.1
2017-12-12,1126.7
2017-12-13,1116.25
2017-12-14,1117.1
2017-12-15,1126.1
2017-12-18,1121.5
2017-12-19,1141.6
2017-12-20,1165.5
2017-12-21,1159.1
2017-12-22,1146.15
2017-12-26,1165.05
2017-12-27,1165.9
2017-12-28,1176.9
2017-12-29,1167.15
