Date,IZMO
2017-01-02,46.65
2017-01-03,48.0
2017-01-04,47.65
2017-01-05,47.7
2017-01-06,47.3
2017-01-09,47.2
2017-01-10,47.55
2017-01-11,49.65
2017-01-12,48.2
2017-01-13,48.0
2017-01-16,48.2
2017-01-17,48.45
2017-01-18,48.5
2017-01-19,48.25
2017-01-20,46.55
2017-01-23,46.65
2017-01-24,46.5
2017-01-25,48.45
2017-01-27,47.5
2017-01-30,47.05
2017-01-31,46.2
2017-02-01,46.75
2017-02-02,47.6
2017-02-03,49.5
2017-02-06,50.0
2017-02-07,49.6
2017-02-08,49.5
2017-02-09,49.2
2017-02-10,48.65
2017-02-13,47.65
2017-02-14,49.9
2017-02-15,48.15
2017-02-16,48.45
2017-02-17,50.25
2017-02-20,51.15
2017-02-21,50.65
2017-02-22,49.1
2017-02-23,48.95
2017-02-27,48.4
2017-02-28,48.8
2017-03-01,49.0
2017-03-02,47.9
2017-03-03,48.05
2017-03-06,47.9
2017-03-07,47.7
2017-03-08,47.5
2017-03-09,47.55
2017-03-10,46.55
2017-03-14,47.05
2017-03-15,47.3
2017-03-16,47.75
2017-03-17,48.1
2017-03-20,46.1
2017-03-21,46.15
2017-03-22,45.5
2017-03-23,45.85
2017-03-24,46.55
2017-03-27,46.05
2017-03-28,45.7
2017-03-29,45.1
2017-03-30,46.05
2017-03-31,45.8
2017-04-03,47.3
2017-04-05,49.3
2017-04-06,49.4
2017-04-07,50.2
2017-04-10,49.75
2017-04-11,49.95
2017-04-12,48.55
2017-04-13,48.7
2017-04-17,53.0
2017-04-18,53.2
2017-04-19,52.25
2017-04-20,54.2
2017-04-21,52.65
2017-04-24,53.5
2017-04-25,54.85
2017-04-26,52.55
2017-04-27,52.9
2017-04-28,54.1
2017-05-02,59.85
2017-05-03,59.7
2017-05-04,59.9
2017-05-05,56.45
2017-05-08,55.4
2017-05-09,55.55
2017-05-10,55.3
2017-05-11,53.7
2017-05-12,55.9
2017-05-15,56.9
2017-05-16,55.45
2017-05-17,55.15
2017-05-18,58.2
2017-05-19,55.75
2017-05-22,54.55
2017-05-23,53.75
2017-05-24,52.05
2017-05-25,53.3
2017-05-26,53.4
2017-05-29,53.75
2017-05-30,56.1
2017-05-31,57.0
2017-06-01,58.0
2017-06-02,57.0
2017-06-05,56.75
2017-06-06,54.55
2017-06-07,55.8
2017-06-08,55.15
2017-06-09,54.9
2017-06-12,53.8
2017-06-13,53.55
2017-06-14,54.05
2017-06-15,57.7
2017-06-16,56.1
2017-06-19,55.55
2017-06-20,55.15
2017-06-21,55.9
2017-06-22,56.7
2017-06-23,54.6
2017-06-27,53.65
2017-06-28,53.25
2017-06-29,53.7
2017-06-30,53.4
2017-07-03,53.9
2017-07-04,53.75
2017-07-05,55.3
2017-07-06,54.8
2017-07-07,54.5
2017-07-10,54.25
2017-07-11,54.3
2017-07-12,53.9
2017-07-13,53.5
2017-07-14,52.8
2017-07-17,53.05
2017-07-18,55.95
2017-07-19,54.45
2017-07-20,53.9
2017-07-21,53.25
2017-07-24,54.05
2017-07-25,55.85
2017-07-26,56.95
2017-07-27,55.3
2017-07-28,54.25
2017-07-31,53.85
2017-08-01,53.15
2017-08-02,53.1
2017-08-03,52.4
2017-08-04,51.55
2017-08-07,55.35
2017-08-08,53.3
2017-08-09,52.2
2017-08-10,50.3
2017-08-11,50.05
2017-08-14,51.1
2017-08-16,52.15
2017-08-17,52.0
2017-08-18,51.25
2017-08-21,52.65
2017-08-22,51.7
2017-08-23,51.8
2017-08-24,51.2
2017-08-28,51.9
2017-08-29,51.75
2017-08-30,52.5
2017-08-31,63.0
2017-09-01,64.4
2017-09-04,65.9
2017-09-05,73.9
2017-09-06,73.35
2017-09-07,80.65
2017-09-08,75.4
2017-09-11,74.2
2017-09-12,70.9
2017-09-13,68.15
2017-11-14,64.9
2017-11-15,61.7
2017-11-16,58.7
2017-11-17,60.4
2017-11-20,61.15
2017-11-21,61.35
2017-11-22,59.45
2017-11-23,60.1
2017-11-24,63.1
2017-11-27,65.55
2017-11-28,65.05
2017-11-29,68.3
2017-11-30,69.9
2017-12-01,66.9
2017-12-04,64.7
2017-12-05,63.4
2017-12-06,63.2
2017-12-07,67.55
2017-12-08,66.25
2017-12-11,65.95
2017-12-12,66.2
2017-12-13,65.05
2017-12-14,66.0
2017-12-15,66.15
2017-12-18,68.2
2017-12-19,75.0
2017-12-20,75.7
2017-12-21,73.95
2017-12-22,76.3
2017-12-26,76.15
2017-12-27,77.4
2017-12-28,76.65
2017-12-29,76.5
