Date,INDIAGLYCO
2017-01-02,136.8
2017-01-03,149.65
2017-01-04,151.85
2017-01-05,150.05
2017-01-06,147.85
2017-01-09,155.05
2017-01-10,161.15
2017-01-11,161.7
2017-01-12,158.8
2017-01-13,165.95
2017-01-16,169.75
2017-01-17,167.05
2017-01-18,164.4
2017-01-19,165.0
2017-01-20,159.75
2017-01-23,159.7
2017-01-24,160.35
2017-01-25,163.75
2017-01-27,160.75
2017-01-30,164.55
2017-01-31,160.35
2017-02-01,162.7
2017-02-02,169.8
2017-02-03,168.25
2017-02-06,168.3
2017-02-07,171.95
2017-02-08,172.35
2017-02-09,170.2
2017-02-10,169.25
2017-02-13,168.7
2017-02-14,171.35
2017-02-15,161.5
2017-02-16,162.9
2017-02-17,162.55
2017-02-20,167.0
2017-02-21,164.85
2017-02-22,164.8
2017-02-23,163.15
2017-02-27,160.05
2017-02-28,164.2
2017-03-01,164.75
2017-03-02,161.15
2017-03-03,160.2
2017-03-06,161.25
2017-03-07,163.85
2017-03-08,159.8
2017-03-09,158.05
2017-03-10,157.25
2017-03-14,157.75
2017-03-15,154.8
2017-03-16,155.8
2017-03-17,152.9
2017-03-20,149.6
2017-03-21,150.0
2017-03-22,146.35
2017-03-23,149.7
2017-03-24,155.9
2017-03-27,154.75
2017-03-28,152.45
2017-03-29,154.35
2017-03-30,156.05
2017-03-31,159.85
2017-04-03,163.9
2017-04-05,166.85
2017-04-06,167.05
2017-04-07,166.1
2017-04-10,175.05
2017-04-11,172.1
2017-04-12,167.6
2017-04-13,171.5
2017-04-17,166.75
2017-04-18,164.65
2017-04-19,173.05
2017-04-20,175.8
2017-04-21,174.05
2017-04-24,173.25
2017-04-25,170.9
2017-04-26,167.5
2017-04-27,169.55
2017-04-28,179.1
2017-05-02,174.05
2017-05-03,177.65
2017-05-04,174.45
2017-05-05,168.8
2017-05-08,174.1
2017-05-09,174.5
2017-05-10,184.0
2017-05-11,178.55
2017-05-12,179.55
2017-05-15,185.25
2017-05-16,188.55
2017-05-17,191.7
2017-05-18,186.8
2017-05-19,181.25
2017-05-22,191.65
2017-05-23,187.95
2017-05-24,182.35
2017-05-25,184.1
2017-05-26,189.05
2017-05-29,184.45
2017-05-30,182.75
2017-05-31,194.2
2017-06-01,197.0
2017-06-02,193.1
2017-06-05,194.8
2017-06-06,193.7
2017-06-07,194.9
2017-06-08,192.7
2017-06-09,192.95
2017-06-12,192.2
2017-06-13,192.0
2017-06-14,187.9
2017-06-15,183.35
2017-06-16,183.0
2017-06-19,185.85
2017-06-20,187.95
2017-06-21,195.1
2017-06-22,195.9
2017-06-23,190.05
2017-06-27,186.15
2017-06-28,185.1
2017-06-29,187.25
2017-06-30,185.1
2017-07-03,192.8
2017-07-04,192.25
2017-07-05,198.4
2017-07-06,201.85
2017-07-07,198.55
2017-07-10,196.25
2017-07-11,197.25
2017-07-12,202.4
2017-07-13,204.5
2017-07-14,201.1
2017-07-17,200.2
2017-07-18,197.95
2017-07-19,199.35
2017-07-20,197.0
2017-07-21,198.45
2017-07-24,196.25
2017-07-25,195.6
2017-07-26,195.4
2017-07-27,193.2
2017-07-28,194.35
2017-07-31,196.8
2017-08-01,194.8
2017-08-02,194.5
2017-08-03,190.1
2017-08-04,191.3
2017-08-07,195.9
2017-08-08,193.9
2017-08-09,180.7
2017-08-10,160.35
2017-08-11,158.9
2017-08-14,161.45
2017-08-16,167.3
2017-08-17,169.55
2017-08-18,165.7
2017-08-21,163.05
2017-08-22,160.85
2017-08-23,164.2
2017-08-24,173.75
2017-08-28,167.4
2017-08-29,167.1
2017-08-30,171.75
2017-08-31,171.2
2017-09-01,173.3
2017-09-04,184.65
2017-09-05,214.75
2017-09-06,225.1
2017-09-07,216.2
2017-09-08,211.25
2017-09-11,218.2
2017-09-12,215.3
2017-09-13,209.15
2017-09-14,209.6
2017-09-15,212.75
2017-09-18,217.05
2017-09-19,260.45
2017-09-20,251.5
2017-09-21,248.45
2017-09-22,246.0
2017-09-25,236.9
2017-09-26,241.6
2017-09-27,230.55
2017-09-28,243.0
2017-09-29,244.2
2017-10-03,249.4
2017-10-04,254.0
2017-10-05,254.15
2017-10-06,304.95
2017-10-09,292.85
2017-10-10,325.15
2017-10-11,321.3
2017-10-12,332.65
2017-10-13,322.65
2017-10-16,332.65
2017-10-17,322.55
2017-10-18,320.8
2017-10-19,319.4
2017-10-23,315.85
2017-10-24,326.15
2017-10-25,327.8
2017-10-26,324.45
2017-10-27,324.65
2017-10-30,325.55
2017-10-31,374.05
2017-11-01,377.0
2017-11-02,367.3
2017-11-03,390.8
2017-11-06,405.75
2017-11-07,395.05
2017-11-08,402.5
2017-11-09,408.45
2017-11-10,384.95
2017-11-13,385.25
2017-11-14,406.25
2017-11-15,389.8
2017-11-16,393.25
2017-11-17,394.05
2017-11-20,400.65
2017-11-21,407.2
2017-11-22,400.25
2017-11-23,435.7
2017-11-24,440.35
2017-11-27,430.1
2017-11-28,442.05
2017-11-29,455.1
2017-11-30,450.25
2017-12-01,435.5
2017-12-04,422.35
2017-12-05,433.25
2017-12-06,422.5
2017-12-07,429.45
2017-12-08,423.5
2017-12-11,426.3
2017-12-12,423.45
2017-12-13,413.0
2017-12-14,408.2
2017-12-15,408.55
2017-12-18,408.05
2017-12-19,424.95
2017-12-20,423.75
2017-12-21,427.15
2017-12-22,463.15
2017-12-26,456.5
2017-12-27,461.3
2017-12-28,457.0
2017-12-29,461.1
