Date,ELECON
2017-01-02,56.4
2017-01-03,57.05
2017-01-04,56.8
2017-01-05,57.9
2017-01-06,57.3
2017-01-09,56.8
2017-01-10,56.95
2017-01-11,59.35
2017-01-12,58.45
2017-01-13,59.6
2017-01-16,58.75
2017-01-17,57.9
2017-01-18,58.25
2017-01-19,58.5
2017-01-20,57.35
2017-01-23,57.15
2017-01-24,57.5
2017-01-25,57.35
2017-01-27,58.2
2017-01-30,57.35
2017-01-31,56.15
2017-02-01,57.1
2017-02-02,56.5
2017-02-03,57.2
2017-02-06,58.3
2017-02-07,58.4
2017-02-08,56.95
2017-02-09,55.45
2017-02-10,55.45
2017-02-13,55.25
2017-02-14,54.85
2017-02-15,53.0
2017-02-16,52.55
2017-02-17,53.05
2017-02-20,53.35
2017-02-21,54.75
2017-02-22,54.2
2017-02-23,53.5
2017-02-27,53.2
2017-02-28,53.65
2017-03-01,54.65
2017-03-02,53.35
2017-03-03,53.3
2017-03-06,53.25
2017-03-07,53.35
2017-03-08,52.75
2017-03-09,52.4
2017-03-10,52.2
2017-03-14,52.55
2017-03-15,53.1
2017-03-16,54.15
2017-03-17,53.25
2017-03-20,52.8
2017-03-21,52.45
2017-03-22,51.1
2017-03-23,51.8
2017-03-24,52.25
2017-03-27,51.5
2017-03-28,51.7
2017-03-29,51.4
2017-03-30,53.05
2017-03-31,52.75
2017-04-03,56.0
2017-04-05,57.75
2017-04-06,57.35
2017-04-07,57.6
2017-04-10,59.85
2017-04-11,59.05
2017-04-12,60.95
2017-04-13,62.15
2017-04-17,62.45
2017-04-18,60.55
2017-04-19,60.65
2017-04-20,60.85
2017-04-21,63.2
2017-04-24,63.85
2017-04-25,62.75
2017-04-26,61.0
2017-04-27,60.85
2017-04-28,60.65
2017-05-02,60.4
2017-05-03,60.25
2017-05-04,62.05
2017-05-05,60.65
2017-05-08,61.0
2017-05-09,61.6
2017-05-10,63.25
2017-05-11,62.2
2017-05-12,61.1
2017-05-15,61.15
2017-05-16,60.45
2017-05-17,61.45
2017-05-18,59.9
2017-05-19,59.05
2017-05-22,61.55
2017-05-23,59.4
2017-05-24,57.65
2017-05-25,59.85
2017-05-26,62.15
2017-05-29,63.9
2017-05-30,63.35
2017-05-31,64.0
2017-06-01,64.2
2017-06-02,64.0
2017-06-05,64.55
2017-06-06,63.0
2017-06-07,62.2
2017-06-08,62.05
2017-06-09,63.45
2017-06-12,61.9
2017-06-13,61.3
2017-06-14,60.45
2017-06-15,60.85
2017-06-16,60.7
2017-06-19,59.8
2017-06-20,59.8
2017-06-21,60.3
2017-06-22,59.65
2017-06-23,57.7
2017-06-27,56.1
2017-06-28,56.05
2017-06-29,56.4
2017-06-30,57.05
2017-07-03,58.95
2017-07-04,59.9
2017-07-05,60.15
2017-07-06,60.05
2017-07-07,61.7
2017-07-10,60.7
2017-07-11,61.3
2017-07-12,60.65
2017-07-13,63.85
2017-07-14,61.9
2017-07-17,61.3
2017-07-18,60.15
2017-07-19,59.95
2017-07-20,59.9
2017-07-21,59.2
2017-07-24,60.55
2017-07-25,61.1
2017-07-26,61.7
2017-07-27,60.2
2017-07-28,60.25
2017-07-31,63.25
2017-08-01,62.65
2017-08-02,61.7
2017-08-03,54.05
2017-08-04,53.65
2017-08-07,51.55
2017-08-08,48.8
2017-08-09,46.9
2017-08-10,46.1
2017-08-11,46.05
2017-08-14,47.15
2017-08-16,48.1
2017-08-17,49.0
2017-08-18,50.3
2017-08-21,48.5
2017-08-22,47.7
2017-08-23,47.9
2017-08-24,47.85
2017-08-28,47.8
2017-08-29,47.25
2017-08-30,47.65
2017-08-31,48.65
2017-09-01,48.95
2017-09-04,50.1
2017-09-05,51.25
2017-09-06,51.2
2017-09-07,48.15
2017-09-08,50.2
2017-09-11,51.7
2017-09-12,51.7
2017-09-13,53.4
2017-09-14,54.3
2017-09-15,52.25
2017-09-18,52.6
2017-09-19,51.95
2017-09-20,57.8
2017-09-21,57.9
2017-09-22,57.95
2017-09-25,54.3
2017-09-26,54.65
2017-09-27,52.1
2017-09-28,54.1
2017-09-29,57.6
2017-10-03,55.85
2017-10-04,63.1
2017-10-05,60.15
2017-10-06,64.45
2017-10-09,62.85
2017-10-10,67.85
2017-10-11,65.55
2017-10-12,66.6
2017-10-13,67.35
2017-10-16,66.1
2017-10-17,67.3
2017-10-18,67.7
2017-10-19,66.55
2017-10-23,68.45
2017-10-24,68.1
2017-10-25,70.35
2017-10-26,70.5
2017-10-27,73.1
2017-10-30,72.65
2017-10-31,74.7
2017-11-01,74.4
2017-11-02,72.7
2017-11-03,74.9
2017-11-06,77.9
2017-11-07,83.95
2017-11-08,72.3
2017-11-09,74.3
2017-11-10,72.75
2017-11-13,69.45
2017-11-14,69.6
2017-11-15,70.0
2017-11-16,73.5
2017-11-17,74.25
2017-11-20,78.3
2017-11-21,77.55
2017-11-22,78.95
2017-11-23,75.5
2017-11-24,77.7
2017-11-27,77.1
2017-11-28,77.85
2017-11-29,79.5
2017-11-30,80.05
2017-12-01,83.65
2017-12-04,84.7
2017-12-05,85.95
2017-12-06,87.55
2017-12-07,92.25
2017-12-08,93.7
2017-12-11,95.75
2017-12-12,94.8
2017-12-13,89.05
2017-12-14,88.25
2017-12-15,91.05
2017-12-18,90.95
2017-12-19,94.95
2017-12-20,110.55
2017-12-21,107.3
2017-12-22,109.55
2017-12-26,106.3
2017-12-27,102.5
2017-12-28,104.2
2017-12-29,102.9
