Date,CENTRALBK
2017-01-02,84.6
2017-01-03,84.0
2017-01-04,83.75
2017-01-05,83.75
2017-01-06,83.45
2017-01-09,83.35
2017-01-10,83.2
2017-01-11,83.8
2017-01-12,83.95
2017-01-13,83.45
2017-01-16,83.15
2017-01-17,83.15
2017-01-18,83.5
2017-01-19,83.5
2017-01-20,83.2
2017-01-23,83.25
2017-01-24,83.1
2017-01-25,83.15
2017-01-27,84.0
2017-01-30,83.65
2017-01-31,83.25
2017-02-01,83.7
2017-02-02,86.35
2017-02-03,88.55
2017-02-06,89.15
2017-02-07,92.05
2017-02-08,91.45
2017-02-09,90.0
2017-02-10,89.55
2017-02-13,87.7
2017-02-14,87.15
2017-02-15,85.7
2017-02-16,85.95
2017-02-17,85.3
2017-02-20,85.4
2017-02-21,85.15
2017-02-22,84.95
2017-02-23,85.2
2017-02-27,85.35
2017-02-28,85.7
2017-03-01,94.1
2017-03-02,90.75
2017-03-03,93.5
2017-03-06,92.9
2017-03-07,91.85
2017-03-08,90.7
2017-03-09,89.35
2017-03-10,94.55
2017-03-14,93.85
2017-03-15,98.8
2017-03-16,99.45
2017-03-17,98.5
2017-03-20,99.25
2017-03-21,98.95
2017-03-22,97.0
2017-03-23,99.0
2017-03-24,100.7
2017-03-27,102.15
2017-03-28,100.55
2017-03-29,102.5
2017-03-30,104.7
2017-03-31,105.65
2017-04-03,104.5
2017-04-05,105.35
2017-04-06,103.8
2017-04-07,102.4
2017-04-10,103.1
2017-04-11,103.5
2017-04-12,102.5
2017-04-13,103.0
2017-04-17,104.1
2017-04-18,103.2
2017-04-19,101.8
2017-04-20,102.3
2017-04-21,102.5
2017-04-24,102.15
2017-04-25,102.15
2017-04-26,102.45
2017-04-27,102.55
2017-04-28,105.95
2017-05-02,104.75
2017-05-03,104.75
2017-05-04,110.45
2017-05-05,111.0
2017-05-08,116.8
2017-05-09,119.75
2017-05-10,117.45
2017-05-11,114.5
2017-05-12,114.6
2017-05-15,114.2
2017-05-16,118.9
2017-05-17,120.9
2017-05-18,116.75
2017-05-19,115.95
2017-05-22,113.7
2017-05-23,109.55
2017-05-24,104.9
2017-05-25,104.5
2017-05-26,104.3
2017-05-29,102.7
2017-05-30,102.6
2017-05-31,102.95
2017-06-01,103.05
2017-06-02,102.85
2017-06-05,102.25
2017-06-06,100.35
2017-06-07,100.75
2017-06-08,100.5
2017-06-09,100.4
2017-06-12,101.05
2017-06-13,99.6
2017-06-14,102.1
2017-06-15,99.75
2017-06-16,99.85
2017-06-19,97.95
2017-06-20,95.7
2017-06-21,94.85
2017-06-22,92.35
2017-06-23,87.95
2017-06-27,88.85
2017-06-28,87.4
2017-06-29,89.05
2017-06-30,87.2
2017-07-03,87.65
2017-07-04,87.25
2017-07-05,87.7
2017-07-06,91.2
2017-07-07,92.7
2017-07-10,93.4
2017-07-11,91.9
2017-07-12,91.3
2017-07-13,92.2
2017-07-14,97.65
2017-07-17,96.6
2017-07-18,94.4
2017-07-19,93.0
2017-07-20,91.85
2017-07-21,91.9
2017-07-24,92.3
2017-07-25,91.4
2017-07-26,91.5
2017-07-27,91.75
2017-07-28,91.25
2017-07-31,90.55
2017-08-01,90.2
2017-08-02,88.95
2017-08-03,86.65
2017-08-04,87.55
2017-08-07,86.7
2017-08-08,85.9
2017-08-09,85.05
2017-08-10,82.05
2017-08-11,73.2
2017-08-14,77.05
2017-08-16,74.65
2017-08-17,72.05
2017-08-18,74.45
2017-08-21,73.85
2017-08-22,73.3
2017-08-23,73.8
2017-08-24,73.55
2017-08-28,80.3
2017-08-29,77.95
2017-08-30,83.95
2017-08-31,88.15
2017-09-01,95.35
2017-09-04,95.9
2017-09-05,100.6
2017-09-06,98.8
2017-09-07,101.55
2017-09-08,99.1
2017-09-11,102.85
2017-09-12,99.0
2017-09-13,98.85
2017-09-14,95.55
2017-09-15,91.5
2017-09-18,91.0
2017-09-19,88.9
2017-09-20,87.0
2017-09-21,85.75
2017-09-22,82.35
2017-09-25,77.4
2017-09-26,72.45
2017-09-27,74.15
2017-09-28,74.2
2017-09-29,74.65
2017-10-03,74.2
2017-10-04,75.7
2017-10-05,75.1
2017-10-06,75.05
2017-10-09,81.05
2017-10-10,81.05
2017-10-11,80.3
2017-10-12,79.55
2017-10-13,78.8
2017-10-16,78.2
2017-10-17,78.2
2017-10-18,77.35
2017-10-19,76.25
2017-10-23,76.35
2017-10-24,79.0
2017-10-25,91.45
2017-10-26,87.7
2017-10-27,82.15
2017-10-30,82.8
2017-10-31,81.75
2017-11-01,82.35
2017-11-02,82.75
2017-11-03,82.8
2017-11-06,84.35
2017-11-07,81.7
2017-11-08,80.0
2017-11-09,80.25
2017-11-10,80.3
2017-11-13,79.9
2017-11-14,78.7
2017-11-15,78.05
2017-11-16,79.45
2017-11-17,81.7
2017-11-20,81.7
2017-11-21,81.05
2017-11-22,80.05
2017-11-23,80.7
2017-11-24,81.15
2017-11-27,81.2
2017-11-28,81.25
2017-11-29,80.8
2017-11-30,79.75
2017-12-01,78.75
2017-12-04,78.25
2017-12-05,77.8
2017-12-06,77.6
2017-12-07,78.5
2017-12-08,78.35
2017-12-11,77.75
2017-12-12,77.25
2017-12-13,74.95
2017-12-14,74.6
2017-12-15,76.15
2017-12-18,76.45
2017-12-19,76.25
2017-12-20,75.8
2017-12-21,76.0
2017-12-22,75.65
2017-12-26,75.0
2017-12-27,74.9
2017-12-28,74.85
2017-12-29,72.15
