Date,NHPC
2017-01-02,26.8
2017-01-03,27.3
2017-01-04,27.4
2017-01-05,27.5
2017-01-06,27.25
2017-01-09,27.2
2017-01-10,27.35
2017-01-11,27.4
2017-01-12,29.9
2017-01-13,29.25
2017-01-16,30.2
2017-01-17,29.95
2017-01-18,29.8
2017-01-19,27.8
2017-01-20,27.25
2017-01-23,27.6
2017-01-24,27.75
2017-01-25,27.95
2017-01-27,29.5
2017-01-30,29.15
2017-01-31,28.95
2017-02-01,29.25
2017-02-02,30.85
2017-02-03,30.8
2017-02-06,31.3
2017-02-07,31.3
2017-02-08,30.65
2017-02-09,30.9
2017-02-10,30.15
2017-02-13,30.2
2017-02-14,30.6
2017-02-15,30.65
2017-02-16,30.95
2017-02-17,30.05
2017-02-20,30.15
2017-02-21,30.05
2017-02-22,30.3
2017-02-23,30.15
2017-02-27,29.7
2017-02-28,30.5
2017-03-01,30.7
2017-03-02,29.85
2017-03-03,29.6
2017-03-06,30.0
2017-03-07,29.9
2017-03-08,29.95
2017-03-09,29.95
2017-03-10,30.2
2017-03-14,30.6
2017-03-15,30.65
2017-03-16,30.95
2017-03-17,30.65
2017-03-20,30.6
2017-03-21,30.5
2017-03-22,29.75
2017-03-23,30.05
2017-03-24,30.7
2017-03-27,31.35
2017-03-28,31.25
2017-03-29,31.25
2017-03-30,31.7
2017-03-31,32.2
2017-04-03,32.25
2017-04-05,33.0
2017-04-06,32.85
2017-04-07,31.9
2017-04-10,31.85
2017-04-11,32.7
2017-04-12,32.25
2017-04-13,32.5
2017-04-17,31.5
2017-04-18,31.15
2017-04-19,31.4
2017-04-20,31.35
2017-04-21,31.85
2017-04-24,31.8
2017-04-25,31.6
2017-04-26,31.45
2017-04-27,31.25
2017-04-28,31.75
2017-05-02,31.85
2017-05-03,31.7
2017-05-04,32.0
2017-05-05,31.5
2017-05-08,31.55
2017-05-09,31.05
2017-05-10,31.1
2017-05-11,31.1
2017-05-12,30.85
2017-05-15,31.35
2017-05-16,31.0
2017-05-17,30.95
2017-05-18,30.4
2017-05-19,30.65
2017-05-22,30.55
2017-05-23,29.75
2017-05-24,28.9
2017-05-25,29.25
2017-05-26,30.45
2017-05-29,30.35
2017-05-30,30.15
2017-05-31,30.25
2017-06-01,29.95
2017-06-02,30.75
2017-06-05,30.5
2017-06-06,30.4
2017-06-07,31.2
2017-06-08,31.55
2017-06-09,33.3
2017-06-12,33.4
2017-06-13,32.75
2017-06-14,32.75
2017-06-15,32.55
2017-06-16,33.3
2017-06-19,33.55
2017-06-20,33.75
2017-06-21,34.05
2017-06-22,33.15
2017-06-23,32.45
2017-06-27,32.05
2017-06-28,31.7
2017-06-29,32.05
2017-06-30,31.35
2017-07-03,31.9
2017-07-04,31.25
2017-07-05,31.05
2017-07-06,31.35
2017-07-07,31.8
2017-07-10,32.15
2017-07-11,31.3
2017-07-12,31.4
2017-07-13,31.9
2017-07-14,32.05
2017-07-17,31.2
2017-07-18,31.3
2017-07-19,31.0
2017-07-20,30.85
2017-07-21,30.5
2017-07-24,30.7
2017-07-25,30.3
2017-07-26,30.7
2017-07-27,30.3
2017-07-28,30.2
2017-07-31,30.35
2017-08-01,30.0
2017-08-02,30.1
2017-08-03,29.85
2017-08-04,30.15
2017-08-07,31.0
2017-08-08,31.25
2017-08-09,30.85
2017-08-10,30.05
2017-08-11,30.3
2017-08-14,31.15
2017-08-16,31.1
2017-08-17,30.85
2017-08-18,30.15
2017-08-21,29.85
2017-08-22,29.4
2017-08-23,29.7
2017-08-24,29.75
2017-08-28,29.2
2017-08-29,29.0
2017-08-30,29.05
2017-08-31,29.05
2017-09-01,28.85
2017-09-04,28.65
2017-09-05,28.5
2017-09-06,28.5
2017-09-07,28.3
2017-09-08,28.4
2017-09-11,28.5
2017-09-12,28.9
2017-09-13,28.8
2017-09-14,28.5
2017-09-15,28.1
2017-09-18,28.2
2017-09-19,28.25
2017-09-20,28.1
2017-09-21,28.05
2017-09-22,27.9
2017-09-25,27.15
2017-09-26,27.15
2017-09-27,26.85
2017-09-28,26.8
2017-09-29,27.05
2017-10-03,27.95
2017-10-04,27.85
2017-10-05,27.65
2017-10-06,27.8
2017-10-09,27.35
2017-10-10,27.65
2017-10-11,28.25
2017-10-12,28.4
2017-10-13,28.1
2017-10-16,28.7
2017-10-17,28.45
2017-10-18,28.1
2017-10-19,28.0
2017-10-23,27.45
2017-10-24,27.45
2017-10-25,28.1
2017-10-26,28.0
2017-10-27,28.5
2017-10-30,28.75
2017-10-31,28.55
2017-11-01,28.8
2017-11-02,29.1
2017-11-03,29.15
2017-11-06,28.6
2017-11-07,28.65
2017-11-08,28.0
2017-11-09,27.8
2017-11-10,28.0
2017-11-13,27.2
2017-11-14,27.1
2017-11-15,27.05
2017-11-16,26.95
2017-11-17,26.95
2017-11-20,27.45
2017-11-21,27.35
2017-11-22,27.0
2017-11-23,26.95
2017-11-24,27.0
2017-11-27,27.0
2017-11-28,27.95
2017-11-29,28.0
2017-11-30,28.35
2017-12-01,27.95
2017-12-04,28.4
2017-12-05,28.15
2017-12-06,28.0
2017-12-07,28.15
2017-12-08,28.3
2017-12-11,29.0
2017-12-12,28.7
2017-12-13,28.7
2017-12-14,28.75
2017-12-15,28.45
2017-12-18,28.2
2017-12-19,28.3
2017-12-20,28.35
2017-12-21,29.5
2017-12-22,30.35
2017-12-26,31.7
2017-12-27,31.6
2017-12-28,31.8
2017-12-29,32.65
