Date,AUROPHARMA
2017-01-02,675.5
2017-01-03,672.2
2017-01-04,666.95
2017-01-05,686.25
2017-01-06,692.4
2017-01-09,694.55
2017-01-10,699.65
2017-01-11,704.9
2017-01-12,694.8
2017-01-13,704.45
2017-01-16,703.3
2017-01-17,707.4
2017-01-18,724.9
2017-01-19,714.65
2017-01-20,698.05
2017-01-23,692.2
2017-01-24,711.6
2017-01-25,705.65
2017-01-27,713.6
2017-01-30,695.2
2017-01-31,681.8
2017-02-01,667.95
2017-02-02,689.75
2017-02-03,684.7
2017-02-06,706.45
2017-02-07,701.15
2017-02-08,696.65
2017-02-09,706.75
2017-02-10,679.3
2017-02-13,661.95
2017-02-14,658.35
2017-02-15,636.0
2017-02-16,657.15
2017-02-17,664.65
2017-02-20,669.4
2017-02-21,686.05
2017-02-22,678.2
2017-02-23,666.25
2017-02-27,679.35
2017-02-28,677.2
2017-03-01,678.25
2017-03-02,668.25
2017-03-03,674.9
2017-03-06,667.8
2017-03-07,664.45
2017-03-08,666.15
2017-03-09,658.15
2017-03-10,652.5
2017-03-14,662.2
2017-03-15,678.0
2017-03-16,687.6
2017-03-17,687.55
2017-03-20,704.9
2017-03-21,691.75
2017-03-22,680.55
2017-03-23,686.8
2017-03-24,688.8
2017-03-27,670.1
2017-03-28,679.0
2017-03-29,670.25
2017-03-30,671.7
2017-03-31,675.2
2017-04-03,682.95
2017-04-05,677.5
2017-04-06,670.45
2017-04-07,658.05
2017-04-10,654.95
2017-04-11,655.15
2017-04-12,656.5
2017-04-13,658.05
2017-04-17,652.85
2017-04-18,664.3
2017-04-19,640.05
2017-04-20,634.4
2017-04-21,633.2
2017-04-24,627.35
2017-04-25,622.8
2017-04-26,624.65
2017-04-27,607.05
2017-04-28,606.75
2017-05-02,596.8
2017-05-03,584.65
2017-05-04,591.75
2017-05-05,589.0
2017-05-08,604.65
2017-05-09,594.35
2017-05-10,618.95
2017-05-11,623.55
2017-05-12,623.7
2017-05-15,613.95
2017-05-16,614.5
2017-05-17,607.35
2017-05-18,601.05
2017-05-19,595.3
2017-05-22,575.15
2017-05-23,541.7
2017-05-24,526.2
2017-05-25,525.55
2017-05-26,532.5
2017-05-29,512.4
2017-05-30,580.3
2017-05-31,574.15
2017-06-01,579.65
2017-06-02,593.4
2017-06-05,592.95
2017-06-06,585.15
2017-06-07,598.0
2017-06-08,605.05
2017-06-09,608.6
2017-06-12,607.65
2017-06-13,604.25
2017-06-14,602.1
2017-06-15,643.9
2017-06-16,653.7
2017-06-19,655.4
2017-06-20,658.35
2017-06-21,655.15
2017-06-22,665.95
2017-06-23,672.25
2017-06-27,669.95
2017-06-28,671.55
2017-06-29,670.85
2017-06-30,684.6
2017-07-03,685.25
2017-07-04,677.8
2017-07-05,678.3
2017-07-06,683.4
2017-07-07,697.05
2017-07-10,709.4
2017-07-11,699.95
2017-07-12,694.7
2017-07-13,705.15
2017-07-14,746.55
2017-07-17,751.6
2017-07-18,734.3
2017-07-19,765.85
2017-07-20,750.5
2017-07-21,748.25
2017-07-24,745.25
2017-07-25,750.25
2017-07-26,747.7
2017-07-27,738.75
2017-07-28,723.9
2017-07-31,718.6
2017-08-01,734.45
2017-08-02,731.05
2017-08-03,741.3
2017-08-04,725.3
2017-08-07,724.45
2017-08-08,726.3
2017-08-09,683.6
2017-08-10,685.25
2017-08-11,705.0
2017-08-14,714.5
2017-08-16,713.9
2017-08-17,703.5
2017-08-18,704.75
2017-08-21,696.1
2017-08-22,695.7
2017-08-23,698.65
2017-08-24,732.15
2017-08-28,743.35
2017-08-29,731.05
2017-08-30,735.2
2017-08-31,725.25
2017-09-01,758.6
2017-09-04,748.65
2017-09-05,744.25
2017-09-06,747.35
2017-09-07,742.0
2017-09-08,739.05
2017-09-11,741.7
2017-09-12,758.45
2017-09-13,760.0
2017-09-14,766.05
2017-09-15,758.3
2017-09-18,762.25
2017-09-19,748.95
2017-09-20,745.55
2017-09-21,752.6
2017-09-22,724.2
2017-09-25,700.85
2017-09-26,709.35
2017-09-27,689.7
2017-09-28,675.8
2017-09-29,691.65
2017-10-03,706.95
2017-10-04,724.95
2017-10-05,742.85
2017-10-06,746.0
2017-10-09,729.1
2017-10-10,735.3
2017-10-11,732.1
2017-10-12,747.0
2017-10-13,745.5
2017-10-16,757.75
2017-10-17,764.45
2017-10-18,756.0
2017-10-19,754.05
2017-10-23,750.95
2017-10-24,742.7
2017-10-25,734.5
2017-10-26,749.0
2017-10-27,762.05
2017-10-30,767.15
2017-10-31,760.0
2017-11-01,761.3
2017-11-02,789.25
2017-11-03,787.95
2017-11-06,795.9
2017-11-07,780.0
2017-11-08,787.45
2017-11-09,789.4
2017-11-10,740.1
2017-11-13,710.2
2017-11-14,701.55
2017-11-15,696.05
2017-11-16,713.2
2017-11-17,708.8
2017-11-20,706.45
2017-11-21,708.85
2017-11-22,698.35
2017-11-23,694.4
2017-11-24,715.1
2017-11-27,719.45
2017-11-28,705.65
2017-11-29,710.35
2017-11-30,692.85
2017-12-01,672.4
2017-12-04,673.4
2017-12-05,668.95
2017-12-06,653.15
2017-12-07,671.55
2017-12-08,672.5
2017-12-11,690.85
2017-12-12,678.2
2017-12-13,669.15
2017-12-14,665.35
2017-12-15,667.6
2017-12-18,672.1
2017-12-19,685.6
2017-12-20,687.75
2017-12-21,683.75
2017-12-22,681.3
2017-12-26,683.7
2017-12-27,690.75
2017-12-28,683.4
2017-12-29,687.95
