Date,SHAKTIPUMP
2017-01-02,140.0
2017-01-03,141.25
2017-01-04,137.6
2017-01-05,138.4
2017-01-06,138.8
2017-01-09,138.6
2017-01-10,138.2
2017-01-11,146.35
2017-01-12,141.55
2017-01-13,143.35
2017-01-16,143.75
2017-01-17,144.55
2017-01-18,146.8
2017-01-19,144.45
2017-01-20,145.75
2017-01-23,156.65
2017-01-24,158.9
2017-01-25,158.1
2017-01-27,161.1
2017-01-30,162.6
2017-01-31,168.4
2017-02-01,163.2
2017-02-02,161.85
2017-02-03,163.8
2017-02-06,168.8
2017-02-07,176.8
2017-02-08,172.55
2017-02-09,175.85
2017-02-10,173.6
2017-02-13,172.5
2017-02-14,167.3
2017-02-15,160.8
2017-02-16,163.65
2017-02-17,164.1
2017-02-20,164.95
2017-02-21,163.8
2017-02-22,162.1
2017-02-23,161.65
2017-02-27,160.8
2017-02-28,165.65
2017-03-01,166.45
2017-03-02,162.25
2017-03-03,164.5
2017-03-06,164.45
2017-03-07,164.9
2017-03-08,165.55
2017-03-09,164.3
2017-03-10,166.85
2017-03-14,170.45
2017-03-15,174.25
2017-03-16,178.2
2017-03-17,175.25
2017-03-20,176.75
2017-03-21,172.0
2017-03-22,175.8
2017-03-23,175.95
2017-03-24,179.05
2017-03-27,189.2
2017-03-28,199.05
2017-03-29,196.0
2017-03-30,195.8
2017-03-31,197.1
2017-04-03,219.75
2017-04-05,222.9
2017-04-06,227.4
2017-04-07,225.5
2017-04-10,227.4
2017-04-11,249.75
2017-04-12,255.85
2017-04-13,249.7
2017-04-17,245.75
2017-04-18,241.8
2017-04-19,242.65
2017-04-20,248.5
2017-04-21,245.9
2017-04-24,244.0
2017-04-25,242.25
2017-04-26,239.2
2017-04-27,242.3
2017-04-28,244.05
2017-05-02,249.1
2017-05-03,257.85
2017-05-04,267.9
2017-05-05,264.55
2017-05-08,265.45
2017-05-09,261.55
2017-05-10,268.7
2017-05-11,267.2
2017-05-12,263.2
2017-05-15,268.3
2017-05-16,278.75
2017-05-17,273.55
2017-05-18,269.0
2017-05-19,322.8
2017-05-22,381.2
2017-05-23,389.15
2017-05-24,401.2
2017-05-25,415.5
2017-05-26,406.0
2017-05-29,416.45
2017-05-30,407.55
2017-05-31,405.45
2017-06-01,399.5
2017-06-02,384.3
2017-06-05,390.95
2017-06-06,379.4
2017-06-07,429.5
2017-06-08,454.4
2017-06-09,445.7
2017-06-12,448.5
2017-06-13,448.8
2017-06-14,450.65
2017-06-15,445.35
2017-06-16,441.35
2017-06-19,430.0
2017-06-20,451.45
2017-06-21,455.6
2017-06-22,453.05
2017-06-23,438.2
2017-06-27,418.85
2017-06-28,471.75
2017-06-29,455.65
2017-06-30,464.0
2017-07-03,461.6
2017-07-04,460.85
2017-07-05,477.05
2017-07-06,472.05
2017-07-07,500.65
2017-07-10,506.95
2017-07-11,522.0
2017-07-12,526.1
2017-07-13,521.9
2017-07-14,502.55
2017-07-17,482.95
2017-07-18,498.0
2017-07-19,483.55
2017-07-20,492.05
2017-07-21,491.75
2017-07-24,479.6
2017-07-25,474.75
2017-07-26,476.8
2017-07-27,472.65
2017-07-28,480.05
2017-07-31,483.45
2017-08-01,497.95
2017-08-02,514.15
2017-08-03,510.5
2017-08-04,505.3
2017-08-07,497.25
2017-08-08,502.35
2017-08-09,489.95
2017-08-10,453.25
2017-08-11,454.05
2017-08-14,471.35
2017-08-16,491.85
2017-08-17,501.85
2017-08-18,507.0
2017-08-21,494.15
2017-08-22,489.05
2017-08-23,494.4
2017-08-24,498.6
2017-08-28,499.0
2017-08-29,498.8
2017-08-30,500.6
2017-08-31,534.7
2017-09-01,528.65
2017-09-04,510.1
2017-09-05,505.45
2017-09-06,504.75
2017-09-07,504.8
2017-09-08,503.7
2017-09-11,503.2
2017-09-12,504.15
2017-09-13,502.05
2017-09-14,495.25
2017-09-15,496.35
2017-09-18,504.2
2017-09-19,500.4
2017-09-20,501.05
2017-09-21,500.55
2017-09-22,481.95
2017-09-25,459.85
2017-09-26,489.6
2017-09-27,481.95
2017-09-28,484.2
2017-09-29,487.8
2017-10-03,487.45
2017-10-04,486.45
2017-10-05,486.8
2017-10-06,487.8
2017-10-09,502.45
2017-10-10,499.5
2017-10-11,490.65
2017-10-12,494.05
2017-10-13,490.25
2017-10-16,491.45
2017-10-17,487.95
2017-10-18,482.25
2017-10-19,478.4
2017-10-23,476.85
2017-10-24,475.55
2017-10-25,470.7
2017-10-26,472.55
2017-10-27,469.15
2017-10-30,468.0
2017-10-31,466.55
2017-11-01,472.5
2017-11-02,470.1
2017-11-03,466.1
2017-11-06,455.65
2017-11-07,445.35
2017-11-08,443.55
2017-11-09,440.45
2017-11-10,436.75
2017-11-13,451.1
2017-11-14,447.55
2017-11-15,426.0
2017-11-16,427.6
2017-11-17,423.15
2017-11-20,419.75
2017-11-21,428.85
2017-11-22,429.25
2017-11-23,435.65
2017-11-24,433.3
2017-11-27,429.4
2017-11-28,424.1
2017-11-29,422.65
2017-11-30,419.2
2017-12-01,422.7
2017-12-04,418.7
2017-12-05,424.95
2017-12-06,424.75
2017-12-07,436.9
2017-12-08,434.2
2017-12-11,439.65
2017-12-12,427.7
2017-12-13,420.6
2017-12-14,416.75
2017-12-15,416.75
2017-12-18,423.35
2017-12-19,433.75
2017-12-20,439.15
2017-12-21,447.2
2017-12-22,450.3
2017-12-26,452.5
2017-12-27,459.7
2017-12-28,453.0
2017-12-29,456.3
