Date,IVC
2017-01-02,14.4
2017-01-03,14.9
2017-01-04,14.75
2017-01-05,15.0
2017-01-06,14.9
2017-01-09,14.8
2017-01-10,14.65
2017-01-11,15.55
2017-01-12,15.95
2017-01-13,15.7
2017-01-16,15.4
2017-01-17,15.4
2017-01-18,15.45
2017-01-19,15.75
2017-01-20,15.25
2017-01-23,15.25
2017-01-24,15.25
2017-01-25,15.25
2017-01-27,15.2
2017-01-30,15.55
2017-01-31,15.4
2017-02-01,15.4
2017-02-02,15.35
2017-02-03,15.55
2017-02-06,15.65
2017-02-07,15.5
2017-02-08,15.55
2017-02-09,15.55
2017-02-10,15.5
2017-02-13,15.4
2017-02-14,14.3
2017-02-15,13.95
2017-02-16,14.05
2017-02-17,14.1
2017-02-20,14.3
2017-02-21,14.45
2017-02-22,14.05
2017-02-23,13.95
2017-02-27,14.0
2017-02-28,14.15
2017-03-01,14.2
2017-03-02,14.1
2017-03-03,14.0
2017-03-06,14.0
2017-03-07,13.95
2017-03-08,13.9
2017-03-09,14.0
2017-03-10,14.0
2017-03-14,13.95
2017-03-15,14.05
2017-03-16,14.1
2017-03-17,14.0
2017-03-20,14.0
2017-03-21,14.0
2017-03-22,13.85
2017-03-23,13.8
2017-03-24,13.8
2017-03-27,13.85
2017-03-28,13.85
2017-03-29,13.75
2017-03-30,13.7
2017-03-31,13.8
2017-04-03,14.5
2017-04-05,14.8
2017-04-06,14.65
2017-04-07,14.35
2017-04-10,14.65
2017-04-11,14.9
2017-04-12,14.65
2017-04-13,14.5
2017-04-17,14.45
2017-04-18,14.45
2017-04-19,14.45
2017-04-20,15.05
2017-04-21,16.0
2017-04-24,16.05
2017-04-25,15.9
2017-04-26,15.7
2017-04-27,15.9
2017-04-28,15.75
2017-05-02,15.9
2017-05-03,15.95
2017-05-04,16.05
2017-05-05,16.0
2017-05-08,16.05
2017-05-09,16.0
2017-05-10,16.0
2017-05-11,17.3
2017-05-12,17.05
2017-05-15,17.1
2017-05-16,17.65
2017-05-17,18.0
2017-05-18,17.55
2017-05-19,17.35
2017-05-22,16.7
2017-05-23,16.4
2017-05-24,15.85
2017-05-25,16.05
2017-05-26,16.7
2017-05-29,16.65
2017-05-30,15.5
2017-05-31,15.35
2017-06-01,15.25
2017-06-02,15.2
2017-06-05,15.15
2017-06-06,14.95
2017-06-07,15.3
2017-06-08,15.1
2017-06-09,15.05
2017-06-12,15.0
2017-06-13,15.15
2017-06-14,14.9
2017-06-15,14.9
2017-06-16,15.0
2017-06-19,14.9
2017-06-20,14.75
2017-06-21,14.9
2017-06-22,14.8
2017-06-23,14.75
2017-06-27,14.4
2017-06-28,14.4
2017-06-29,14.5
2017-06-30,14.7
2017-07-03,14.9
2017-07-04,14.8
2017-07-05,14.9
2017-07-06,14.85
2017-07-07,14.95
2017-07-10,14.95
2017-07-11,14.8
2017-07-12,14.65
2017-07-13,15.4
2017-07-14,15.85
2017-07-17,15.65
2017-07-18,16.6
2017-07-19,16.85
2017-07-20,16.25
2017-07-21,15.95
2017-07-24,15.95
2017-07-25,16.95
2017-07-26,17.45
2017-07-27,17.5
2017-07-28,17.2
2017-07-31,17.3
2017-08-01,16.4
2017-08-02,16.1
2017-08-03,16.05
2017-08-04,16.0
2017-08-07,15.8
2017-08-08,15.65
2017-08-09,15.6
2017-08-10,14.95
2017-08-11,14.95
2017-08-14,15.8
2017-08-16,15.5
2017-08-17,15.3
2017-08-18,15.4
2017-08-21,15.3
2017-08-22,15.25
2017-08-23,15.3
2017-08-24,15.35
2017-08-28,15.5
2017-08-29,14.9
2017-08-30,15.0
2017-08-31,14.85
2017-09-01,15.15
2017-09-04,14.9
2017-09-05,15.05
2017-09-06,14.95
2017-09-07,14.85
2017-09-08,14.85
2017-09-11,14.95
2017-09-12,14.9
2017-09-13,14.85
2017-09-14,14.8
2017-09-15,14.8
2017-09-18,14.6
2017-09-19,14.5
2017-09-20,14.7
2017-09-21,14.55
2017-09-22,14.3
2017-09-25,13.85
2017-09-26,14.05
2017-09-27,13.85
2017-09-28,13.85
2017-09-29,13.85
2017-10-03,13.85
2017-10-04,13.7
2017-10-05,13.8
2017-10-06,14.35
2017-10-09,14.5
2017-10-10,15.85
2017-10-11,15.8
2017-10-12,16.15
2017-10-13,15.65
2017-10-16,15.45
2017-10-17,15.35
2017-10-18,16.25
2017-10-19,16.25
2017-10-23,16.0
2017-10-24,15.75
2017-10-25,15.5
2017-10-26,15.7
2017-10-27,15.6
2017-10-30,15.85
2017-10-31,15.95
2017-11-01,15.85
2017-11-02,18.25
2017-11-03,20.3
2017-11-06,21.75
2017-11-07,21.1
2017-11-08,20.35
2017-11-09,20.35
2017-11-10,19.7
2017-11-13,19.3
2017-11-14,19.2
2017-11-15,18.3
2017-11-16,19.7
2017-11-17,20.15
2017-11-20,20.2
2017-11-21,20.0
2017-11-22,19.65
2017-11-23,21.65
2017-11-24,21.25
2017-11-27,22.95
2017-11-28,24.6
2017-11-29,25.0
2017-11-30,28.4
2017-12-01,29.65
2017-12-04,31.0
2017-12-05,29.15
2017-12-06,27.95
2017-12-07,28.7
2017-12-08,28.4
2017-12-11,27.8
2017-12-12,28.95
2017-12-13,27.95
2017-12-14,27.35
2017-12-15,27.6
2017-12-18,27.45
2017-12-19,28.5
2017-12-20,31.25
2017-12-21,33.75
2017-12-22,33.0
2017-12-26,33.85
2017-12-27,32.5
2017-12-28,31.95
2017-12-29,31.35
