Date,DCBBANK
2017-01-02,109.4
2017-01-03,111.5
2017-01-04,111.95
2017-01-05,113.9
2017-01-06,113.95
2017-01-09,113.1
2017-01-10,113.3
2017-01-11,116.4
2017-01-12,119.15
2017-01-13,123.9
2017-01-16,121.05
2017-01-17,117.2
2017-01-18,118.65
2017-01-19,119.25
2017-01-20,117.95
2017-01-23,118.95
2017-01-24,119.1
2017-01-25,118.45
2017-01-27,119.15
2017-01-30,118.7
2017-01-31,118.4
2017-02-01,122.5
2017-02-02,124.3
2017-02-03,129.25
2017-02-06,132.85
2017-02-07,134.9
2017-02-08,134.8
2017-02-09,137.85
2017-02-10,136.35
2017-02-13,133.85
2017-02-14,134.75
2017-02-15,134.2
2017-02-16,138.2
2017-02-17,138.6
2017-02-20,152.7
2017-02-21,151.9
2017-02-22,149.95
2017-02-23,153.3
2017-02-27,151.8
2017-02-28,156.0
2017-03-01,154.55
2017-03-02,152.8
2017-03-03,155.35
2017-03-06,155.65
2017-03-07,154.7
2017-03-08,154.35
2017-03-09,157.55
2017-03-10,159.95
2017-03-14,165.5
2017-03-15,164.05
2017-03-16,165.4
2017-03-17,163.75
2017-03-20,164.05
2017-03-21,165.6
2017-03-22,163.5
2017-03-23,165.2
2017-03-24,166.25
2017-03-27,169.35
2017-03-28,171.15
2017-03-29,168.55
2017-03-30,168.35
2017-03-31,170.25
2017-04-03,170.4
2017-04-05,171.35
2017-04-06,170.15
2017-04-07,167.5
2017-04-10,171.1
2017-04-11,181.05
2017-04-12,181.75
2017-04-13,179.7
2017-04-17,173.3
2017-04-18,177.4
2017-04-19,176.25
2017-04-20,180.25
2017-04-21,183.4
2017-04-24,181.95
2017-04-25,183.2
2017-04-26,183.35
2017-04-27,181.75
2017-04-28,183.85
2017-05-02,197.05
2017-05-03,194.0
2017-05-04,192.85
2017-05-05,191.15
2017-05-08,194.35
2017-05-09,192.2
2017-05-10,191.2
2017-05-11,195.1
2017-05-12,190.0
2017-05-15,191.25
2017-05-16,193.3
2017-05-17,197.1
2017-05-18,193.4
2017-05-19,191.45
2017-05-22,191.35
2017-05-23,190.0
2017-05-24,184.45
2017-05-25,186.75
2017-05-26,193.75
2017-05-29,189.45
2017-05-30,189.75
2017-05-31,191.1
2017-06-01,200.45
2017-06-02,201.5
2017-06-05,200.0
2017-06-06,196.7
2017-06-07,202.85
2017-06-08,203.75
2017-06-09,205.35
2017-06-12,202.8
2017-06-13,206.6
2017-06-14,206.35
2017-06-15,209.55
2017-06-16,210.7
2017-06-19,209.35
2017-06-20,209.9
2017-06-21,208.85
2017-06-22,207.3
2017-06-23,199.85
2017-06-27,193.85
2017-06-28,196.75
2017-06-29,196.2
2017-06-30,198.6
2017-07-03,192.95
2017-07-04,193.2
2017-07-05,194.45
2017-07-06,193.75
2017-07-07,193.3
2017-07-10,194.7
2017-07-11,191.55
2017-07-12,196.0
2017-07-13,198.45
2017-07-14,202.1
2017-07-17,198.6
2017-07-18,196.8
2017-07-19,193.6
2017-07-20,193.5
2017-07-21,194.8
2017-07-24,195.85
2017-07-25,197.65
2017-07-26,198.55
2017-07-27,196.85
2017-07-28,194.05
2017-07-31,195.5
2017-08-01,199.9
2017-08-02,199.4
2017-08-03,195.2
2017-08-04,195.1
2017-08-07,196.05
2017-08-08,185.55
2017-08-09,181.4
2017-08-10,172.95
2017-08-11,173.85
2017-08-14,181.15
2017-08-16,185.2
2017-08-17,184.35
2017-08-18,183.1
2017-08-21,178.75
2017-08-22,177.75
2017-08-23,183.5
2017-08-24,185.0
2017-08-28,192.3
2017-08-29,186.4
2017-08-30,189.95
2017-08-31,183.7
2017-09-01,186.55
2017-09-04,185.7
2017-09-05,186.0
2017-09-06,187.65
2017-09-07,190.8
2017-09-08,187.8
2017-09-11,187.1
2017-09-12,188.5
2017-09-13,188.0
2017-09-14,189.9
2017-09-15,190.3
2017-09-18,194.75
2017-09-19,195.55
2017-09-20,197.05
2017-09-21,192.95
2017-09-22,184.7
2017-09-25,182.85
2017-09-26,182.45
2017-09-27,177.05
2017-09-28,179.35
2017-09-29,181.6
2017-10-03,184.05
2017-10-04,184.3
2017-10-05,187.65
2017-10-06,185.7
2017-10-09,186.55
2017-10-10,186.55
2017-10-11,186.6
2017-10-12,188.75
2017-10-13,191.45
2017-10-16,190.25
2017-10-17,184.05
2017-10-18,181.4
2017-10-19,178.2
2017-10-23,182.4
2017-10-24,180.9
2017-10-25,177.45
2017-10-26,177.75
2017-10-27,177.1
2017-10-30,178.95
2017-10-31,177.95
2017-11-01,179.0
2017-11-02,180.2
2017-11-03,181.1
2017-11-06,181.65
2017-11-07,182.45
2017-11-08,173.95
2017-11-09,180.3
2017-11-10,187.1
2017-11-13,181.65
2017-11-14,180.8
2017-11-15,175.9
2017-11-16,173.55
2017-11-17,179.45
2017-11-20,181.2
2017-11-21,179.9
2017-11-22,178.75
2017-11-23,184.2
2017-11-24,186.85
2017-11-27,189.85
2017-11-28,190.65
2017-11-29,184.5
2017-11-30,185.35
2017-12-01,181.75
2017-12-04,183.95
2017-12-05,185.1
2017-12-06,183.2
2017-12-07,185.85
2017-12-08,188.15
2017-12-11,188.55
2017-12-12,187.65
2017-12-13,182.5
2017-12-14,187.5
2017-12-15,190.9
2017-12-18,195.1
2017-12-19,196.7
2017-12-20,194.0
2017-12-21,192.5
2017-12-22,195.05
2017-12-26,194.0
2017-12-27,197.6
2017-12-28,193.6
2017-12-29,196.05
