Date,GRANULES
2017-01-02,108.2
2017-01-03,111.65
2017-01-04,110.0
2017-01-05,111.8
2017-01-06,112.25
2017-01-09,101.2
2017-01-10,104.75
2017-01-11,104.65
2017-01-12,103.5
2017-01-13,104.3
2017-01-16,108.25
2017-01-17,111.7
2017-01-18,113.85
2017-01-19,113.6
2017-01-20,111.2
2017-01-23,112.1
2017-01-24,112.8
2017-01-25,115.35
2017-01-27,114.9
2017-01-30,116.05
2017-01-31,113.3
2017-02-01,113.7
2017-02-02,116.15
2017-02-03,127.9
2017-02-06,127.85
2017-02-07,125.85
2017-02-08,130.7
2017-02-09,131.05
2017-02-10,130.85
2017-02-13,127.4
2017-02-14,125.85
2017-02-15,122.3
2017-02-16,127.6
2017-02-17,126.4
2017-02-20,125.25
2017-02-21,131.05
2017-02-22,128.55
2017-02-23,128.6
2017-02-27,134.0
2017-02-28,134.5
2017-03-01,134.15
2017-03-02,128.2
2017-03-03,129.0
2017-03-06,130.55
2017-03-07,129.4
2017-03-08,129.5
2017-03-09,128.95
2017-03-10,128.5
2017-03-14,129.75
2017-03-15,130.4
2017-03-16,130.45
2017-03-17,129.8
2017-03-20,134.45
2017-03-21,134.65
2017-03-22,135.8
2017-03-23,136.95
2017-03-24,137.55
2017-03-27,139.75
2017-03-28,140.1
2017-03-29,138.2
2017-03-30,139.1
2017-03-31,138.85
2017-04-03,142.4
2017-04-05,141.75
2017-04-06,141.05
2017-04-07,138.9
2017-04-10,138.35
2017-04-11,139.2
2017-04-12,138.35
2017-04-13,139.0
2017-04-17,137.9
2017-04-18,137.5
2017-04-19,141.6
2017-04-20,144.75
2017-04-21,150.3
2017-04-24,146.7
2017-04-25,150.75
2017-04-26,149.05
2017-04-27,150.55
2017-04-28,152.05
2017-05-02,151.65
2017-05-03,144.75
2017-05-04,140.5
2017-05-05,138.7
2017-05-08,141.7
2017-05-09,140.45
2017-05-10,142.25
2017-05-11,146.05
2017-05-12,143.25
2017-05-15,141.7
2017-05-16,151.7
2017-05-17,151.25
2017-05-18,147.45
2017-05-19,148.75
2017-05-22,146.25
2017-05-23,140.25
2017-05-24,134.35
2017-05-25,136.7
2017-05-26,136.25
2017-05-29,133.95
2017-05-30,136.3
2017-05-31,138.55
2017-06-01,141.15
2017-06-02,140.95
2017-06-05,139.85
2017-06-06,136.65
2017-06-07,138.65
2017-06-08,140.3
2017-06-09,141.5
2017-06-12,140.95
2017-06-13,143.45
2017-06-14,143.2
2017-06-15,143.45
2017-06-16,141.55
2017-06-19,139.45
2017-06-20,138.1
2017-06-21,138.5
2017-06-22,136.85
2017-06-23,135.7
2017-06-27,128.9
2017-06-28,132.1
2017-06-29,133.1
2017-06-30,133.4
2017-07-03,139.3
2017-07-04,140.05
2017-07-05,143.6
2017-07-06,144.4
2017-07-07,141.15
2017-07-10,142.75
2017-07-11,139.4
2017-07-12,140.8
2017-07-13,139.9
2017-07-14,140.5
2017-07-17,139.8
2017-07-18,139.45
2017-07-19,144.7
2017-07-20,145.45
2017-07-21,141.95
2017-07-24,142.15
2017-07-25,140.65
2017-07-26,140.7
2017-07-27,137.2
2017-07-28,138.7
2017-07-31,136.2
2017-08-01,137.8
2017-08-02,136.3
2017-08-03,132.25
2017-08-04,131.65
2017-08-07,132.55
2017-08-08,126.75
2017-08-09,116.8
2017-08-10,107.05
2017-08-11,109.2
2017-08-14,116.1
2017-08-16,126.8
2017-08-17,126.8
2017-08-18,126.95
2017-08-21,126.0
2017-08-22,127.4
2017-08-23,128.35
2017-08-24,130.0
2017-08-28,130.5
2017-08-29,126.1
2017-08-30,127.6
2017-08-31,127.7
2017-09-01,129.65
2017-09-04,127.0
2017-09-05,129.0
2017-09-06,127.35
2017-09-07,127.5
2017-09-08,123.35
2017-09-11,123.1
2017-09-12,125.1
2017-09-13,125.35
2017-09-14,125.65
2017-09-15,126.4
2017-09-18,134.55
2017-09-19,131.85
2017-09-20,131.2
2017-09-21,128.45
2017-09-22,122.4
2017-09-25,119.55
2017-09-26,117.1
2017-09-27,114.5
2017-09-28,112.25
2017-09-29,113.35
2017-10-03,114.45
2017-10-04,116.7
2017-10-05,114.7
2017-10-06,121.8
2017-10-09,126.1
2017-10-10,127.0
2017-10-11,128.55
2017-10-12,134.4
2017-10-13,136.15
2017-10-16,140.7
2017-10-17,142.85
2017-10-18,142.5
2017-10-19,143.65
2017-10-23,141.45
2017-10-24,139.85
2017-10-25,139.95
2017-10-26,137.9
2017-10-27,135.65
2017-10-30,139.5
2017-10-31,139.5
2017-11-01,138.15
2017-11-02,141.05
2017-11-03,140.55
2017-11-06,138.95
2017-11-07,135.3
2017-11-08,134.75
2017-11-09,131.0
2017-11-10,126.65
2017-11-13,122.95
2017-11-14,120.4
2017-11-15,120.65
2017-11-16,121.3
2017-11-17,122.7
2017-11-20,125.5
2017-11-21,125.65
2017-11-22,124.85
2017-11-23,123.35
2017-11-24,125.1
2017-11-27,124.75
2017-11-28,124.3
2017-11-29,131.45
2017-11-30,128.15
2017-12-01,124.25
2017-12-04,125.5
2017-12-05,125.3
2017-12-06,123.5
2017-12-07,126.05
2017-12-08,127.1
2017-12-11,131.9
2017-12-12,131.0
2017-12-13,128.35
2017-12-14,126.55
2017-12-15,126.8
2017-12-18,127.25
2017-12-19,128.9
2017-12-20,127.75
2017-12-21,128.95
2017-12-22,132.35
2017-12-26,137.4
2017-12-27,138.95
2017-12-28,136.75
2017-12-29,137.45
