Date,FCONSUMER
2017-01-02,19.9
2017-01-03,20.75
2017-01-04,21.95
2017-01-05,21.4
2017-01-06,20.95
2017-01-09,20.9
2017-01-10,21.3
2017-01-11,21.65
2017-01-12,21.1
2017-01-13,21.5
2017-01-16,22.25
2017-01-17,21.95
2017-01-18,21.9
2017-01-19,21.75
2017-01-20,22.1
2017-01-23,23.2
2017-01-24,23.45
2017-01-25,23.3
2017-01-27,23.3
2017-01-30,23.1
2017-01-31,22.55
2017-02-01,22.85
2017-02-02,22.6
2017-02-03,23.25
2017-02-06,23.9
2017-02-07,26.0
2017-02-08,26.5
2017-02-09,28.35
2017-02-10,28.6
2017-02-13,27.05
2017-02-14,26.25
2017-02-15,25.35
2017-02-16,26.15
2017-02-17,26.45
2017-02-20,27.15
2017-02-21,28.2
2017-02-22,28.4
2017-02-23,28.0
2017-02-27,27.55
2017-02-28,28.35
2017-03-01,28.1
2017-03-02,27.2
2017-03-03,27.65
2017-03-06,27.3
2017-03-07,29.55
2017-03-08,30.25
2017-03-09,30.5
2017-03-10,29.85
2017-03-14,29.5
2017-03-15,29.95
2017-03-16,29.55
2017-03-17,29.65
2017-03-20,30.9
2017-03-21,29.65
2017-03-22,28.7
2017-03-23,28.7
2017-03-24,28.4
2017-03-27,27.9
2017-03-28,27.85
2017-03-29,28.1
2017-03-30,29.0
2017-03-31,29.1
2017-04-03,30.4
2017-04-05,33.2
2017-04-06,34.9
2017-04-07,34.45
2017-04-10,35.4
2017-04-11,35.0
2017-04-12,33.65
2017-04-13,33.65
2017-04-17,33.0
2017-04-18,31.95
2017-04-19,32.25
2017-04-20,33.95
2017-04-21,33.95
2017-04-24,34.05
2017-04-25,33.9
2017-04-26,32.75
2017-04-27,32.15
2017-04-28,32.2
2017-05-02,33.0
2017-05-03,32.55
2017-05-04,33.05
2017-05-05,32.15
2017-05-08,31.9
2017-05-09,32.05
2017-05-10,33.05
2017-05-11,32.75
2017-05-12,32.2
2017-05-15,31.9
2017-05-16,32.35
2017-05-17,32.85
2017-05-18,32.1
2017-05-19,31.8
2017-05-22,31.4
2017-05-23,29.5
2017-05-24,29.25
2017-05-25,30.55
2017-05-26,31.5
2017-05-29,30.4
2017-05-30,29.9
2017-05-31,30.5
2017-06-01,31.5
2017-06-02,31.8
2017-06-05,32.0
2017-06-06,31.65
2017-06-07,32.0
2017-06-08,32.35
2017-06-09,32.35
2017-06-12,32.0
2017-06-13,32.75
2017-06-14,32.75
2017-06-15,32.65
2017-06-16,33.05
2017-06-19,33.6
2017-06-20,33.7
2017-06-21,33.4
2017-06-22,32.4
2017-06-23,31.9
2017-06-27,30.75
2017-06-28,30.3
2017-06-29,30.75
2017-06-30,30.3
2017-07-03,31.2
2017-07-04,31.8
2017-07-05,31.95
2017-07-06,33.95
2017-07-07,33.95
2017-07-10,33.95
2017-07-11,34.05
2017-07-12,37.35
2017-07-13,37.2
2017-07-14,37.3
2017-07-17,38.25
2017-07-18,41.35
2017-07-19,44.15
2017-07-20,45.2
2017-07-21,44.15
2017-07-24,44.1
2017-07-25,41.95
2017-07-26,42.25
2017-07-27,41.4
2017-07-28,42.2
2017-07-31,42.2
2017-08-01,42.25
2017-08-02,41.5
2017-08-03,39.8
2017-08-04,41.25
2017-08-07,42.2
2017-08-08,41.75
2017-08-09,40.55
2017-08-10,39.0
2017-08-11,38.75
2017-08-14,41.25
2017-08-16,42.95
2017-08-17,42.75
2017-08-18,42.45
2017-08-21,41.8
2017-08-22,44.3
2017-08-23,46.1
2017-08-24,47.45
2017-08-28,49.45
2017-08-29,48.0
2017-08-30,49.8
2017-08-31,50.7
2017-09-01,50.35
2017-09-04,48.8
2017-09-05,50.15
2017-09-06,55.1
2017-09-07,63.6
2017-09-08,65.0
2017-09-11,67.0
2017-09-12,66.0
2017-09-13,63.1
2017-09-14,64.65
2017-09-15,64.7
2017-09-18,62.4
2017-09-19,60.65
2017-09-20,64.6
2017-09-21,63.85
2017-09-22,60.85
2017-09-25,57.85
2017-09-26,60.7
2017-09-27,57.95
2017-09-28,57.65
2017-09-29,59.8
2017-10-03,60.4
2017-10-04,61.35
2017-10-05,64.55
2017-10-06,66.15
2017-10-09,65.4
2017-10-10,66.95
2017-10-11,64.95
2017-10-12,65.65
2017-10-13,65.05
2017-10-16,63.3
2017-10-17,63.15
2017-10-18,61.25
2017-10-19,60.6
2017-10-23,60.15
2017-10-24,58.55
2017-10-25,57.7
2017-10-26,56.65
2017-10-27,60.7
2017-10-30,61.9
2017-10-31,61.15
2017-11-01,59.75
2017-11-02,60.4
2017-11-03,59.85
2017-11-06,60.0
2017-11-07,61.75
2017-11-08,60.95
2017-11-09,60.1
2017-11-10,59.45
2017-11-13,60.45
2017-11-14,60.85
2017-11-15,59.65
2017-11-16,59.0
2017-11-17,58.15
2017-11-20,57.9
2017-11-21,58.4
2017-11-22,60.1
2017-11-23,61.35
2017-11-24,63.05
2017-11-27,62.15
2017-11-28,60.5
2017-11-29,59.8
2017-11-30,59.2
2017-12-01,58.25
2017-12-04,57.85
2017-12-05,57.8
2017-12-06,58.35
2017-12-07,58.6
2017-12-08,68.05
2017-12-11,67.0
2017-12-12,65.3
2017-12-13,63.7
2017-12-14,63.45
2017-12-15,67.85
2017-12-18,67.2
2017-12-19,67.7
2017-12-20,72.05
2017-12-21,73.7
2017-12-22,76.4
2017-12-26,78.15
2017-12-27,76.85
2017-12-28,76.2
2017-12-29,75.3
