Date,SPLIL
2017-01-02,27.25
2017-01-03,26.85
2017-01-04,26.35
2017-01-05,26.45
2017-01-06,27.05
2017-01-09,26.8
2017-01-10,27.35
2017-01-11,28.05
2017-01-12,28.25
2017-01-13,28.0
2017-01-16,28.0
2017-01-17,27.6
2017-01-18,28.1
2017-01-19,28.65
2017-01-20,28.0
2017-01-23,27.9
2017-01-24,28.75
2017-01-25,28.9
2017-01-27,28.0
2017-01-30,28.45
2017-01-31,27.65
2017-02-01,28.5
2017-02-02,28.4
2017-02-03,28.55
2017-02-06,27.45
2017-02-07,27.6
2017-02-08,27.75
2017-02-09,27.65
2017-02-10,27.95
2017-02-13,27.55
2017-02-14,26.55
2017-02-15,25.2
2017-02-16,26.15
2017-02-17,26.05
2017-02-20,25.75
2017-02-21,26.0
2017-02-22,25.75
2017-02-23,25.7
2017-02-27,25.3
2017-02-28,25.15
2017-03-01,25.3
2017-03-02,25.1
2017-03-03,25.2
2017-03-06,24.5
2017-03-07,23.9
2017-03-08,23.75
2017-03-09,23.35
2017-03-10,24.0
2017-03-14,24.1
2017-03-15,23.95
2017-03-16,24.2
2017-03-17,24.1
2017-03-20,24.05
2017-03-21,24.05
2017-03-22,24.15
2017-03-23,24.3
2017-03-24,24.15
2017-03-27,25.45
2017-03-28,25.1
2017-03-29,23.6
2017-03-30,23.95
2017-03-31,23.6
2017-04-03,23.8
2017-04-05,25.2
2017-04-06,24.35
2017-04-07,24.5
2017-04-10,24.3
2017-04-11,24.7
2017-04-12,24.0
2017-04-13,24.3
2017-04-17,24.1
2017-04-18,24.15
2017-04-19,24.0
2017-04-20,23.75
2017-04-21,24.25
2017-04-24,24.05
2017-04-25,24.0
2017-04-26,23.95
2017-04-27,23.7
2017-04-28,23.65
2017-05-02,23.85
2017-05-03,23.55
2017-05-04,23.6
2017-05-05,23.5
2017-05-08,23.35
2017-05-09,23.95
2017-05-10,23.65
2017-05-11,24.0
2017-05-12,23.6
2017-05-15,23.35
2017-05-16,23.45
2017-05-17,23.35
2017-05-18,22.7
2017-05-19,22.85
2017-05-22,21.95
2017-05-23,21.5
2017-05-24,20.85
2017-05-25,20.5
2017-05-26,21.45
2017-05-29,19.85
2017-05-30,18.8
2017-05-31,19.6
2017-06-01,19.7
2017-06-02,19.95
2017-06-05,20.1
2017-06-06,20.35
2017-06-07,20.2
2017-06-08,20.35
2017-06-09,20.75
2017-06-12,21.75
2017-06-13,21.1
2017-06-14,22.85
2017-06-15,22.45
2017-06-16,21.75
2017-06-19,22.3
2017-06-20,22.1
2017-06-21,21.6
2017-06-22,21.45
2017-06-23,21.2
2017-06-27,20.95
2017-06-28,20.55
2017-06-29,20.6
2017-06-30,20.45
2017-07-03,21.35
2017-07-04,21.05
2017-07-05,21.7
2017-07-06,21.55
2017-07-07,21.7
2017-07-10,22.4
2017-07-11,22.5
2017-07-12,22.35
2017-07-13,22.05
2017-07-14,21.9
2017-07-17,22.1
2017-07-18,22.15
2017-07-19,23.35
2017-07-20,23.55
2017-07-21,22.6
2017-07-24,22.55
2017-07-25,22.1
2017-07-26,21.85
2017-07-27,21.55
2017-07-28,21.65
2017-07-31,22.45
2017-08-01,22.5
2017-08-02,21.2
2017-08-03,21.25
2017-08-04,20.65
2017-08-07,21.3
2017-08-08,20.7
2017-08-09,19.15
2017-08-10,18.2
2017-08-11,17.8
2017-08-14,18.55
2017-08-16,18.05
2017-08-17,18.75
2017-08-18,18.6
2017-08-21,18.35
2017-08-22,18.9
2017-08-23,18.3
2017-08-24,18.7
2017-08-28,18.55
2017-08-29,19.3
2017-08-30,18.7
2017-08-31,18.65
2017-09-01,18.85
2017-09-04,19.6
2017-09-05,19.45
2017-09-06,19.15
2017-09-07,19.0
2017-09-08,18.6
2017-09-11,18.8
2017-09-12,18.9
2017-09-13,19.8
2017-09-14,21.65
2017-09-15,20.55
2017-09-18,20.65
2017-09-19,20.3
2017-09-20,20.6
2017-09-21,20.4
2017-09-22,19.6
2017-09-25,18.95
2017-09-26,19.25
2017-09-27,18.7
2017-09-28,19.15
2017-09-29,19.2
2017-10-03,19.3
2017-10-04,19.55
2017-10-05,19.5
2017-10-06,19.6
2017-10-09,19.8
2017-10-10,19.55
2017-10-11,19.15
2017-10-12,19.25
2017-10-13,19.2
2017-10-16,18.85
2017-10-17,19.0
2017-10-18,19.2
2017-10-19,18.8
2017-10-23,20.2
2017-10-24,21.3
2017-10-25,21.55
2017-10-26,21.3
2017-10-27,20.4
2017-10-30,20.9
2017-10-31,20.8
2017-11-01,21.05
2017-11-02,20.75
2017-11-03,21.0
2017-11-06,20.7
2017-11-07,20.0
2017-11-08,20.05
2017-11-09,19.3
2017-11-10,19.5
2017-11-13,19.25
2017-11-14,19.05
2017-11-15,19.3
2017-11-16,18.95
2017-11-17,18.9
2017-11-20,19.2
2017-11-21,19.3
2017-11-22,19.0
2017-11-23,18.9
2017-11-24,19.0
2017-11-27,20.0
2017-11-28,19.45
2017-11-29,19.45
2017-11-30,19.35
2017-12-01,19.5
2017-12-04,19.7
2017-12-05,19.0
2017-12-06,19.1
2017-12-07,19.6
2017-12-08,19.9
2017-12-11,20.15
2017-12-12,20.0
2017-12-13,24.0
2017-12-14,26.2
2017-12-15,24.65
2017-12-18,23.45
2017-12-19,22.75
2017-12-20,22.7
2017-12-21,22.45
2017-12-22,23.25
2017-12-26,22.9
2017-12-27,22.75
2017-12-28,22.55
2017-12-29,23.05
