Date,ATUL
2017-01-02,2047.65
2017-01-03,2054.05
2017-01-04,2048.9
2017-01-05,2049.45
2017-01-06,2076.9
2017-01-09,2076.05
2017-01-10,2077.8
2017-01-11,2122.35
2017-01-12,2178.95
2017-01-13,2154.85
2017-01-16,2172.45
2017-01-17,2161.5
2017-01-18,2258.35
2017-01-19,2240.45
2017-01-20,2157.05
2017-01-23,2127.9
2017-01-24,2137.9
2017-01-25,2182.45
2017-01-27,2254.9
2017-01-30,2273.8
2017-01-31,2269.8
2017-02-01,2303.85
2017-02-02,2301.65
2017-02-03,2381.7
2017-02-06,2395.8
2017-02-07,2398.4
2017-02-08,2334.8
2017-02-09,2321.8
2017-02-10,2301.95
2017-02-13,2303.9
2017-02-14,2287.45
2017-02-15,2219.9
2017-02-16,2227.35
2017-02-17,2212.65
2017-02-20,2234.95
2017-02-21,2250.0
2017-02-22,2228.1
2017-02-23,2220.45
2017-02-27,2220.95
2017-02-28,2228.3
2017-03-01,2223.7
2017-03-02,2207.95
2017-03-03,2189.25
2017-03-06,2174.4
2017-03-07,2151.35
2017-03-08,2135.4
2017-03-09,2175.1
2017-03-10,2155.95
2017-03-14,2159.75
2017-03-15,2191.55
2017-03-16,2212.4
2017-03-17,2264.1
2017-03-20,2229.95
2017-03-21,2241.95
2017-03-22,2230.35
2017-03-23,2230.75
2017-03-24,2250.4
2017-03-27,2276.2
2017-03-28,2290.0
2017-03-29,2380.45
2017-03-30,2405.65
2017-03-31,2391.85
2017-04-03,2367.05
2017-04-05,2374.9
2017-04-06,2392.1
2017-04-07,2421.25
2017-04-10,2463.55
2017-04-11,2498.95
2017-04-12,2517.6
2017-04-13,2492.15
2017-04-17,2499.5
2017-04-18,2429.0
2017-04-19,2412.4
2017-04-20,2421.35
2017-04-21,2503.2
2017-04-24,2500.6
2017-04-25,2528.05
2017-04-26,2474.75
2017-04-27,2451.15
2017-04-28,2443.2
2017-05-02,2400.75
2017-05-03,2375.85
2017-05-04,2372.45
2017-05-05,2442.1
2017-05-08,2449.75
2017-05-09,2480.35
2017-05-10,2517.5
2017-05-11,2528.6
2017-05-12,2513.25
2017-05-15,2559.05
2017-05-16,2573.85
2017-05-17,2566.85
2017-05-18,2522.55
2017-05-19,2524.1
2017-05-22,2478.45
2017-05-23,2414.25
2017-05-24,2400.0
2017-05-25,2503.45
2017-05-26,2542.95
2017-05-29,2499.25
2017-05-30,2500.95
2017-05-31,2510.1
2017-06-01,2558.45
2017-06-02,2524.25
2017-06-05,2506.45
2017-06-06,2466.6
2017-06-07,2445.05
2017-06-08,2466.3
2017-06-09,2448.5
2017-06-12,2471.25
2017-06-13,2448.85
2017-06-14,2437.85
2017-06-15,2448.3
2017-06-16,2474.75
2017-06-19,2473.0
2017-06-20,2457.95
2017-06-21,2471.85
2017-06-22,2477.75
2017-06-23,2450.15
2017-06-27,2408.7
2017-06-28,2375.5
2017-06-29,2427.4
2017-06-30,2414.65
2017-07-03,2427.45
2017-07-04,2425.15
2017-07-05,2448.2
2017-07-06,2480.7
2017-07-07,2500.1
2017-07-10,2476.75
2017-07-11,2478.2
2017-07-12,2439.95
2017-07-13,2473.55
2017-07-14,2500.7
2017-07-17,2467.65
2017-07-18,2431.15
2017-07-19,2429.65
2017-07-20,2392.25
2017-07-21,2293.65
2017-07-24,2210.95
2017-07-25,2226.05
2017-07-26,2207.55
2017-07-27,2220.35
2017-07-28,2229.25
2017-07-31,2198.85
2017-08-01,2185.6
2017-08-02,2165.95
2017-08-03,2119.6
2017-08-04,2101.5
2017-08-07,2091.05
2017-08-08,2086.1
2017-08-09,2057.25
2017-08-10,2036.0
2017-08-11,2056.75
2017-08-14,2100.55
2017-08-16,2116.25
2017-08-17,2099.6
2017-08-18,2070.65
2017-08-21,1994.65
2017-08-22,2002.25
2017-08-23,2024.2
2017-08-24,2025.75
2017-08-28,2106.45
2017-08-29,2076.5
2017-08-30,2098.15
2017-08-31,2183.9
2017-09-01,2202.85
2017-09-04,2243.35
2017-09-05,2252.25
2017-09-06,2228.15
2017-09-07,2220.4
2017-09-08,2206.25
2017-09-11,2171.35
2017-09-12,2163.05
2017-09-13,2181.8
2017-09-14,2189.25
2017-09-15,2239.85
2017-09-18,2307.65
2017-09-19,2352.55
2017-09-20,2382.5
2017-09-21,2349.5
2017-09-22,2373.1
2017-09-25,2262.9
2017-09-26,2298.9
2017-09-27,2238.55
2017-09-28,2274.4
2017-09-29,2390.1
2017-10-03,2313.1
2017-10-04,2294.95
2017-10-05,2289.25
2017-10-06,2286.95
2017-10-09,2306.5
2017-10-10,2325.25
2017-10-11,2325.55
2017-10-12,2383.05
2017-10-13,2384.85
2017-10-16,2366.5
2017-10-17,2472.75
2017-10-18,2454.2
2017-10-19,2412.9
2017-10-23,2406.0
2017-10-24,2433.25
2017-10-25,2389.0
2017-10-26,2392.6
2017-10-27,2364.65
2017-10-30,2434.8
2017-10-31,2397.75
2017-11-01,2417.9
2017-11-02,2428.2
2017-11-03,2590.35
2017-11-06,2514.2
2017-11-07,2467.5
2017-11-08,2483.15
