Date,MINDAIND
2017-01-02,314.2
2017-01-03,317.0
2017-01-04,315.3
2017-01-05,323.85
2017-01-06,327.05
2017-01-09,326.2
2017-01-10,328.55
2017-01-11,330.25
2017-01-12,330.9
2017-01-13,329.3
2017-01-16,330.8
2017-01-17,341.15
2017-01-18,356.95
2017-01-19,353.95
2017-01-20,343.75
2017-01-23,345.45
2017-01-24,343.9
2017-01-25,343.4
2017-01-27,350.4
2017-01-30,348.5
2017-01-31,348.55
2017-02-01,354.05
2017-02-02,370.9
2017-02-03,383.45
2017-02-06,384.1
2017-02-07,380.65
2017-02-08,386.2
2017-02-09,375.8
2017-02-10,380.4
2017-02-13,372.75
2017-02-14,377.4
2017-02-15,373.6
2017-02-16,377.35
2017-02-17,377.55
2017-02-20,381.2
2017-02-21,379.45
2017-02-22,394.05
2017-02-23,394.4
2017-02-27,412.65
2017-02-28,439.5
2017-03-01,434.9
2017-03-02,423.5
2017-03-03,430.4
2017-03-06,439.65
2017-03-07,435.6
2017-03-08,431.1
2017-03-09,435.6
2017-03-10,433.0
2017-03-14,443.5
2017-03-15,439.95
2017-03-16,439.65
2017-03-17,430.5
2017-03-20,435.55
2017-03-21,432.6
2017-03-22,434.75
2017-03-23,438.25
2017-03-24,432.2
2017-03-27,432.8
2017-03-28,434.9
2017-03-29,436.75
2017-03-30,436.7
2017-03-31,444.4
2017-04-03,440.35
2017-04-05,443.95
2017-04-06,444.8
2017-04-07,440.4
2017-04-10,441.35
2017-04-11,440.6
2017-04-12,434.2
2017-04-13,434.45
2017-04-17,441.0
2017-04-18,438.1
2017-04-19,434.9
2017-04-20,440.4
2017-04-21,468.15
2017-04-24,473.5
2017-04-25,479.55
2017-04-26,470.35
2017-04-27,476.5
2017-04-28,480.6
2017-05-02,496.95
2017-05-03,497.15
2017-05-04,485.35
2017-05-05,482.25
2017-05-08,493.15
2017-05-09,503.75
2017-05-10,497.35
2017-05-11,499.0
2017-05-12,495.65
2017-05-15,517.9
2017-05-16,545.6
2017-05-17,560.1
2017-05-18,545.25
2017-05-19,560.8
2017-05-22,564.05
2017-05-23,552.9
2017-05-24,555.55
2017-05-25,568.9
2017-05-26,596.15
2017-05-29,607.2
2017-05-30,605.05
2017-05-31,627.3
2017-06-01,625.9
2017-06-02,619.3
2017-06-05,627.75
2017-06-06,628.7
2017-06-07,623.85
2017-06-08,621.8
2017-06-09,623.7
2017-06-12,597.85
2017-06-13,595.35
2017-06-14,596.4
2017-06-15,596.3
2017-06-16,591.15
2017-06-19,606.65
2017-06-20,607.15
2017-06-21,598.4
2017-06-22,598.55
2017-06-23,604.3
2017-06-27,600.45
2017-06-28,604.05
2017-06-29,628.25
2017-06-30,640.35
2017-07-03,652.65
2017-07-04,656.75
2017-07-05,671.8
2017-07-06,670.55
2017-07-07,670.7
2017-07-10,672.45
2017-07-11,674.1
2017-07-12,680.2
2017-07-13,686.15
2017-07-14,682.55
2017-07-17,684.45
2017-07-18,667.9
2017-07-19,683.85
2017-07-20,705.95
2017-07-21,742.65
2017-07-24,759.65
2017-07-25,817.8
2017-07-26,776.7
2017-07-27,773.5
2017-07-28,785.5
2017-07-31,791.5
2017-08-01,780.55
2017-08-02,788.65
2017-08-03,778.4
2017-08-04,770.75
2017-08-07,762.0
2017-08-08,774.6
2017-08-09,776.35
2017-08-10,757.25
2017-08-11,755.1
2017-08-14,782.15
2017-08-16,799.85
2017-08-17,792.1
2017-08-18,780.05
2017-08-21,771.8
2017-08-22,773.4
2017-08-23,778.15
2017-08-24,778.8
2017-08-28,800.1
2017-08-29,802.25
2017-08-30,825.0
2017-08-31,844.85
2017-09-01,877.55
2017-09-04,877.65
2017-09-05,875.05
2017-09-06,872.35
2017-09-07,866.3
2017-09-08,872.5
2017-09-11,876.45
2017-09-12,873.6
2017-09-13,864.95
2017-09-14,867.7
2017-09-15,868.15
2017-09-18,856.9
2017-09-19,863.0
2017-09-20,862.35
2017-09-21,860.05
2017-09-22,855.15
2017-09-25,833.15
2017-09-26,842.75
2017-09-27,826.85
2017-09-28,837.7
2017-09-29,828.25
2017-10-03,842.5
2017-10-04,858.5
2017-10-05,863.3
2017-10-06,856.2
2017-10-09,833.85
2017-10-10,818.3
2017-10-11,812.45
2017-10-12,816.65
2017-10-13,826.6
2017-10-16,836.5
2017-10-17,845.55
2017-10-18,838.0
2017-10-19,842.4
2017-10-23,838.65
2017-10-24,823.7
2017-10-25,811.85
2017-10-26,832.7
2017-10-27,811.8
2017-10-30,819.95
2017-10-31,820.15
2017-11-01,886.55
2017-11-02,902.05
2017-11-03,910.35
2017-11-06,951.35
2017-11-07,967.55
2017-11-08,936.35
2017-11-09,941.6
2017-11-10,955.65
2017-11-13,977.25
2017-11-14,1035.85
2017-11-15,1037.55
2017-11-16,1035.95
2017-11-17,1053.0
2017-11-20,1097.4
2017-11-21,1135.7
2017-11-22,1102.4
2017-11-23,1117.75
2017-11-24,1146.25
2017-11-27,1188.9
2017-11-28,1196.2
2017-11-29,1181.05
2017-11-30,1243.6
2017-12-01,1247.45
2017-12-04,1203.45
2017-12-05,1130.95
2017-12-06,1103.7
2017-12-07,1122.2
2017-12-08,1126.8
2017-12-11,1133.95
2017-12-12,1127.15
2017-12-13,1114.0
2017-12-14,1104.85
2017-12-15,1139.25
2017-12-18,1178.05
2017-12-19,1232.1
2017-12-20,1299.35
2017-12-21,1304.45
2017-12-22,1316.25
2017-12-26,1287.75
2017-12-27,1292.9
2017-12-28,1293.5
2017-12-29,1286.4
