Date,ISFT
2017-01-02,422.8
2017-01-03,424.3
2017-01-04,428.8
2017-01-05,424.85
2017-01-06,416.95
2017-01-09,391.05
2017-01-10,390.7
2017-01-11,388.8
2017-01-12,388.35
2017-01-13,387.55
2017-01-16,394.2
2017-01-17,393.45
2017-01-18,388.3
2017-01-19,386.85
2017-01-20,384.75
2017-01-23,404.15
2017-01-24,398.45
2017-01-25,389.85
2017-01-27,386.35
2017-01-30,400.15
2017-01-31,387.35
2017-02-01,387.7
2017-02-02,381.25
2017-02-03,374.25
2017-02-06,377.3
2017-02-07,374.75
2017-02-08,376.4
2017-02-09,378.0
2017-02-10,399.6
2017-02-13,378.05
2017-02-14,350.55
2017-02-15,348.85
2017-02-16,349.9
2017-02-17,350.65
2017-02-20,361.2
2017-02-21,371.55
2017-02-22,369.8
2017-02-23,365.8
2017-02-27,346.2
2017-02-28,341.15
2017-03-01,352.45
2017-03-02,347.45
2017-03-03,350.5
2017-03-06,342.6
2017-03-07,344.1
2017-03-08,332.95
2017-03-09,334.2
2017-03-10,326.1
2017-03-14,313.6
2017-03-15,316.95
2017-03-16,338.75
2017-03-17,340.5
2017-03-20,333.6
2017-03-21,323.2
2017-03-22,320.4
2017-03-23,324.9
2017-03-24,321.8
2017-03-27,312.8
2017-03-28,311.65
2017-03-29,314.5
2017-03-30,325.05
2017-03-31,330.45
2017-04-03,345.15
2017-04-05,354.25
2017-04-06,361.7
2017-04-07,370.5
2017-04-10,376.8
2017-04-11,380.45
2017-04-12,374.7
2017-04-13,370.75
2017-04-17,373.95
2017-04-18,373.5
2017-04-19,387.05
2017-04-20,390.05
2017-04-21,380.5
2017-04-24,383.7
2017-04-25,375.95
2017-04-26,384.4
2017-04-27,389.8
2017-04-28,392.65
2017-05-02,381.35
2017-05-03,372.55
2017-05-04,375.8
2017-05-05,364.4
2017-05-08,372.4
2017-05-09,371.85
2017-05-10,380.1
2017-05-11,371.0
2017-05-12,375.3
2017-05-15,373.2
2017-05-16,369.05
2017-05-17,352.2
2017-05-18,353.65
2017-05-19,361.35
2017-05-22,344.6
2017-05-23,334.8
2017-05-24,342.65
2017-05-25,336.2
2017-05-26,334.75
2017-05-29,320.75
2017-05-30,347.75
2017-05-31,356.7
2017-06-01,347.95
2017-06-02,354.75
2017-06-05,350.1
2017-06-06,341.4
2017-06-07,339.9
2017-06-08,341.75
2017-06-09,340.1
2017-06-12,337.3
2017-06-13,331.75
2017-06-14,332.6
2017-06-15,332.15
2017-06-16,336.35
2017-06-19,325.3
2017-06-20,347.2
2017-06-21,360.0
2017-06-22,367.15
2017-06-23,385.4
2017-06-27,380.8
2017-06-28,375.5
2017-06-29,405.65
2017-06-30,405.55
2017-07-03,410.25
2017-07-04,403.75
2017-07-05,407.6
2017-07-06,420.25
2017-07-07,442.6
2017-07-10,447.15
2017-07-11,435.45
2017-07-12,428.0
2017-07-13,424.3
2017-07-14,422.6
2017-07-17,425.2
2017-07-18,427.4
2017-07-19,439.4
2017-07-20,427.2
2017-07-21,428.05
2017-07-24,423.5
2017-07-25,423.25
2017-07-26,419.2
2017-07-27,419.35
2017-07-28,447.75
2017-07-31,442.65
2017-08-01,438.05
2017-08-02,433.95
2017-08-03,430.95
2017-08-04,424.6
2017-08-07,434.2
2017-08-08,427.35
2017-08-09,421.2
2017-08-10,397.6
2017-08-11,402.6
2017-08-14,410.9
2017-08-16,413.1
2017-08-17,415.1
2017-08-18,436.5
2017-08-21,464.8
2017-08-22,448.75
2017-08-23,467.75
2017-08-24,509.4
2017-08-28,506.1
2017-08-29,496.65
2017-08-30,526.05
2017-08-31,529.95
2017-09-01,509.25
2017-09-04,490.35
2017-09-05,525.85
2017-09-06,516.5
2017-09-07,516.45
2017-09-08,509.35
2017-09-11,514.45
2017-09-12,511.1
2017-09-13,500.05
2017-09-14,494.2
2017-09-15,508.0
2017-09-18,507.55
2017-09-19,498.85
2017-09-20,523.9
2017-09-21,522.45
2017-09-22,498.5
2017-09-25,483.35
2017-09-26,501.35
2017-09-27,489.7
2017-09-28,488.9
2017-09-29,489.0
2017-10-03,480.35
2017-10-04,485.45
2017-10-05,481.85
2017-10-06,479.75
2017-10-09,477.1
2017-10-10,512.95
2017-10-11,491.6
2017-10-12,491.8
2017-10-13,497.4
2017-10-16,485.55
2017-10-17,482.85
2017-10-18,474.55
2017-10-19,487.85
2017-10-23,493.6
2017-10-24,485.0
2017-10-25,473.9
2017-10-26,479.45
2017-10-27,475.0
2017-10-30,475.3
2017-10-31,484.3
2017-11-01,497.55
2017-11-02,519.35
2017-11-03,576.25
2017-11-06,617.0
2017-11-07,625.65
2017-11-08,645.35
2017-11-09,619.7
2017-11-10,610.85
2017-11-13,596.95
2017-11-14,600.05
2017-11-15,598.85
2017-11-16,638.8
2017-11-17,646.0
2017-11-20,653.4
2017-11-21,639.3
2017-11-22,624.4
2017-11-23,627.65
2017-11-24,622.95
2017-11-27,643.85
2017-11-28,645.15
2017-11-29,641.0
2017-11-30,695.95
2017-12-01,679.0
2017-12-04,718.9
2017-12-05,789.7
2017-12-06,760.6
2017-12-07,758.8
2017-12-08,806.0
2017-12-11,779.85
2017-12-12,795.6
2017-12-13,782.2
2017-12-14,788.7
2017-12-15,791.8
2017-12-18,783.75
2017-12-19,822.15
2017-12-20,828.65
2017-12-21,820.75
2017-12-22,827.8
2017-12-26,821.45
2017-12-27,797.85
2017-12-28,795.05
2017-12-29,775.1
