Date,JUNIORBEES
2017-01-02,218.61
2017-01-03,219.49
2017-01-04,219.54
2017-01-05,221.11
2017-01-06,221.95
2017-01-09,222.41
2017-01-10,224.21
2017-01-11,225.97
2017-01-12,228.23
2017-01-13,229.41
2017-01-16,230.22
2017-01-17,228.33
2017-01-18,229.56
2017-01-19,231.15
2017-01-20,227.97
2017-01-23,229.6
2017-01-24,231.69
2017-01-25,235.65
2017-01-27,237.23
2017-01-30,237.19
2017-01-31,235.76
2017-02-01,239.33
2017-02-02,241.04
2017-02-03,240.62
2017-02-06,242.67
2017-02-07,243.06
2017-02-08,244.17
2017-02-09,244.83
2017-02-10,244.39
2017-02-13,243.68
2017-02-14,242.84
2017-02-15,239.72
2017-02-16,242.11
2017-02-17,243.97
2017-02-20,247.04
2017-02-21,248.34
2017-02-22,247.54
2017-02-23,245.55
2017-02-27,245.66
2017-02-28,247.08
2017-03-01,247.5
2017-03-02,244.53
2017-03-03,243.88
2017-03-06,245.42
2017-03-07,245.17
2017-03-08,242.48
2017-03-09,242.69
2017-03-10,243.18
2017-03-14,247.09
2017-03-15,247.62
2017-03-16,251.01
2017-03-17,250.85
2017-03-20,251.56
2017-03-21,251.45
2017-03-22,248.96
2017-03-23,251.48
2017-03-24,250.03
2017-03-27,250.3
2017-03-28,251.06
2017-03-29,252.17
2017-03-30,252.87
2017-03-31,253.11
2017-04-03,255.01
2017-04-05,256.96
2017-04-06,257.47
2017-04-07,259.17
2017-04-10,259.44
2017-04-11,262.15
2017-04-12,262.37
2017-04-13,262.74
2017-04-17,261.18
2017-04-18,259.1
2017-04-19,260.3
2017-04-20,261.79
2017-04-21,261.77
2017-04-24,263.93
2017-04-25,267.74
2017-04-26,267.04
2017-04-27,266.72
2017-04-28,266.7
2017-05-02,268.19
2017-05-03,267.97
2017-05-04,269.03
2017-05-05,265.53
2017-05-08,265.53
2017-05-09,268.12
2017-05-10,271.21
2017-05-11,271.57
2017-05-12,270.21
2017-05-15,272.72
2017-05-16,272.6
2017-05-17,272.22
2017-05-18,266.59
2017-05-19,264.85
2017-05-22,262.54
2017-05-23,259.47
2017-05-24,255.53
2017-05-25,257.72
2017-05-26,263.44
2017-05-29,261.6
2017-05-30,263.14
2017-05-31,264.65
2017-06-01,264.12
2017-06-02,265.51
2017-06-05,268.62
2017-06-06,265.79
2017-06-07,267.6
2017-06-08,268.75
2017-06-09,268.99
2017-06-12,268.63
2017-06-13,269.78
2017-06-14,268.17
2017-06-15,268.88
2017-06-16,269.41
2017-06-19,269.94
2017-06-20,270.03
2017-06-21,270.07
2017-06-22,268.47
2017-06-23,266.14
2017-06-27,262.68
2017-06-28,263.9
2017-06-29,264.01
2017-06-30,266.63
2017-07-03,269.1
2017-07-04,269.78
2017-07-05,271.01
2017-07-06,272.97
2017-07-07,273.3
2017-07-10,275.16
2017-07-11,273.67
2017-07-12,274.57
2017-07-13,277.29
2017-07-14,277.46
2017-07-17,277.91
2017-07-18,276.28
2017-07-19,280.09
2017-07-20,278.77
2017-07-21,279.25
2017-07-24,279.89
2017-07-25,281.24
2017-07-26,280.97
2017-07-27,280.04
2017-07-28,280.91
2017-07-31,282.95
2017-08-01,282.97
2017-08-02,281.93
2017-08-03,281.61
2017-08-04,285.47
2017-08-07,289.58
2017-08-08,285.66
2017-08-09,281.71
2017-08-10,273.06
2017-08-11,272.58
2017-08-14,278.29
2017-08-16,280.98
2017-08-17,280.66
2017-08-18,280.03
2017-08-21,276.61
2017-08-22,275.04
2017-08-23,278.18
2017-08-24,281.52
2017-08-28,282.83
2017-08-29,280.11
2017-08-30,284.59
2017-08-31,285.06
2017-09-01,287.78
2017-09-04,286.98
2017-09-05,288.35
2017-09-06,288.74
2017-09-07,290.18
2017-09-08,288.28
2017-09-11,291.58
2017-09-12,293.41
2017-09-13,291.79
2017-09-14,292.62
2017-09-15,292.91
2017-09-18,293.36
2017-09-19,295.05
2017-09-20,294.2
2017-09-21,291.2
2017-09-22,285.14
2017-09-25,280.76
2017-09-26,281.56
2017-09-27,276.2
2017-09-28,276.44
2017-09-29,279.13
2017-10-03,283.82
2017-10-04,283.83
2017-10-05,284.06
2017-10-06,286.71
2017-10-09,285.99
2017-10-10,287.49
2017-10-11,285.97
2017-10-12,289.27
2017-10-13,290.35
2017-10-16,291.43
2017-10-17,291.84
2017-10-18,291.43
2017-10-19,291.94
2017-10-23,291.12
2017-10-24,291.71
2017-10-25,294.38
2017-10-26,296.81
2017-10-27,298.55
2017-10-30,301.45
2017-10-31,300.7
2017-11-01,304.9
2017-11-02,305.91
2017-11-03,306.12
2017-11-06,307.98
2017-11-07,302.93
2017-11-08,299.59
2017-11-09,301.98
2017-11-10,302.67
2017-11-13,300.9
2017-11-14,299.98
2017-11-15,296.02
2017-11-16,299.14
2017-11-17,303.35
2017-11-20,303.84
2017-11-21,303.77
2017-11-22,303.02
2017-11-23,304.06
2017-11-24,304.61
2017-11-27,305.32
2017-11-28,305.5
2017-11-29,304.98
2017-11-30,303.63
2017-12-01,300.88
2017-12-04,300.14
2017-12-05,300.34
2017-12-06,298.24
2017-12-07,303.05
2017-12-08,304.77
2017-12-11,306.13
2017-12-12,303.72
2017-12-13,299.62
2017-12-14,300.22
2017-12-15,302.31
2017-12-18,304.94
2017-12-19,309.09
2017-12-20,309.88
2017-12-21,311.6
2017-12-22,313.16
2017-12-26,314.64
2017-12-27,313.2
2017-12-28,312.45
2017-12-29,314.31
