Date,MEGASOFT
2017-01-02,20.1
2017-01-03,20.45
2017-01-04,22.25
2017-01-05,21.95
2017-01-06,21.65
2017-01-09,21.3
2017-01-10,21.5
2017-01-11,21.15
2017-01-12,21.1
2017-01-13,21.25
2017-01-16,21.05
2017-01-17,21.35
2017-01-18,20.8
2017-01-19,20.5
2017-01-20,20.1
2017-01-23,19.75
2017-01-24,21.05
2017-01-25,22.1
2017-01-27,21.4
2017-01-30,21.55
2017-01-31,20.5
2017-02-01,21.1
2017-02-02,20.65
2017-02-03,21.0
2017-02-06,21.15
2017-02-07,22.25
2017-02-08,22.5
2017-02-09,23.9
2017-02-10,22.8
2017-02-13,21.4
2017-02-14,20.85
2017-02-15,20.4
2017-02-16,21.0
2017-02-17,20.85
2017-02-20,21.05
2017-02-21,21.95
2017-02-22,21.3
2017-02-23,20.9
2017-02-27,20.8
2017-02-28,20.7
2017-03-01,21.35
2017-03-02,20.35
2017-03-03,20.15
2017-03-06,20.25
2017-03-07,20.25
2017-03-08,19.95
2017-03-09,19.65
2017-03-10,20.0
2017-03-14,19.85
2017-03-15,19.8
2017-03-16,20.1
2017-03-17,21.7
2017-03-20,21.7
2017-03-21,21.0
2017-03-22,20.75
2017-03-23,20.7
2017-03-24,20.25
2017-03-27,20.1
2017-03-28,19.95
2017-03-29,20.6
2017-03-30,20.55
2017-03-31,20.5
2017-04-03,20.75
2017-04-05,21.5
2017-04-06,21.45
2017-04-07,21.65
2017-04-10,21.85
2017-04-11,23.3
2017-04-12,22.5
2017-04-13,22.35
2017-04-17,23.75
2017-04-18,22.55
2017-04-19,21.95
2017-04-20,22.2
2017-04-21,23.05
2017-04-24,22.55
2017-04-25,22.2
2017-04-26,21.85
2017-04-27,21.6
2017-04-28,21.75
2017-05-02,21.55
2017-05-03,21.35
2017-05-04,21.2
2017-05-05,21.25
2017-05-08,20.85
2017-05-09,21.1
2017-05-10,21.15
2017-05-11,20.8
2017-05-12,20.45
2017-05-15,20.5
2017-05-16,20.45
2017-05-17,20.25
2017-05-18,19.55
2017-05-19,19.8
2017-05-22,19.85
2017-05-23,18.9
2017-05-24,18.2
2017-05-25,18.4
2017-05-26,18.5
2017-05-29,18.0
2017-05-30,18.35
2017-05-31,17.7
2017-06-01,16.7
2017-06-02,16.85
2017-06-05,16.9
2017-06-06,16.25
2017-06-07,16.25
2017-06-08,16.2
2017-06-09,16.1
2017-06-12,15.95
2017-06-13,15.7
2017-06-14,14.15
2017-06-15,15.95
2017-06-16,15.45
2017-06-19,16.3
2017-06-20,16.15
2017-06-21,16.95
2017-06-22,16.6
2017-06-23,16.2
2017-06-27,15.15
2017-06-28,14.85
2017-06-29,15.3
2017-06-30,15.65
2017-07-03,16.3
2017-07-04,17.4
2017-07-05,16.7
2017-07-06,16.4
2017-07-07,16.25
2017-07-10,16.2
2017-07-11,16.8
2017-07-12,17.6
2017-07-13,17.15
2017-07-14,16.95
2017-07-17,16.8
2017-07-18,16.75
2017-07-19,16.85
2017-07-20,16.95
2017-07-21,16.7
2017-07-24,16.7
2017-07-25,16.55
2017-07-26,16.95
2017-07-27,16.8
2017-07-28,16.75
2017-07-31,16.25
2017-08-01,16.25
2017-08-02,16.05
2017-08-03,15.6
2017-08-04,15.6
2017-08-07,15.6
2017-08-08,15.05
2017-08-09,14.55
2017-08-10,14.1
2017-08-11,14.05
2017-08-14,13.9
2017-08-16,13.45
2017-08-17,13.95
2017-08-18,13.4
2017-08-21,13.3
2017-08-22,13.05
2017-08-23,13.05
2017-08-24,12.85
2017-08-28,12.7
2017-08-29,13.0
2017-08-30,12.95
2017-08-31,13.35
2017-09-01,13.1
2017-09-04,12.85
2017-09-05,12.85
2017-09-06,14.15
2017-09-07,14.6
2017-09-08,14.55
2017-09-11,14.25
2017-09-12,14.55
2017-09-13,14.5
2017-09-14,14.3
2017-09-15,13.95
2017-09-18,14.2
2017-09-19,14.0
2017-09-20,13.7
2017-09-21,13.55
2017-09-22,13.2
2017-09-25,13.0
2017-09-26,13.0
2017-09-27,13.05
2017-09-28,12.85
2017-09-29,12.95
2017-10-03,12.65
2017-10-04,12.55
2017-10-05,12.15
2017-10-06,12.3
2017-10-09,12.8
2017-10-10,12.7
2017-10-11,12.55
2017-10-12,12.5
2017-10-13,12.35
2017-10-16,12.35
2017-10-17,12.7
2017-10-18,12.6
2017-10-19,12.6
2017-10-23,12.35
2017-10-24,12.25
2017-10-25,12.25
2017-10-26,12.2
2017-10-27,12.1
2017-10-30,12.4
2017-10-31,12.65
2017-11-01,14.15
2017-11-02,14.45
2017-11-03,16.0
2017-11-06,16.55
2017-11-07,15.55
2017-11-08,16.0
2017-11-09,15.7
2017-11-10,15.8
2017-11-13,15.2
