Date,INVENTURE
2017-01-02,14.65
2017-01-03,14.85
2017-01-04,15.45
2017-01-05,15.65
2017-01-06,15.45
2017-01-09,16.0
2017-01-10,15.85
2017-01-11,16.6
2017-01-12,17.2
2017-01-13,17.75
2017-01-16,18.1
2017-01-17,17.75
2017-01-18,18.85
2017-01-19,19.5
2017-01-20,17.8
2017-01-23,17.0
2017-01-24,18.0
2017-01-25,19.85
2017-01-27,19.5
2017-01-30,18.8
2017-01-31,18.8
2017-02-01,19.45
2017-02-02,19.9
2017-02-03,18.8
2017-02-06,19.55
2017-02-07,19.3
2017-02-08,17.9
2017-02-09,18.0
2017-02-10,17.2
2017-02-13,18.3
2017-02-14,17.95
2017-02-15,17.2
2017-02-16,17.0
2017-02-17,17.5
2017-02-20,17.35
2017-02-21,17.45
2017-02-22,17.2
2017-02-23,17.0
2017-02-27,16.9
2017-02-28,16.75
2017-03-01,18.05
2017-03-02,18.0
2017-03-03,17.9
2017-03-06,18.25
2017-03-07,18.5
2017-03-08,17.95
2017-03-09,18.25
2017-03-10,18.25
2017-03-14,18.4
2017-03-15,17.5
2017-03-16,16.95
2017-03-17,15.95
2017-03-20,13.5
2017-03-21,13.25
2017-03-22,12.3
2017-03-23,12.85
2017-03-24,13.05
2017-03-27,13.35
2017-03-28,13.0
2017-03-29,12.95
2017-03-30,13.2
2017-03-31,12.8
2017-04-03,13.3
2017-04-05,13.25
2017-04-06,13.2
2017-04-07,13.0
2017-04-10,12.9
2017-04-11,12.95
2017-04-12,12.75
2017-04-13,13.1
2017-04-17,13.0
2017-04-18,12.7
2017-04-19,12.5
2017-04-20,12.85
2017-04-21,13.1
2017-04-24,12.8
2017-04-25,12.75
2017-04-26,12.95
2017-04-27,12.95
2017-04-28,13.0
2017-05-02,12.95
2017-05-03,12.7
2017-05-04,12.55
2017-05-05,12.4
2017-05-08,12.35
2017-05-09,12.7
2017-05-10,12.8
2017-05-11,12.3
2017-05-12,12.4
2017-05-15,12.6
2017-05-16,12.75
2017-05-17,13.1
2017-05-18,12.45
2017-05-19,12.5
2017-05-22,12.5
2017-05-23,12.6
2017-05-24,12.6
2017-05-25,12.45
2017-05-26,12.75
2017-05-29,12.4
2017-05-30,12.8
2017-05-31,12.85
2017-06-01,12.5
2017-06-02,12.45
2017-06-05,12.6
2017-06-06,12.45
2017-06-07,12.8
2017-06-08,12.5
2017-06-09,12.5
2017-06-12,12.35
2017-06-13,12.4
2017-06-14,12.5
2017-06-15,12.85
2017-06-16,12.55
2017-06-19,12.5
2017-06-20,12.5
2017-06-21,12.75
2017-06-22,12.3
2017-06-23,12.6
2017-06-27,12.4
2017-06-28,12.5
2017-06-29,12.75
2017-06-30,12.35
2017-07-03,12.75
2017-07-04,12.85
2017-07-05,13.55
2017-07-06,13.6
2017-07-07,13.45
2017-07-10,13.8
2017-07-11,13.5
2017-07-12,13.1
2017-07-13,13.25
2017-07-14,13.05
2017-07-17,12.9
2017-07-18,12.7
2017-07-19,12.95
2017-07-20,12.7
2017-07-21,12.9
2017-07-24,12.65
2017-07-25,13.1
2017-07-26,12.7
2017-07-27,12.9
2017-07-28,12.55
2017-07-31,12.7
2017-08-01,12.65
2017-08-02,12.55
2017-08-03,12.5
2017-08-04,12.35
2017-08-07,12.35
2017-08-08,12.3
2017-08-09,11.75
2017-08-10,11.15
2017-08-11,11.0
2017-08-14,11.4
2017-08-16,11.3
2017-08-17,11.35
2017-08-18,12.0
2017-08-21,12.15
2017-08-22,12.45
2017-08-23,12.7
2017-08-24,12.6
2017-08-28,12.5
2017-08-29,12.5
2017-08-30,12.3
2017-08-31,12.35
2017-09-01,12.75
2017-09-04,12.3
2017-09-05,12.1
2017-09-06,12.75
2017-09-07,12.9
2017-09-08,12.9
2017-09-11,12.9
2017-09-12,12.75
2017-09-13,12.55
2017-09-14,12.25
2017-09-15,12.45
2017-09-18,12.8
2017-09-19,12.55
2017-09-20,12.25
2017-09-21,12.05
2017-09-22,12.05
2017-09-25,11.3
2017-09-26,12.0
2017-09-27,11.4
2017-09-28,11.2
2017-09-29,11.15
2017-10-03,11.2
2017-10-04,11.45
2017-10-05,11.2
2017-10-06,11.2
2017-10-09,11.05
2017-10-10,11.3
2017-10-11,11.3
2017-10-12,11.05
2017-10-13,11.85
2017-10-16,11.25
2017-10-17,11.3
2017-10-18,11.2
2017-10-19,11.5
2017-10-23,11.2
2017-10-24,11.3
2017-10-25,12.8
2017-10-26,12.85
2017-10-27,12.85
2017-10-30,12.3
2017-10-31,12.1
2017-11-01,11.95
2017-11-02,11.8
2017-11-03,11.85
2017-11-06,12.0
2017-11-07,11.75
2017-11-08,13.35
2017-11-09,13.5
2017-11-10,13.2
2017-11-13,13.5
2017-11-14,13.45
2017-11-15,14.7
2017-11-16,14.75
2017-11-17,14.05
2017-11-20,14.0
2017-11-21,14.0
2017-11-22,14.0
2017-11-23,14.1
2017-11-24,14.0
2017-11-27,14.15
2017-11-28,13.9
2017-11-29,14.35
2017-11-30,14.7
2017-12-01,14.15
2017-12-04,13.7
2017-12-05,13.1
2017-12-06,13.1
2017-12-07,13.4
2017-12-08,13.75
2017-12-11,13.35
2017-12-12,13.45
2017-12-13,13.25
2017-12-14,13.25
2017-12-15,13.5
2017-12-18,13.25
2017-12-19,13.0
2017-12-20,12.75
2017-12-21,13.05
2017-12-22,13.05
2017-12-26,13.0
2017-12-27,13.0
2017-12-28,13.1
2017-12-29,12.95
