Date,SPIC
2017-01-02,19.2
2017-01-03,19.25
2017-01-04,19.95
2017-01-05,20.45
2017-01-06,21.05
2017-01-09,21.4
2017-01-10,21.95
2017-01-11,21.35
2017-01-12,21.1
2017-01-13,21.3
2017-01-16,22.9
2017-01-17,23.4
2017-01-18,23.8
2017-01-19,23.55
2017-01-20,23.55
2017-01-23,24.5
2017-01-24,24.55
2017-01-25,22.5
2017-01-27,22.25
2017-01-30,22.35
2017-01-31,21.6
2017-02-01,22.2
2017-02-02,22.85
2017-02-03,23.05
2017-02-06,22.9
2017-02-07,22.9
2017-02-08,22.75
2017-02-09,22.35
2017-02-10,22.5
2017-02-13,21.95
2017-02-14,21.9
2017-02-15,21.15
2017-02-16,21.4
2017-02-17,21.5
2017-02-20,21.5
2017-02-21,21.35
2017-02-22,21.65
2017-02-23,21.6
2017-02-27,21.3
2017-02-28,21.7
2017-03-01,21.55
2017-03-02,21.15
2017-03-03,21.1
2017-03-06,21.1
2017-03-07,20.9
2017-03-08,20.75
2017-03-09,20.6
2017-03-10,20.55
2017-03-14,20.85
2017-03-15,21.0
2017-03-16,21.2
2017-03-17,20.8
2017-03-20,20.85
2017-03-21,20.7
2017-03-22,21.55
2017-03-23,21.7
2017-03-24,21.65
2017-03-27,21.65
2017-03-28,22.2
2017-03-29,22.2
2017-03-30,22.5
2017-03-31,23.5
2017-04-03,23.8
2017-04-05,25.35
2017-04-06,25.1
2017-04-07,25.9
2017-04-10,26.45
2017-04-11,25.7
2017-04-12,27.2
2017-04-13,27.2
2017-04-17,26.8
2017-04-18,25.9
2017-04-19,25.75
2017-04-20,27.1
2017-04-21,27.75
2017-04-24,28.1
2017-04-25,27.8
2017-04-26,26.9
2017-04-27,27.0
2017-04-28,26.95
2017-05-02,26.75
2017-05-03,26.8
2017-05-04,28.05
2017-05-05,27.05
2017-05-08,27.5
2017-05-09,28.2
2017-05-10,31.0
2017-05-11,30.25
2017-05-12,29.45
2017-05-15,29.4
2017-05-16,30.4
2017-05-17,29.95
2017-05-18,28.85
2017-05-19,28.3
2017-05-22,27.45
2017-05-23,25.95
2017-05-24,24.65
2017-05-25,26.6
2017-05-26,27.0
2017-05-29,26.25
2017-05-30,26.05
2017-05-31,27.0
2017-06-01,26.85
2017-06-02,27.1
2017-06-05,26.95
2017-06-06,26.15
2017-06-07,26.15
2017-06-08,26.5
2017-06-09,26.35
2017-06-12,25.8
2017-06-13,27.0
2017-06-14,26.9
2017-06-15,27.4
2017-06-16,28.1
2017-06-19,27.05
2017-06-20,26.6
2017-06-21,26.35
2017-06-22,26.45
2017-06-23,25.4
2017-06-27,25.5
2017-06-28,25.7
2017-06-29,25.95
2017-06-30,25.5
2017-07-03,26.0
2017-07-04,26.3
2017-07-05,27.45
2017-07-06,27.95
2017-07-07,27.85
2017-07-10,27.55
2017-07-11,27.05
2017-07-12,27.55
2017-07-13,26.95
2017-07-14,26.45
2017-07-17,26.6
2017-07-18,26.4
2017-07-19,27.05
2017-07-20,26.5
2017-07-21,26.55
2017-07-24,26.2
2017-07-25,26.25
2017-07-26,26.45
2017-07-27,25.9
2017-07-28,25.75
2017-07-31,25.8
2017-08-01,26.05
2017-08-02,26.4
2017-08-03,26.25
2017-08-04,26.95
2017-08-07,27.05
2017-08-08,26.55
2017-08-09,26.25
2017-08-10,24.1
2017-08-11,24.65
2017-08-14,25.6
2017-08-16,25.35
2017-08-17,25.4
2017-08-18,24.85
2017-08-21,24.0
2017-08-22,24.05
2017-08-23,24.6
2017-08-24,24.95
2017-08-28,25.15
2017-08-29,24.95
2017-08-30,25.9
2017-08-31,26.05
2017-09-01,26.2
2017-09-04,27.85
2017-09-05,33.4
2017-09-06,37.05
2017-09-07,36.3
2017-09-08,35.35
2017-09-11,32.6
2017-09-12,34.55
2017-09-13,33.35
2017-09-14,33.05
2017-09-15,33.0
2017-09-18,33.9
2017-09-19,34.4
2017-09-20,33.9
2017-09-21,33.3
2017-09-22,33.15
2017-09-25,34.55
2017-09-26,34.9
2017-09-27,33.15
2017-09-28,33.15
2017-09-29,33.3
2017-10-03,34.7
2017-10-04,35.55
2017-10-05,35.35
2017-10-06,38.85
2017-10-09,40.3
2017-10-10,40.4
2017-10-11,38.85
2017-10-12,39.95
2017-10-13,39.15
2017-10-16,38.35
2017-10-17,38.55
2017-10-18,38.2
2017-10-19,38.15
2017-10-23,38.6
2017-10-24,45.6
2017-10-25,43.65
2017-10-26,44.65
2017-10-27,44.15
2017-10-30,45.35
2017-10-31,44.75
2017-11-01,46.75
2017-11-02,46.35
2017-11-03,46.2
2017-11-06,45.7
2017-11-07,42.65
2017-11-08,41.55
2017-11-09,41.85
2017-11-10,41.95
2017-11-13,42.05
2017-11-14,41.5
2017-11-15,40.3
2017-11-16,42.45
2017-11-17,43.55
2017-11-20,43.95
2017-11-21,43.65
2017-11-22,44.0
2017-11-23,43.95
2017-11-24,43.65
2017-11-27,44.1
2017-11-28,44.85
2017-11-29,44.55
2017-11-30,43.85
2017-12-01,42.7
2017-12-04,41.7
2017-12-05,39.95
2017-12-06,39.55
2017-12-07,40.6
2017-12-08,41.3
2017-12-11,40.95
2017-12-12,40.1
2017-12-13,39.0
2017-12-14,38.45
2017-12-15,39.35
2017-12-18,40.1
2017-12-19,41.95
2017-12-20,41.9
2017-12-21,41.0
2017-12-22,40.95
2017-12-26,43.15
2017-12-27,42.55
2017-12-28,45.4
2017-12-29,48.7
