Date,MENONBE
2017-01-02,71.8
2017-01-03,72.3
2017-01-04,72.4
2017-01-05,71.4
2017-01-06,73.75
2017-01-09,73.2
2017-01-10,73.45
2017-01-11,74.6
2017-01-12,74.5
2017-01-13,74.15
2017-01-16,74.95
2017-01-17,74.1
2017-01-18,74.15
2017-01-19,74.1
2017-01-20,73.15
2017-01-23,74.0
2017-01-24,74.2
2017-01-25,74.05
2017-01-27,73.65
2017-01-30,72.5
2017-01-31,71.9
2017-02-01,71.9
2017-02-02,72.3
2017-02-03,73.6
2017-02-06,74.35
2017-02-07,75.0
2017-02-08,77.35
2017-02-09,77.1
2017-02-10,74.9
2017-02-13,74.25
2017-02-14,74.55
2017-02-15,73.4
2017-02-16,72.8
2017-02-17,72.85
2017-02-20,72.9
2017-02-21,72.7
2017-02-22,71.8
2017-02-23,71.3
2017-02-27,71.3
2017-02-28,71.1
2017-03-01,71.15
2017-03-02,70.7
2017-03-03,70.8
2017-03-06,70.3
2017-03-07,70.4
2017-03-08,70.65
2017-03-09,70.8
2017-03-10,69.95
2017-03-14,70.6
2017-03-15,70.3
2017-03-16,70.2
2017-03-17,70.25
2017-03-20,70.7
2017-03-21,70.0
2017-03-22,69.65
2017-03-23,74.0
2017-03-24,73.4
2017-03-27,72.6
2017-03-28,74.05
2017-03-29,73.4
2017-03-30,73.7
2017-03-31,72.9
2017-04-03,73.15
2017-04-05,73.9
2017-04-06,74.05
2017-04-07,74.0
2017-04-10,73.65
2017-04-11,73.9
2017-04-12,72.75
2017-04-13,73.35
2017-04-17,73.95
2017-04-18,73.75
2017-04-19,74.05
2017-04-20,77.85
2017-04-21,78.6
2017-04-24,81.25
2017-04-25,82.6
2017-04-26,80.85
2017-04-27,81.35
2017-04-28,79.25
2017-05-02,77.55
2017-05-03,75.7
2017-05-04,77.5
2017-05-05,77.3
2017-05-08,77.35
2017-05-09,76.25
2017-05-10,74.65
2017-05-11,74.85
2017-05-12,73.8
2017-05-15,73.75
2017-05-16,73.7
2017-05-17,73.15
2017-05-18,72.65
2017-05-19,72.25
2017-05-22,72.35
2017-05-23,69.45
2017-05-24,68.1
2017-05-25,69.05
2017-05-26,69.7
2017-05-29,70.75
2017-05-30,69.6
2017-05-31,70.95
2017-06-01,70.5
2017-06-02,74.3
2017-06-05,73.1
2017-06-06,74.0
2017-06-07,74.0
2017-06-08,75.25
2017-06-09,76.2
2017-06-12,76.9
2017-06-13,74.6
2017-06-14,74.5
2017-06-15,74.75
2017-06-16,76.1
2017-06-19,75.8
2017-06-20,77.45
2017-06-21,78.5
2017-06-22,75.9
2017-06-23,74.7
2017-06-27,73.25
2017-06-28,73.6
2017-06-29,73.35
2017-06-30,72.5
2017-07-03,74.6
2017-07-04,75.1
2017-07-05,90.1
2017-07-06,89.6
2017-07-07,88.1
2017-07-10,84.95
2017-07-11,84.7
2017-07-12,83.6
2017-07-13,82.4
2017-07-14,81.3
2017-07-17,84.75
2017-07-18,83.35
2017-07-19,95.0
2017-07-20,87.85
2017-07-21,86.5
2017-07-24,85.9
2017-07-25,83.1
2017-07-26,82.15
2017-07-27,80.85
2017-07-28,81.0
2017-07-31,79.55
2017-08-01,79.4
2017-08-02,78.7
2017-08-03,77.3
2017-08-04,77.3
2017-08-07,83.8
2017-08-08,79.5
2017-08-09,78.3
2017-08-10,74.25
2017-08-11,74.2
2017-08-14,76.0
2017-08-16,77.2
2017-08-17,79.05
2017-08-18,77.9
2017-08-21,76.4
2017-08-22,75.6
2017-08-23,76.0
2017-08-24,77.75
2017-08-28,77.35
2017-08-29,76.9
2017-08-30,78.85
2017-08-31,82.95
2017-09-01,82.2
2017-09-04,80.9
2017-09-05,82.1
2017-09-06,81.95
2017-09-07,83.65
2017-09-08,83.6
2017-09-11,89.55
2017-09-12,88.7
2017-09-13,86.95
2017-09-14,87.1
2017-09-15,86.85
2017-09-18,86.85
2017-09-19,85.95
2017-09-20,85.6
2017-09-21,85.15
2017-09-22,81.05
2017-09-25,79.45
2017-09-26,79.65
2017-09-27,76.8
2017-09-28,78.6
2017-09-29,79.95
2017-10-03,81.65
2017-10-04,81.25
2017-10-05,81.9
2017-10-06,84.15
2017-10-09,91.25
2017-10-10,88.65
2017-10-11,86.3
2017-10-12,88.45
2017-10-13,87.4
2017-10-16,88.05
2017-10-17,86.7
2017-10-18,86.15
2017-10-19,85.45
2017-10-23,84.6
2017-10-24,84.9
2017-10-25,85.7
2017-10-26,85.15
2017-10-27,85.2
2017-10-30,91.25
2017-10-31,88.7
2017-11-01,88.6
2017-11-02,88.75
2017-11-03,95.5
2017-11-06,95.5
2017-11-07,91.95
2017-11-08,91.1
2017-11-09,93.45
2017-11-10,89.4
2017-11-13,85.35
2017-11-14,85.35
2017-11-15,83.8
2017-11-16,85.15
2017-11-17,85.15
2017-11-20,86.9
2017-11-21,98.35
2017-11-22,94.95
2017-11-23,94.75
2017-11-24,95.4
2017-11-27,93.6
2017-11-28,91.85
2017-11-29,92.6
2017-11-30,91.8
2017-12-01,91.05
2017-12-04,91.95
2017-12-05,89.65
2017-12-06,87.55
2017-12-07,88.1
2017-12-08,88.4
2017-12-11,92.0
2017-12-12,92.75
2017-12-13,91.35
2017-12-14,89.85
2017-12-15,91.7
2017-12-18,90.65
2017-12-19,92.3
2017-12-20,98.1
2017-12-21,97.0
2017-12-22,96.1
2017-12-26,97.55
2017-12-27,95.05
2017-12-28,95.45
2017-12-29,95.05
