Date,SAKHTISUG
2017-01-02,38.6
2017-01-03,38.6
2017-01-04,38.35
2017-01-05,37.9
2017-01-06,38.9
2017-01-09,40.2
2017-01-10,43.15
2017-01-11,42.95
2017-01-12,42.75
2017-01-13,42.55
2017-01-16,42.0
2017-01-17,41.45
2017-01-18,40.65
2017-01-19,41.0
2017-01-20,39.4
2017-01-23,40.15
2017-01-24,41.35
2017-01-25,41.4
2017-01-27,40.85
2017-01-30,40.05
2017-01-31,38.8
2017-02-01,39.85
2017-02-02,41.15
2017-02-03,41.75
2017-02-06,43.35
2017-02-07,42.8
2017-02-08,42.2
2017-02-09,41.4
2017-02-10,38.85
2017-02-13,37.15
2017-02-14,36.15
2017-02-15,35.2
2017-02-16,36.3
2017-02-17,36.05
2017-02-20,37.4
2017-02-21,37.05
2017-02-22,36.55
2017-02-23,35.95
2017-02-27,35.6
2017-02-28,35.5
2017-03-01,35.75
2017-03-02,35.65
2017-03-03,36.95
2017-03-06,37.5
2017-03-07,36.5
2017-03-08,36.2
2017-03-09,36.1
2017-03-10,35.7
2017-03-14,35.7
2017-03-15,35.35
2017-03-16,35.65
2017-03-17,36.3
2017-03-20,36.2
2017-03-21,35.55
2017-03-22,35.0
2017-03-23,34.95
2017-03-24,34.3
2017-03-27,33.85
2017-03-28,33.4
2017-03-29,32.85
2017-03-30,33.4
2017-03-31,33.1
2017-04-03,34.2
2017-04-05,35.6
2017-04-06,35.4
2017-04-07,34.4
2017-04-10,34.85
2017-04-11,34.3
2017-04-12,35.1
2017-04-13,34.3
2017-04-17,33.7
2017-04-18,33.05
2017-04-19,33.4
2017-04-20,34.4
2017-04-21,35.2
2017-04-24,34.65
2017-04-25,34.65
2017-04-26,33.75
2017-04-27,33.85
2017-04-28,33.5
2017-05-02,33.5
2017-05-03,33.25
2017-05-04,33.5
2017-05-05,32.85
2017-05-08,32.7
2017-05-09,33.5
2017-05-10,33.5
2017-05-11,33.2
2017-05-12,32.95
2017-05-15,32.85
2017-05-16,32.65
2017-05-17,32.75
2017-05-18,32.05
2017-05-19,31.5
2017-05-22,30.65
2017-05-23,29.3
2017-05-24,27.5
2017-05-25,32.0
2017-05-26,31.1
2017-05-29,29.3
2017-05-30,28.4
2017-05-31,29.1
2017-06-01,29.55
2017-06-02,29.25
2017-06-05,29.05
2017-06-06,28.9
2017-06-07,28.15
2017-06-08,28.65
2017-06-09,28.35
2017-06-12,28.45
2017-06-13,30.35
2017-06-14,29.2
2017-06-15,29.4
2017-06-16,29.45
2017-06-19,28.95
2017-06-20,28.45
2017-06-21,29.1
2017-06-22,28.55
2017-06-23,27.95
2017-06-27,27.5
2017-06-28,26.75
2017-06-29,27.4
2017-06-30,27.8
2017-07-03,28.6
2017-07-04,28.25
2017-07-05,28.15
2017-07-06,28.35
2017-07-07,30.9
2017-07-10,30.0
2017-07-11,31.3
2017-07-12,30.25
2017-07-13,29.8
2017-07-14,30.25
2017-07-17,29.55
2017-07-18,29.65
2017-07-19,29.45
2017-07-20,30.65
2017-07-21,31.8
2017-07-24,30.85
2017-07-25,31.75
2017-07-26,30.95
2017-07-27,30.2
2017-07-28,30.1
2017-07-31,30.2
2017-08-01,29.75
2017-08-02,30.25
2017-08-03,30.15
2017-08-04,29.8
2017-08-07,31.05
2017-08-08,29.3
2017-08-09,28.6
2017-08-10,27.4
2017-08-11,26.65
2017-08-14,26.5
2017-08-16,26.8
2017-08-17,27.35
2017-08-18,26.8
2017-08-21,26.5
2017-08-22,26.35
2017-08-23,26.45
2017-08-24,26.65
2017-08-28,27.1
2017-08-29,27.0
2017-08-30,27.1
2017-08-31,27.3
2017-09-01,27.35
2017-09-04,26.9
2017-09-05,27.65
2017-09-06,27.1
2017-09-07,27.0
2017-09-08,27.05
2017-09-11,26.6
2017-09-12,26.95
2017-09-13,26.85
2017-09-14,26.9
2017-09-15,26.7
2017-09-18,26.6
2017-09-19,27.0
2017-09-20,27.4
2017-09-21,27.05
2017-09-22,26.3
2017-09-25,25.4
2017-09-26,25.45
2017-09-27,25.45
2017-09-28,25.6
2017-09-29,25.55
2017-10-03,25.65
2017-10-04,25.5
2017-10-05,25.3
2017-10-06,25.65
2017-10-09,26.1
2017-10-10,27.5
2017-10-11,26.2
2017-10-12,26.5
2017-10-13,25.95
2017-10-16,25.6
2017-10-17,25.5
2017-10-18,25.45
2017-10-19,25.3
2017-10-23,25.85
2017-10-24,25.7
2017-10-25,25.9
2017-10-26,25.8
2017-10-27,25.85
2017-10-30,26.25
2017-10-31,26.35
2017-11-01,28.0
2017-11-02,26.85
2017-11-03,26.7
2017-11-06,26.85
2017-11-07,26.65
2017-11-08,26.6
2017-11-09,26.55
2017-11-10,26.5
2017-11-13,26.1
2017-11-14,25.45
2017-11-15,24.5
2017-11-16,24.75
2017-11-17,25.25
2017-11-20,25.3
2017-11-21,25.3
2017-11-22,25.1
2017-11-23,26.2
2017-11-24,25.55
2017-11-27,25.35
2017-11-28,25.25
2017-11-29,25.15
2017-11-30,25.0
2017-12-01,24.8
2017-12-04,24.65
2017-12-05,24.7
2017-12-06,24.6
2017-12-07,24.6
2017-12-08,24.65
2017-12-11,24.65
2017-12-12,24.45
2017-12-13,23.95
2017-12-14,23.75
2017-12-15,23.8
2017-12-18,23.55
2017-12-19,25.15
2017-12-20,24.8
2017-12-21,24.4
2017-12-22,24.55
2017-12-26,24.65
2017-12-27,23.35
2017-12-28,23.45
2017-12-29,23.7
