Date,RCOM
2017-01-02,34.75
2017-01-03,34.25
2017-01-04,34.3
2017-01-05,34.55
2017-01-06,33.8
2017-01-09,33.1
2017-01-10,33.0
2017-01-11,33.05
2017-01-12,32.5
2017-01-13,31.35
2017-01-16,31.6
2017-01-17,31.85
2017-01-18,32.0
2017-01-19,32.3
2017-01-20,31.2
2017-01-23,30.95
2017-01-24,31.2
2017-01-25,30.85
2017-01-27,30.9
2017-01-30,34.5
2017-01-31,34.2
2017-02-01,34.25
2017-02-02,33.7
2017-02-03,36.65
2017-02-06,35.85
2017-02-07,35.55
2017-02-08,35.65
2017-02-09,35.45
2017-02-10,34.6
2017-02-13,33.55
2017-02-14,34.5
2017-02-15,32.7
2017-02-16,33.25
2017-02-17,33.15
2017-02-20,34.65
2017-02-21,35.35
2017-02-22,35.75
2017-02-23,36.9
2017-02-27,36.7
2017-02-28,38.9
2017-03-01,38.75
2017-03-02,37.3
2017-03-03,37.45
2017-03-06,37.5
2017-03-07,36.15
2017-03-08,34.55
2017-03-09,35.5
2017-03-10,36.05
2017-03-14,36.35
2017-03-15,36.8
2017-03-16,38.2
2017-03-17,38.25
2017-03-20,38.25
2017-03-21,38.25
2017-03-22,37.45
2017-03-23,37.85
2017-03-24,38.65
2017-03-27,38.15
2017-03-28,38.4
2017-03-29,38.15
2017-03-30,38.25
2017-03-31,38.3
2017-04-03,38.95
2017-04-05,40.8
2017-04-06,40.15
2017-04-07,39.25
2017-04-10,37.5
2017-04-11,37.65
2017-04-12,36.8
2017-04-13,35.75
2017-04-17,34.2
2017-04-18,34.0
2017-04-19,33.7
2017-04-20,33.8
2017-04-21,33.85
2017-04-24,34.4
2017-04-25,34.45
2017-04-26,34.3
2017-04-27,34.8
2017-04-28,34.4
2017-05-02,33.65
2017-05-03,32.9
2017-05-04,32.05
2017-05-05,31.15
2017-05-08,32.45
2017-05-09,32.5
2017-05-10,33.1
2017-05-11,32.95
2017-05-12,32.45
2017-05-15,32.0
2017-05-16,32.1
2017-05-17,31.95
2017-05-18,31.05
2017-05-19,30.55
2017-05-22,29.8
2017-05-23,28.0
2017-05-24,25.9
2017-05-25,25.95
2017-05-26,25.75
2017-05-29,20.5
2017-05-30,20.0
2017-05-31,19.9
2017-06-01,20.75
2017-06-02,20.65
2017-06-05,20.8
2017-06-06,20.15
2017-06-07,19.35
2017-06-08,18.75
2017-06-09,18.4
2017-06-12,18.35
2017-06-13,18.05
2017-06-14,18.3
2017-06-15,19.05
2017-06-16,19.05
2017-06-19,19.1
2017-06-20,19.05
2017-06-21,19.7
2017-06-22,20.1
2017-06-23,21.2
2017-06-27,21.7
2017-06-28,20.85
2017-06-29,22.0
2017-06-30,21.5
2017-07-03,21.85
2017-07-04,20.95
2017-07-05,21.8
2017-07-06,22.45
2017-07-07,22.8
2017-07-10,24.35
2017-07-11,24.2
2017-07-12,24.3
2017-07-13,23.95
2017-07-14,24.3
2017-07-17,24.35
2017-07-18,23.7
2017-07-19,24.75
2017-07-20,24.45
2017-07-21,24.25
2017-07-24,24.75
2017-07-25,25.55
2017-07-26,25.7
2017-07-27,25.7
2017-07-28,26.45
2017-07-31,26.25
2017-08-01,25.8
2017-08-02,25.0
2017-08-03,23.1
2017-08-04,23.3
2017-08-07,23.9
2017-08-08,22.9
2017-08-09,22.2
2017-08-10,21.2
2017-08-11,20.75
2017-08-14,24.1
2017-08-16,23.35
2017-08-17,23.2
2017-08-18,24.15
2017-08-21,23.4
2017-08-22,22.9
2017-08-23,23.05
2017-08-24,22.9
2017-08-28,23.25
2017-08-29,22.55
2017-08-30,22.7
2017-08-31,23.3
2017-09-01,23.45
2017-09-04,22.8
2017-09-05,22.6
2017-09-06,22.55
2017-09-07,22.35
2017-09-08,22.15
2017-09-11,22.1
2017-09-12,22.65
2017-09-13,21.75
2017-09-14,21.55
2017-09-15,20.45
2017-09-18,20.2
2017-09-19,20.1
2017-09-20,19.75
2017-09-21,20.95
2017-09-22,19.85
2017-09-25,19.9
2017-09-26,19.75
2017-09-27,19.05
2017-09-28,19.9
2017-09-29,19.2
2017-10-03,17.1
2017-10-04,17.2
2017-10-05,17.1
2017-10-06,17.2
2017-10-09,16.85
2017-10-10,16.7
2017-10-11,16.3
2017-10-12,16.25
2017-10-13,17.05
2017-10-16,17.05
2017-10-17,17.05
2017-10-18,16.8
2017-10-19,16.4
2017-10-23,17.7
2017-10-24,16.95
2017-10-25,16.45
2017-10-26,15.8
2017-10-27,15.9
2017-10-30,15.75
2017-10-31,17.1
2017-11-01,17.0
2017-11-02,17.3
2017-11-03,16.9
2017-11-06,15.85
2017-11-07,15.55
2017-11-08,15.6
2017-11-09,15.0
2017-11-10,14.05
2017-11-13,12.15
2017-11-14,11.6
2017-11-15,10.1
2017-11-16,11.7
2017-11-17,12.1
2017-11-20,12.05
2017-11-21,13.5
2017-11-22,13.95
2017-11-23,13.6
2017-11-24,13.55
2017-11-27,13.35
2017-11-28,12.85
2017-11-29,12.45
2017-11-30,12.6
2017-12-01,12.35
2017-12-04,11.5
2017-12-05,11.35
2017-12-06,10.75
2017-12-07,11.15
2017-12-08,11.65
2017-12-11,11.6
2017-12-12,11.65
2017-12-13,11.3
2017-12-14,11.9
2017-12-15,11.85
2017-12-18,11.8
2017-12-19,12.75
2017-12-20,17.3
2017-12-21,17.95
2017-12-22,16.3
2017-12-26,21.5
2017-12-27,28.7
2017-12-28,30.9
2017-12-29,36.15
