Date,ZEELEARN
2017-01-02,39.9
2017-01-03,40.85
2017-01-04,42.95
2017-01-05,43.9
2017-01-06,43.55
2017-01-09,42.8
2017-01-10,45.25
2017-01-11,45.6
2017-01-12,46.55
2017-01-13,46.25
2017-01-16,45.5
2017-01-17,45.45
2017-01-18,46.45
2017-01-19,46.2
2017-01-20,44.65
2017-01-23,44.7
2017-01-24,44.95
2017-01-25,46.2
2017-01-27,45.55
2017-01-30,45.05
2017-01-31,45.75
2017-02-01,47.75
2017-02-02,47.9
2017-02-03,48.5
2017-02-06,47.15
2017-02-07,47.45
2017-02-08,47.25
2017-02-09,47.05
2017-02-10,47.05
2017-02-13,46.0
2017-02-14,45.8
2017-02-15,44.55
2017-02-16,45.45
2017-02-17,45.05
2017-02-20,46.25
2017-02-21,45.95
2017-02-22,45.1
2017-02-23,44.7
2017-02-27,44.65
2017-02-28,45.05
2017-03-01,46.15
2017-03-02,45.95
2017-03-03,45.95
2017-03-06,46.3
2017-03-07,46.3
2017-03-08,45.5
2017-03-09,45.7
2017-03-10,45.85
2017-03-14,45.75
2017-03-15,45.2
2017-03-16,45.75
2017-03-17,45.25
2017-03-20,46.05
2017-03-21,48.7
2017-03-22,48.0
2017-03-23,49.2
2017-03-24,49.9
2017-03-27,50.2
2017-03-28,50.15
2017-03-29,49.15
2017-03-30,48.1
2017-03-31,48.2
2017-04-03,48.45
2017-04-05,48.9
2017-04-06,48.1
2017-04-07,47.2
2017-04-10,46.9
2017-04-11,46.75
2017-04-12,46.0
2017-04-13,46.5
2017-04-17,46.4
2017-04-18,45.65
2017-04-19,46.9
2017-04-20,48.5
2017-04-21,46.8
2017-04-24,48.05
2017-04-25,46.85
2017-04-26,47.45
2017-04-27,47.65
2017-04-28,47.6
2017-05-02,47.15
2017-05-03,46.85
2017-05-04,46.85
2017-05-05,46.35
2017-05-08,47.1
2017-05-09,46.9
2017-05-10,47.2
2017-05-11,47.05
2017-05-12,46.2
2017-05-15,46.4
2017-05-16,45.85
2017-05-17,46.2
2017-05-18,44.85
2017-05-19,44.95
2017-05-22,43.6
2017-05-23,44.0
2017-05-24,42.8
2017-05-25,42.7
2017-05-26,44.0
2017-05-29,43.75
2017-05-30,43.7
2017-05-31,42.9
2017-06-01,42.95
2017-06-02,43.1
2017-06-05,43.55
2017-06-06,43.05
2017-06-07,43.25
2017-06-08,42.85
2017-06-09,45.25
2017-06-12,45.35
2017-06-13,45.5
2017-06-14,45.55
2017-06-15,46.2
2017-06-16,45.8
2017-06-19,45.15
2017-06-20,45.85
2017-06-21,45.25
2017-06-22,45.4
2017-06-23,43.85
2017-06-27,42.75
2017-06-28,42.3
2017-06-29,42.45
2017-06-30,43.35
2017-07-03,43.95
2017-07-04,45.05
2017-07-05,45.05
2017-07-06,45.55
2017-07-07,45.25
2017-07-10,44.5
2017-07-11,43.95
2017-07-12,44.65
2017-07-13,44.25
2017-07-14,43.8
2017-07-17,43.65
2017-07-18,43.45
2017-07-19,44.45
2017-07-20,44.8
2017-07-21,44.4
2017-07-24,44.95
2017-07-25,44.65
2017-07-26,44.55
2017-07-27,43.1
2017-07-28,44.05
2017-07-31,43.3
2017-08-01,43.0
2017-08-02,43.6
2017-08-03,43.7
2017-08-04,43.85
2017-08-07,43.95
2017-08-08,42.9
2017-08-09,41.45
2017-08-10,39.85
2017-08-11,39.0
2017-08-14,41.3
2017-08-16,42.4
2017-08-17,43.1
2017-08-18,42.6
2017-08-21,41.85
2017-08-22,41.2
2017-08-23,42.2
2017-08-24,42.55
2017-08-28,42.8
2017-08-29,42.15
2017-08-30,42.05
2017-08-31,42.3
2017-09-01,43.5
2017-09-04,43.35
2017-09-05,44.55
2017-09-06,44.5
2017-09-07,42.6
2017-09-08,44.2
2017-09-11,43.3
2017-09-12,43.5
2017-09-13,42.6
2017-09-14,42.6
2017-09-15,42.9
2017-09-18,43.3
2017-09-19,43.35
2017-09-20,42.75
2017-09-21,43.3
2017-09-22,41.85
2017-09-25,43.0
2017-09-26,42.9
2017-09-27,42.95
2017-09-28,42.8
2017-09-29,43.0
2017-10-03,43.45
2017-10-04,43.05
2017-10-05,43.65
2017-10-06,43.9
2017-10-09,45.4
2017-10-10,46.4
2017-10-11,45.7
2017-10-12,46.1
2017-10-13,46.3
2017-10-16,46.6
2017-10-17,46.25
2017-10-18,45.2
2017-10-19,46.0
2017-10-23,46.0
2017-10-24,46.2
2017-10-25,45.65
2017-10-26,45.65
2017-10-27,45.35
2017-10-30,45.4
2017-10-31,45.15
2017-11-01,44.8
2017-11-02,44.65
2017-11-03,44.85
2017-11-06,45.15
2017-11-07,44.55
2017-11-08,43.9
2017-11-09,43.55
2017-11-10,44.55
2017-11-13,44.8
2017-11-14,45.45
2017-11-15,44.05
2017-11-16,44.45
2017-11-17,44.75
2017-11-20,44.45
2017-11-21,44.15
2017-11-22,43.8
2017-11-23,44.45
2017-11-24,43.95
2017-11-27,44.2
2017-11-28,43.95
2017-11-29,44.05
2017-11-30,44.0
2017-12-01,43.6
2017-12-04,43.8
2017-12-05,42.55
2017-12-06,42.6
2017-12-07,42.85
2017-12-08,43.5
2017-12-11,44.25
2017-12-12,44.8
2017-12-13,43.25
2017-12-14,44.0
2017-12-15,43.2
2017-12-18,43.2
2017-12-19,43.55
2017-12-20,46.15
2017-12-21,45.55
2017-12-22,45.2
2017-12-26,45.2
2017-12-27,44.6
2017-12-28,44.65
2017-12-29,44.35
