Date,JPINFRATEC
2017-01-02,7.55
2017-01-03,7.5
2017-01-04,8.1
2017-01-05,8.55
2017-01-06,8.25
2017-01-09,8.35
2017-01-10,8.4
2017-01-11,8.35
2017-01-12,8.2
2017-01-13,8.1
2017-01-16,8.05
2017-01-17,8.0
2017-01-18,8.2
2017-01-19,8.2
2017-01-20,7.95
2017-01-23,8.0
2017-01-24,8.1
2017-01-25,8.25
2017-01-27,8.15
2017-01-30,8.15
2017-01-31,8.45
2017-02-01,8.95
2017-02-02,9.2
2017-02-03,9.8
2017-02-06,11.25
2017-02-07,10.85
2017-02-08,11.0
2017-02-09,10.8
2017-02-10,10.35
2017-02-13,9.85
2017-02-14,9.5
2017-02-15,8.8
2017-02-16,9.65
2017-02-17,11.1
2017-02-20,11.05
2017-02-21,10.75
2017-02-22,10.1
2017-02-23,10.35
2017-02-27,10.9
2017-02-28,11.15
2017-03-01,13.1
2017-03-02,12.25
2017-03-03,12.9
2017-03-06,12.65
2017-03-07,12.2
2017-03-08,11.7
2017-03-09,11.85
2017-03-10,11.6
2017-03-14,10.6
2017-03-15,11.3
2017-03-16,11.05
2017-03-17,10.7
2017-03-20,10.15
2017-03-21,10.15
2017-03-22,10.75
2017-03-23,10.35
2017-03-24,10.45
2017-03-27,10.3
2017-03-28,10.2
2017-03-29,10.5
2017-03-30,10.55
2017-03-31,10.55
2017-04-03,10.6
2017-04-05,11.05
2017-04-06,11.5
2017-04-07,11.75
2017-04-10,11.25
2017-04-11,11.8
2017-04-12,11.35
2017-04-13,11.1
2017-04-17,11.2
2017-04-18,11.1
2017-04-19,11.15
2017-04-20,11.1
2017-04-21,11.35
2017-04-24,13.5
2017-04-25,12.95
2017-04-26,13.85
2017-04-27,13.95
2017-04-28,15.0
2017-05-02,14.95
2017-05-03,14.3
2017-05-04,14.4
2017-05-05,13.8
2017-05-08,14.15
2017-05-09,14.0
2017-05-10,14.05
2017-05-11,13.75
2017-05-12,13.5
2017-05-15,13.55
2017-05-16,13.3
2017-05-17,13.7
2017-05-18,13.8
2017-05-19,13.1
2017-05-22,12.65
2017-05-23,11.9
2017-05-24,10.9
2017-05-25,11.9
2017-05-26,12.25
2017-05-29,11.8
2017-05-30,11.65
2017-05-31,11.95
2017-06-01,11.7
2017-06-02,12.3
2017-06-05,12.35
2017-06-06,11.8
2017-06-07,11.7
2017-06-08,11.75
2017-06-09,11.4
2017-06-12,11.3
2017-06-13,11.9
2017-06-14,11.8
2017-06-15,11.9
2017-06-16,11.55
2017-06-19,10.95
2017-06-20,11.25
2017-06-21,11.2
2017-06-22,12.0
2017-06-23,12.45
2017-06-27,14.9
2017-06-28,16.6
2017-06-29,18.25
2017-06-30,20.05
2017-07-03,18.1
2017-07-04,16.9
2017-07-05,18.55
2017-07-06,19.05
2017-07-07,20.8
2017-07-10,21.05
2017-07-11,19.95
2017-07-12,19.8
2017-07-13,19.0
2017-07-14,19.15
2017-07-17,20.05
2017-07-18,19.8
2017-07-19,20.25
2017-07-20,20.3
2017-07-21,22.3
2017-07-24,23.4
2017-07-25,24.35
2017-07-26,24.4
2017-07-27,23.2
2017-07-28,22.55
2017-07-31,21.85
2017-08-01,21.55
2017-08-02,20.5
2017-08-03,19.9
2017-08-04,20.85
2017-08-07,21.85
2017-08-08,20.8
2017-08-09,19.8
2017-08-10,18.85
2017-08-11,17.95
2017-08-14,17.1
2017-08-16,17.95
2017-08-17,17.1
2017-08-18,16.25
2017-08-21,15.45
2017-08-22,14.7
2017-08-23,14.2
2017-08-24,14.9
2017-08-28,15.6
2017-08-29,16.05
2017-08-30,16.85
2017-08-31,16.8
2017-09-01,17.6
2017-09-04,18.45
2017-09-05,18.2
2017-09-06,17.3
2017-09-07,17.25
2017-09-08,16.75
2017-09-11,15.95
2017-09-12,15.4
2017-09-13,15.3
2017-09-14,15.05
2017-09-15,14.6
2017-09-18,13.9
2017-09-19,13.8
2017-09-20,13.9
2017-09-21,14.15
2017-09-22,13.5
2017-09-25,12.85
2017-09-26,12.45
2017-09-27,11.85
2017-09-28,12.4
2017-09-29,13.0
2017-10-03,13.0
2017-10-04,13.3
2017-10-05,13.95
2017-10-06,14.6
2017-10-09,14.55
2017-10-10,14.3
2017-10-11,14.0
2017-10-12,14.05
2017-10-13,14.3
2017-10-16,14.4
2017-10-17,13.95
2017-10-18,14.05
2017-10-19,13.6
2017-10-23,13.7
2017-10-24,14.3
2017-10-25,14.5
2017-10-26,13.85
2017-10-27,13.85
2017-10-30,13.6
2017-10-31,13.35
2017-11-01,13.35
2017-11-02,13.15
2017-11-03,13.15
2017-11-06,13.05
2017-11-07,12.7
2017-11-08,12.35
2017-11-09,12.6
2017-11-10,13.85
2017-11-13,15.2
2017-11-14,15.55
2017-11-15,15.3
2017-11-16,15.05
2017-11-17,15.2
2017-11-20,14.75
2017-11-21,14.75
2017-11-22,14.0
2017-11-23,14.25
2017-11-24,14.25
2017-11-27,14.2
2017-11-28,14.15
2017-11-29,13.8
2017-11-30,14.0
2017-12-01,13.9
2017-12-04,13.5
2017-12-05,13.65
2017-12-06,13.5
2017-12-07,14.05
2017-12-08,14.55
2017-12-11,14.95
2017-12-12,14.8
2017-12-13,14.4
2017-12-14,14.4
2017-12-15,14.4
2017-12-18,14.55
2017-12-19,14.8
2017-12-20,14.75
2017-12-21,15.75
2017-12-22,15.45
2017-12-26,16.0
2017-12-27,18.05
2017-12-28,21.65
2017-12-29,23.8
