Date,ASHAPURMIN
2017-01-02,60.6
2017-01-03,61.15
2017-01-04,62.5
2017-01-05,65.85
2017-01-06,68.35
2017-01-09,69.4
2017-01-10,68.4
2017-01-11,73.1
2017-01-12,70.05
2017-01-13,68.25
2017-01-16,69.75
2017-01-17,68.5
2017-01-18,67.2
2017-01-19,68.6
2017-01-20,66.65
2017-01-23,66.1
2017-01-24,69.35
2017-01-25,69.3
2017-01-27,68.3
2017-01-30,68.35
2017-01-31,67.05
2017-02-01,68.95
2017-02-02,67.85
2017-02-03,67.45
2017-02-06,67.75
2017-02-07,66.65
2017-02-08,66.15
2017-02-09,65.35
2017-02-10,65.45
2017-02-13,64.95
2017-02-14,64.65
2017-02-15,61.3
2017-02-16,64.85
2017-02-17,64.55
2017-02-20,64.75
2017-02-21,65.35
2017-02-22,66.0
2017-02-23,66.45
2017-02-27,67.05
2017-02-28,68.55
2017-03-01,68.8
2017-03-02,66.6
2017-03-03,67.45
2017-03-06,67.75
2017-03-07,66.95
2017-03-08,66.2
2017-03-09,65.35
2017-03-10,64.65
2017-03-14,65.8
2017-03-15,64.2
2017-03-16,65.3
2017-03-17,65.2
2017-03-20,65.1
2017-03-21,64.25
2017-03-22,64.65
2017-03-23,66.8
2017-03-24,70.2
2017-03-27,70.25
2017-03-28,70.5
2017-03-29,68.45
2017-03-30,68.65
2017-03-31,69.2
2017-04-03,69.45
2017-04-05,70.1
2017-04-06,78.75
2017-04-07,77.8
2017-04-10,75.75
2017-04-11,73.05
2017-04-12,71.05
2017-04-13,72.85
2017-04-17,74.15
2017-04-18,70.85
2017-04-19,70.25
2017-04-20,68.55
2017-04-21,68.5
2017-04-24,66.5
2017-04-25,66.6
2017-04-26,65.1
2017-04-27,66.1
2017-04-28,66.3
2017-05-02,66.15
2017-05-03,66.3
2017-05-04,65.5
2017-05-05,64.35
2017-05-08,64.1
2017-05-09,64.0
2017-05-10,67.8
2017-05-11,66.65
2017-05-12,65.35
2017-05-15,67.5
2017-05-16,68.1
2017-05-17,67.8
2017-05-18,66.2
2017-05-19,64.75
2017-05-22,64.25
2017-05-23,62.8
2017-05-24,61.9
2017-05-25,61.5
2017-05-26,62.55
2017-05-29,61.95
2017-05-30,61.0
2017-05-31,60.55
2017-06-01,61.25
2017-06-02,60.9
2017-06-05,61.0
2017-06-06,59.5
2017-06-07,59.45
2017-06-08,60.6
2017-06-09,59.95
2017-06-12,59.9
2017-06-13,59.35
2017-06-14,59.65
2017-06-15,61.55
2017-06-16,62.05
2017-06-19,62.2
2017-06-20,60.95
2017-06-21,61.45
2017-06-22,60.15
2017-06-23,59.25
2017-06-27,57.65
2017-06-28,56.25
2017-06-29,56.55
2017-06-30,56.3
2017-07-03,57.3
2017-07-04,58.15
2017-07-05,58.05
2017-07-06,59.6
2017-07-07,59.05
2017-07-10,59.45
2017-07-11,59.45
2017-07-12,59.9
2017-07-13,59.35
2017-07-14,58.6
2017-07-17,57.45
2017-07-18,57.25
2017-07-19,57.95
2017-07-20,57.65
2017-07-21,57.55
2017-07-24,57.65
2017-07-25,57.2
2017-07-26,57.15
2017-07-27,56.45
2017-07-28,55.6
2017-07-31,54.85
2017-08-01,55.45
2017-08-02,56.55
2017-08-03,56.6
2017-08-04,56.45
2017-08-07,56.15
2017-08-08,53.6
2017-08-09,53.4
2017-08-10,49.15
2017-08-11,48.95
2017-08-14,49.5
2017-08-16,50.6
2017-08-17,50.9
2017-08-18,55.15
2017-08-21,55.0
2017-08-22,55.0
2017-08-23,55.7
2017-08-24,55.55
2017-08-28,57.3
2017-08-29,56.8
2017-08-30,56.05
2017-08-31,55.85
2017-09-01,55.5
2017-09-04,54.3
2017-09-05,55.75
2017-09-06,55.55
2017-09-07,56.15
2017-09-08,55.5
2017-09-11,53.8
2017-09-12,54.05
2017-09-13,55.0
2017-09-14,54.3
2017-09-15,54.85
2017-09-18,54.05
2017-09-19,53.35
2017-09-20,57.65
2017-09-21,55.75
2017-09-22,53.8
2017-09-25,53.1
2017-09-26,52.15
2017-09-27,50.45
2017-09-28,50.85
2017-09-29,50.1
2017-10-03,50.2
2017-10-04,49.95
2017-10-05,54.8
2017-10-06,52.55
2017-10-09,50.25
2017-10-10,50.85
2017-10-11,49.55
2017-10-12,50.35
2017-10-13,49.8
2017-10-16,49.2
2017-10-17,51.2
2017-10-18,52.65
2017-10-19,52.9
2017-10-23,51.35
2017-10-24,50.75
2017-10-25,50.0
2017-10-26,51.0
2017-10-27,58.0
2017-10-30,56.25
2017-10-31,58.85
2017-11-01,57.8
2017-11-02,56.95
2017-11-03,65.85
2017-11-06,73.45
2017-11-07,70.9
2017-11-08,77.45
2017-11-09,80.9
2017-11-10,82.5
2017-11-13,79.0
2017-11-14,78.3
2017-11-15,75.55
2017-11-16,83.1
2017-11-17,89.75
2017-11-20,94.15
2017-11-21,92.2
2017-11-22,99.7
2017-11-23,101.85
2017-11-24,96.9
2017-11-27,95.8
2017-11-28,98.85
2017-11-29,103.55
2017-11-30,100.65
2017-12-01,96.45
2017-12-04,93.0
2017-12-05,91.25
2017-12-06,92.2
2017-12-07,93.45
2017-12-08,93.7
2017-12-11,94.2
2017-12-12,91.2
2017-12-13,91.05
2017-12-14,88.9
2017-12-15,89.55
2017-12-18,91.8
2017-12-19,99.95
2017-12-20,100.95
2017-12-21,98.2
2017-12-22,97.3
2017-12-26,97.8
2017-12-27,95.55
2017-12-28,96.0
2017-12-29,94.3
