Date,LAOPALA
2017-01-02,450.1
2017-01-03,469.95
2017-01-04,469.2
2017-01-05,463.65
2017-01-06,468.5
2017-01-09,471.95
2017-01-10,473.25
2017-01-11,475.25
2017-01-12,474.15
2017-01-13,472.4
2017-01-16,467.6
2017-01-17,461.0
2017-01-18,467.95
2017-01-19,468.85
2017-01-20,469.15
2017-01-23,468.2
2017-01-24,470.45
2017-01-25,470.45
2017-01-27,471.15
2017-01-30,470.25
2017-01-31,467.65
2017-02-01,477.5
2017-02-02,487.0
2017-02-03,496.25
2017-02-06,480.75
2017-02-07,480.0
2017-02-08,484.45
2017-02-09,483.95
2017-02-10,485.0
2017-02-13,482.45
2017-02-14,478.75
2017-02-15,476.65
2017-02-16,477.6
2017-02-17,477.8
2017-02-20,470.15
2017-02-21,475.9
2017-02-22,478.2
2017-02-23,479.9
2017-02-27,483.3
2017-02-28,486.05
2017-03-01,489.3
2017-03-02,518.85
2017-03-03,534.3
2017-03-06,529.75
2017-03-07,525.1
2017-03-08,532.2
2017-03-09,528.7
2017-03-10,530.05
2017-03-14,529.85
2017-03-15,517.65
2017-03-16,514.65
2017-03-17,517.9
2017-03-20,519.0
2017-03-21,532.35
2017-03-22,527.05
2017-03-23,521.8
2017-03-24,517.8
2017-03-27,510.1
2017-03-28,504.3
2017-03-29,533.35
2017-03-30,523.5
2017-03-31,538.15
2017-04-03,538.35
2017-04-05,548.85
2017-04-06,549.7
2017-04-07,541.55
2017-04-10,531.5
2017-04-11,531.75
2017-04-12,524.9
2017-04-13,522.0
2017-04-17,520.35
2017-04-18,527.8
2017-04-19,525.15
2017-04-20,524.1
2017-04-21,525.65
2017-04-24,530.1
2017-04-25,529.25
2017-04-26,541.4
2017-04-27,540.65
2017-04-28,551.45
2017-05-02,549.4
2017-05-03,552.1
2017-05-04,556.0
2017-05-05,556.15
2017-05-08,559.3
2017-05-09,559.65
2017-05-10,534.8
2017-05-11,520.8
2017-05-12,519.55
2017-05-15,529.95
2017-05-16,526.55
2017-05-17,526.1
2017-05-18,530.55
2017-05-19,531.35
2017-05-22,542.05
2017-05-23,529.0
2017-05-24,527.8
2017-05-25,524.9
2017-05-26,527.2
2017-05-29,528.1
2017-05-30,525.75
2017-05-31,553.75
2017-06-01,551.35
2017-06-02,547.55
2017-06-05,546.25
2017-06-06,541.7
2017-06-07,559.55
2017-06-08,550.65
2017-06-09,551.35
2017-06-12,549.1
2017-06-13,543.05
2017-06-14,549.45
2017-06-15,539.05
2017-06-16,537.65
2017-06-19,529.95
2017-06-20,529.05
2017-06-21,504.9
2017-06-22,518.75
2017-06-23,514.25
2017-06-27,538.0
2017-06-28,523.0
2017-06-29,523.1
2017-06-30,513.8
2017-07-03,514.5
2017-07-04,515.0
2017-07-05,515.35
2017-07-06,514.2
2017-07-07,513.4
2017-07-10,508.9
2017-07-11,499.1
2017-07-12,509.8
2017-07-13,497.0
2017-07-14,481.25
2017-07-17,507.1
2017-07-18,508.05
2017-07-19,520.4
2017-07-20,513.7
2017-07-21,509.95
2017-07-24,504.9
2017-07-25,507.05
2017-07-26,518.85
2017-07-27,511.85
2017-07-28,511.9
2017-07-31,515.0
2017-08-01,508.8
2017-08-02,510.65
2017-08-03,508.4
2017-08-04,505.45
2017-08-07,498.2
2017-08-08,498.35
2017-08-09,491.85
2017-08-10,469.95
2017-08-11,466.7
2017-08-14,467.4
2017-08-16,472.1
2017-08-17,466.6
2017-08-18,462.45
2017-08-21,478.4
2017-08-22,473.85
2017-08-23,469.1
2017-08-24,467.15
2017-08-28,461.5
2017-08-29,459.7
2017-08-30,471.5
2017-08-31,482.3
2017-09-01,487.35
2017-09-04,478.0
2017-09-05,480.2
2017-09-06,469.4
2017-09-07,471.55
2017-09-08,465.1
2017-09-11,477.85
2017-09-12,471.0
2017-09-13,473.4
2017-09-14,464.2
2017-09-15,478.35
2017-09-18,506.45
2017-09-19,517.6
2017-09-20,514.05
2017-09-21,512.8
2017-09-22,496.35
2017-09-25,478.4
2017-09-26,482.6
2017-09-27,476.0
2017-09-28,481.2
2017-09-29,497.95
2017-10-03,513.7
2017-10-04,518.0
2017-10-05,508.45
2017-10-06,513.45
2017-10-09,518.65
2017-10-10,529.5
2017-10-11,522.4
2017-10-12,512.15
2017-10-13,517.0
2017-10-16,517.3
2017-10-17,522.4
2017-10-18,525.4
2017-10-19,522.95
2017-10-23,520.75
2017-10-24,517.3
2017-10-25,515.35
2017-10-26,515.1
2017-10-27,519.05
2017-10-30,522.1
2017-10-31,530.45
2017-11-01,525.1
2017-11-02,523.55
2017-11-03,518.0
2017-11-06,510.2
2017-11-07,519.9
2017-11-08,524.25
2017-11-09,526.2
2017-11-10,521.15
2017-11-13,528.6
2017-11-14,525.2
2017-11-15,521.9
2017-11-16,525.0
2017-11-17,525.8
2017-11-20,526.95
2017-11-21,531.5
2017-11-22,532.65
2017-11-23,541.65
2017-11-24,549.45
2017-11-27,560.4
2017-11-28,630.4
2017-11-29,627.4
2017-11-30,634.5
2017-12-01,619.35
2017-12-04,674.75
2017-12-05,677.45
2017-12-06,650.7
2017-12-07,653.25
2017-12-08,649.15
2017-12-11,651.95
2017-12-12,627.85
2017-12-13,616.35
2017-12-14,594.05
2017-12-15,625.55
2017-12-18,625.1
2017-12-19,636.5
2017-12-20,635.4
2017-12-21,629.95
2017-12-22,618.55
2017-12-26,615.1
2017-12-27,612.6
2017-12-28,610.25
2017-12-29,612.55
