Date,AVTNPL
2017-01-02,31.1
2017-01-03,31.65
2017-01-04,32.25
2017-01-05,33.0
2017-01-06,32.4
2017-01-09,32.35
2017-01-10,32.05
2017-01-11,32.65
2017-01-12,34.1
2017-01-13,33.75
2017-01-16,33.8
2017-01-17,34.3
2017-01-18,34.95
2017-01-19,35.35
2017-01-20,33.9
2017-01-23,34.0
2017-01-24,34.05
2017-01-25,35.45
2017-01-27,34.65
2017-01-30,34.1
2017-01-31,34.1
2017-02-01,34.6
2017-02-02,34.3
2017-02-03,34.9
2017-02-06,35.5
2017-02-07,37.0
2017-02-08,37.65
2017-02-09,36.35
2017-02-10,36.8
2017-02-13,37.8
2017-02-14,37.65
2017-02-15,36.9
2017-02-16,36.95
2017-02-17,36.65
2017-02-20,36.3
2017-02-21,37.6
2017-02-22,36.9
2017-02-23,37.4
2017-02-27,37.85
2017-02-28,37.95
2017-03-01,38.9
2017-03-02,37.75
2017-03-03,37.85
2017-03-06,37.75
2017-03-07,37.25
2017-03-08,36.9
2017-03-09,37.0
2017-03-10,36.8
2017-03-14,37.1
2017-03-15,37.2
2017-03-16,37.9
2017-03-17,37.15
2017-03-20,36.85
2017-03-21,36.75
2017-03-22,36.05
2017-03-23,36.4
2017-03-24,37.75
2017-03-27,38.0
2017-03-28,38.45
2017-03-29,37.7
2017-03-30,37.5
2017-03-31,39.2
2017-04-03,41.1
2017-04-05,44.75
2017-04-06,43.15
2017-04-07,45.5
2017-04-10,45.45
2017-04-11,47.0
2017-04-12,45.2
2017-04-13,44.35
2017-04-17,45.0
2017-04-18,43.9
2017-04-19,44.25
2017-04-20,44.75
2017-04-21,45.25
2017-04-24,46.0
2017-04-25,47.1
2017-04-26,45.1
2017-04-27,46.8
2017-04-28,49.6
2017-05-02,49.05
2017-05-03,50.15
2017-05-04,49.9
2017-05-05,48.3
2017-05-08,48.65
2017-05-09,48.5
2017-05-10,47.95
2017-05-11,48.8
2017-05-12,47.45
2017-05-15,47.6
2017-05-16,47.45
2017-05-17,46.3
2017-05-18,45.45
2017-05-19,44.95
2017-05-22,44.0
2017-05-23,42.5
2017-05-24,42.15
2017-05-25,43.55
2017-05-26,44.8
2017-05-29,44.05
2017-05-30,41.25
2017-05-31,41.0
2017-06-01,41.45
2017-06-02,41.25
2017-06-05,41.5
2017-06-06,39.8
2017-06-07,40.55
2017-06-08,40.1
2017-06-09,40.75
2017-06-12,40.2
2017-06-13,40.0
2017-06-14,39.7
2017-06-15,43.0
2017-06-16,44.2
2017-06-19,42.2
2017-06-20,42.45
2017-06-21,42.0
2017-06-22,41.65
2017-06-23,41.0
2017-06-27,40.6
2017-06-28,39.85
2017-06-29,39.85
2017-06-30,40.25
2017-07-03,41.85
2017-07-04,42.95
2017-07-05,43.15
2017-07-06,43.7
2017-07-07,43.05
2017-07-10,43.05
2017-07-11,41.95
2017-07-12,41.9
2017-07-13,41.0
2017-07-14,41.2
2017-07-17,41.05
2017-07-18,40.65
2017-07-19,41.35
2017-07-20,41.5
2017-07-21,41.15
2017-07-24,41.7
2017-07-25,41.9
2017-07-26,41.75
2017-07-27,41.75
2017-07-28,41.3
2017-07-31,40.9
2017-08-01,40.35
2017-08-02,40.2
2017-08-03,39.7
2017-08-04,39.65
2017-08-07,40.6
2017-08-08,40.0
2017-08-09,39.45
2017-08-10,36.95
2017-08-11,35.2
2017-08-14,37.05
2017-08-16,38.0
2017-08-17,38.5
2017-08-18,39.1
2017-08-21,37.7
2017-08-22,37.65
2017-08-23,38.0
2017-08-24,38.3
2017-08-28,38.3
2017-08-29,37.95
2017-08-30,39.35
2017-08-31,39.4
2017-09-01,39.15
2017-09-04,38.4
2017-09-05,38.55
2017-09-06,39.8
2017-09-07,43.1
2017-09-08,41.5
2017-09-11,41.5
2017-09-12,40.8
2017-09-13,40.25
2017-09-14,40.4
2017-09-15,39.85
2017-09-18,39.75
2017-09-19,39.2
2017-09-20,39.5
2017-09-21,42.55
2017-09-22,40.95
2017-09-25,39.75
2017-09-26,39.75
2017-09-27,39.1
2017-09-28,39.4
2017-09-29,39.65
2017-10-03,39.85
2017-10-04,40.0
2017-10-05,40.75
2017-10-06,40.65
2017-10-09,40.0
2017-10-10,39.4
2017-10-11,39.1
2017-10-12,39.25
2017-10-13,39.25
2017-10-16,39.2
2017-10-17,39.15
2017-10-18,39.1
2017-10-19,39.5
2017-10-23,40.4
2017-10-24,40.5
2017-10-25,41.5
2017-10-26,40.9
2017-10-27,42.4
2017-10-30,42.75
2017-10-31,42.35
2017-11-01,42.5
2017-11-02,46.8
2017-11-03,45.65
2017-11-06,46.0
2017-11-07,42.8
2017-11-08,40.9
2017-11-09,40.6
2017-11-10,41.0
2017-11-13,41.5
2017-11-14,40.7
2017-11-15,39.8
2017-11-16,40.25
2017-11-17,40.85
2017-11-20,41.05
2017-11-21,41.45
2017-11-22,40.8
2017-11-23,42.0
2017-11-24,42.3
2017-11-27,43.85
2017-11-28,46.65
2017-11-29,47.05
2017-11-30,48.2
2017-12-01,47.8
2017-12-04,45.95
2017-12-05,44.85
2017-12-06,44.35
2017-12-07,45.25
2017-12-08,44.7
2017-12-11,46.05
2017-12-12,47.35
2017-12-13,54.35
2017-12-14,56.6
2017-12-15,56.45
2017-12-18,56.65
2017-12-19,58.8
2017-12-20,58.0
2017-12-21,58.0
2017-12-22,57.6
2017-12-26,57.35
2017-12-27,60.45
2017-12-28,59.2
2017-12-29,59.45
