Date,JMTAUTOLTD
2017-01-02,19.05
2017-01-03,19.1
2017-01-04,19.3
2017-01-05,19.0
2017-01-06,18.8
2017-01-09,19.05
2017-01-10,18.8
2017-01-11,19.2
2017-01-12,21.4
2017-01-13,20.5
2017-01-16,20.4
2017-01-17,20.1
2017-01-18,19.85
2017-01-19,19.8
2017-01-20,19.1
2017-01-23,19.35
2017-01-24,19.25
2017-01-25,19.4
2017-01-27,19.1
2017-01-30,19.15
2017-01-31,18.85
2017-02-01,18.95
2017-02-02,18.5
2017-02-03,18.4
2017-02-06,18.15
2017-02-07,18.15
2017-02-08,17.75
2017-02-09,17.55
2017-02-10,17.0
2017-02-13,16.5
2017-02-14,16.2
2017-02-15,16.4
2017-02-16,15.55
2017-02-17,15.4
2017-02-20,15.3
2017-02-21,15.25
2017-02-22,15.0
2017-02-23,14.95
2017-02-27,14.9
2017-02-28,14.95
2017-03-01,14.8
2017-03-02,14.5
2017-03-03,13.85
2017-03-06,13.75
2017-03-07,13.6
2017-03-08,13.45
2017-03-09,13.25
2017-03-10,12.8
2017-03-14,12.65
2017-03-15,12.55
2017-03-16,12.3
2017-03-17,12.2
2017-03-20,12.3
2017-03-21,12.0
2017-03-22,11.85
2017-03-23,11.8
2017-03-24,11.5
2017-03-27,11.1
2017-03-28,10.3
2017-03-29,10.0
2017-03-30,10.45
2017-03-31,10.65
2017-04-03,10.3
2017-04-05,10.3
2017-04-06,10.2
2017-04-07,10.25
2017-04-10,10.1
2017-04-11,10.1
2017-04-12,10.0
2017-04-13,9.8
2017-04-17,9.75
2017-04-18,9.75
2017-04-19,9.95
2017-04-20,10.1
2017-04-21,10.05
2017-04-24,9.95
2017-04-25,9.9
2017-04-26,9.9
2017-04-27,9.8
2017-04-28,10.05
2017-05-02,9.95
2017-05-03,9.75
2017-05-04,9.85
2017-05-05,9.4
2017-05-08,9.3
2017-05-09,9.2
2017-05-10,9.2
2017-05-11,8.95
2017-05-12,8.65
2017-05-15,8.15
2017-05-16,7.8
2017-05-17,8.95
2017-05-18,8.6
2017-05-19,8.3
2017-05-22,8.3
2017-05-23,7.95
2017-05-24,7.15
2017-05-25,7.35
2017-05-26,7.6
2017-05-29,7.55
2017-05-30,7.2
2017-05-31,7.15
2017-06-01,7.3
2017-06-02,7.35
2017-06-05,7.35
2017-06-06,7.25
2017-06-07,7.2
2017-06-08,7.3
2017-06-09,7.45
2017-06-12,7.25
2017-06-13,7.2
2017-06-14,7.05
2017-06-15,7.05
2017-06-16,6.9
2017-06-19,6.25
2017-06-20,7.25
2017-06-21,7.7
2017-06-22,7.75
2017-06-23,7.3
2017-06-27,6.85
2017-06-28,6.85
2017-06-29,7.5
2017-06-30,7.1
2017-07-03,6.8
2017-07-04,6.5
2017-07-05,6.4
2017-07-06,6.1
2017-07-07,6.0
2017-07-10,6.25
2017-07-11,5.9
2017-07-12,5.45
2017-07-13,5.25
2017-07-14,5.15
2017-07-17,5.0
2017-07-18,4.85
2017-07-19,5.8
2017-07-20,5.75
2017-07-21,5.45
2017-07-24,5.6
2017-07-25,5.2
2017-07-26,5.15
2017-07-27,5.15
2017-07-28,5.15
2017-07-31,5.15
2017-08-01,5.05
2017-08-02,5.0
2017-08-03,4.95
2017-08-04,4.85
2017-08-07,4.85
2017-08-08,4.75
2017-08-09,4.65
2017-08-10,4.45
2017-08-11,4.25
2017-08-14,4.35
2017-08-16,4.8
2017-08-17,5.0
2017-08-18,4.6
2017-08-21,4.6
2017-08-22,4.55
2017-08-23,4.1
2017-08-24,4.15
2017-08-28,4.15
2017-08-29,4.1
2017-08-30,4.05
2017-08-31,3.95
2017-09-01,3.85
2017-09-04,4.3
2017-09-05,4.15
2017-09-06,4.05
2017-09-07,4.0
2017-09-08,4.0
2017-09-11,4.05
2017-09-12,4.0
2017-09-13,3.95
2017-09-14,3.95
2017-09-15,3.95
2017-09-18,3.95
2017-09-19,3.9
2017-09-20,3.85
2017-09-21,3.8
2017-09-22,3.8
2017-09-25,3.65
2017-09-26,3.6
2017-09-27,3.65
2017-09-28,3.7
2017-09-29,3.65
2017-10-03,3.55
2017-10-04,3.6
2017-10-05,3.55
2017-10-06,3.55
2017-10-09,3.6
2017-10-10,3.55
2017-10-11,3.55
2017-10-12,3.6
2017-10-13,3.6
2017-10-16,3.55
2017-10-17,3.55
2017-10-18,3.45
2017-10-19,3.6
2017-10-23,4.0
2017-10-24,4.8
2017-10-25,5.75
2017-10-26,5.4
2017-10-27,5.05
2017-10-30,5.0
2017-10-31,5.05
2017-11-01,5.05
2017-11-02,5.0
2017-11-03,5.5
2017-11-06,6.05
2017-11-07,6.6
2017-11-08,6.3
2017-11-09,6.0
2017-11-10,5.7
2017-11-13,5.65
