Date,PRSMJOHNSN
2017-01-02,79.85
2017-01-03,83.35
2017-01-04,84.8
2017-01-05,84.55
2017-01-06,84.2
2017-01-09,85.1
2017-01-10,88.6
2017-01-11,90.4
2017-01-12,90.9
2017-01-13,89.95
2017-01-16,90.1
2017-01-17,89.7
2017-01-18,90.55
2017-01-19,90.35
2017-01-20,88.65
2017-01-23,90.2
2017-01-24,92.4
2017-01-25,94.85
2017-01-27,96.1
2017-01-30,93.35
2017-01-31,91.5
2017-02-01,96.55
2017-02-02,99.95
2017-02-03,104.45
2017-02-06,112.3
2017-02-07,106.9
2017-02-08,101.85
2017-02-09,98.4
2017-02-10,99.6
2017-02-13,97.45
2017-02-14,98.05
2017-02-15,89.95
2017-02-16,91.75
2017-02-17,92.6
2017-02-20,92.6
2017-02-21,96.05
2017-02-22,94.75
2017-02-23,95.4
2017-02-27,95.45
2017-02-28,95.0
2017-03-01,99.75
2017-03-02,97.4
2017-03-03,97.45
2017-03-06,95.25
2017-03-07,94.45
2017-03-08,94.5
2017-03-09,93.75
2017-03-10,92.7
2017-03-14,93.75
2017-03-15,96.55
2017-03-16,98.9
2017-03-17,98.65
2017-03-20,99.75
2017-03-21,101.55
2017-03-22,99.15
2017-03-23,98.6
2017-03-24,98.75
2017-03-27,96.5
2017-03-28,98.9
2017-03-29,96.65
2017-03-30,96.7
2017-03-31,97.9
2017-04-03,101.7
2017-04-05,103.5
2017-04-06,103.9
2017-04-07,104.15
2017-04-10,104.35
2017-04-11,104.75
2017-04-12,104.45
2017-04-13,103.1
2017-04-17,101.95
2017-04-18,99.55
2017-04-19,103.7
2017-04-20,106.8
2017-04-21,104.8
2017-04-24,111.9
2017-04-25,114.1
2017-04-26,114.2
2017-04-27,118.35
2017-04-28,121.9
2017-05-02,120.4
2017-05-03,119.7
2017-05-04,117.85
2017-05-05,116.25
2017-05-08,121.25
2017-05-09,122.05
2017-05-10,121.8
2017-05-11,121.65
2017-05-12,123.55
2017-05-15,124.6
2017-05-16,124.95
2017-05-17,125.2
2017-05-18,122.35
2017-05-19,121.15
2017-05-22,121.1
2017-05-23,118.9
2017-05-24,116.25
2017-05-25,119.6
2017-05-26,121.45
2017-05-29,116.45
2017-05-30,114.1
2017-05-31,114.65
2017-06-01,118.0
2017-06-02,117.05
2017-06-05,117.4
2017-06-06,116.0
2017-06-07,114.15
2017-06-08,115.35
2017-06-09,115.5
2017-06-12,114.55
2017-06-13,114.15
2017-06-14,121.2
2017-06-15,117.65
2017-06-16,117.0
2017-06-19,115.05
2017-06-20,116.3
2017-06-21,117.75
2017-06-22,120.25
2017-06-23,119.2
2017-06-27,118.65
2017-06-28,119.05
2017-06-29,120.4
2017-06-30,121.1
2017-07-03,120.55
2017-07-04,121.1
2017-07-05,126.55
2017-07-06,124.6
2017-07-07,122.95
2017-07-10,124.7
2017-07-11,124.85
2017-07-12,125.2
2017-07-13,124.25
2017-07-14,121.65
2017-07-17,120.8
2017-07-18,121.95
2017-07-19,123.05
2017-07-20,124.35
2017-07-21,122.85
2017-07-24,121.5
2017-07-25,121.2
2017-07-26,122.95
2017-07-27,120.95
2017-07-28,120.25
2017-07-31,119.8
2017-08-01,121.6
2017-08-02,119.25
2017-08-03,117.45
2017-08-04,118.15
2017-08-07,118.25
2017-08-08,121.05
2017-08-09,118.7
2017-08-10,114.4
2017-08-11,112.05
2017-08-14,112.2
2017-08-16,112.65
2017-08-17,112.45
2017-08-18,112.25
2017-08-21,111.3
2017-08-22,107.55
2017-08-23,111.0
2017-08-24,109.9
2017-08-28,110.05
2017-08-29,109.45
2017-08-30,109.1
2017-08-31,109.75
2017-09-01,110.0
2017-09-04,108.0
2017-09-05,109.15
2017-09-06,114.55
2017-09-07,113.4
2017-09-08,111.1
2017-09-11,109.5
2017-09-12,109.95
2017-09-13,108.6
2017-09-14,108.55
2017-09-15,107.7
2017-09-18,108.25
2017-09-19,110.45
2017-09-20,107.95
2017-09-21,109.05
2017-09-22,105.7
2017-09-25,106.65
2017-09-26,106.45
2017-09-27,103.1
2017-09-28,102.2
2017-09-29,102.95
2017-10-03,104.3
2017-10-04,103.5
2017-10-05,103.95
2017-10-06,107.0
2017-10-09,108.75
2017-10-10,109.1
2017-10-11,105.55
2017-10-12,109.05
2017-10-13,107.3
2017-10-16,108.85
2017-10-17,110.35
2017-10-18,109.75
2017-10-19,109.85
2017-10-23,112.3
2017-10-24,110.7
2017-10-25,115.45
2017-10-26,117.05
2017-10-27,120.05
2017-10-30,118.95
2017-10-31,118.7
2017-11-01,119.15
2017-11-02,123.2
2017-11-03,121.35
2017-11-06,120.2
2017-11-07,110.85
2017-11-08,113.9
2017-11-09,114.4
2017-11-10,114.8
2017-11-13,111.95
2017-11-14,113.65
2017-11-15,111.1
2017-11-16,114.3
2017-11-17,114.15
2017-11-20,111.75
2017-11-21,111.6
2017-11-22,113.1
2017-11-23,115.55
2017-11-24,114.85
2017-11-27,112.9
2017-11-28,113.9
2017-11-29,116.85
2017-11-30,113.6
2017-12-01,111.75
2017-12-04,110.8
2017-12-05,112.95
2017-12-06,113.85
2017-12-07,113.8
2017-12-08,112.6
2017-12-11,111.9
2017-12-12,112.0
2017-12-13,114.65
2017-12-14,112.9
2017-12-15,114.4
2017-12-18,114.5
2017-12-19,114.7
2017-12-20,118.9
2017-12-21,118.8
2017-12-22,116.6
2017-12-26,115.65
2017-12-27,114.6
2017-12-28,113.95
2017-12-29,112.95
