Date,MIRCELECTR
2017-01-02,13.25
2017-01-03,13.4
2017-01-04,13.55
2017-01-05,13.8
2017-01-06,13.6
2017-01-09,14.05
2017-01-10,14.2
2017-01-11,14.25
2017-01-12,14.75
2017-01-13,14.6
2017-01-16,14.35
2017-01-17,14.25
2017-01-18,14.7
2017-01-19,14.45
2017-01-20,14.1
2017-01-23,14.2
2017-01-24,14.3
2017-01-25,14.35
2017-01-27,14.15
2017-01-30,14.15
2017-01-31,13.85
2017-02-01,13.8
2017-02-02,13.7
2017-02-03,13.8
2017-02-06,14.15
2017-02-07,14.2
2017-02-08,14.2
2017-02-09,14.15
2017-02-10,14.05
2017-02-13,14.05
2017-02-14,13.25
2017-02-15,13.0
2017-02-16,12.95
2017-02-17,13.0
2017-02-20,13.05
2017-02-21,13.2
2017-02-22,12.95
2017-02-23,13.15
2017-02-27,13.1
2017-02-28,13.3
2017-03-01,13.25
2017-03-02,13.0
2017-03-03,13.0
2017-03-06,12.9
2017-03-07,12.95
2017-03-08,12.7
2017-03-09,12.65
2017-03-10,12.55
2017-03-14,12.5
2017-03-15,12.5
2017-03-16,13.3
2017-03-17,13.05
2017-03-20,13.0
2017-03-21,13.0
2017-03-22,12.85
2017-03-23,12.75
2017-03-24,12.85
2017-03-27,12.85
2017-03-28,12.95
2017-03-29,13.1
2017-03-30,13.8
2017-03-31,13.95
2017-04-03,14.2
2017-04-05,14.9
2017-04-06,15.4
2017-04-07,15.55
2017-04-10,15.5
2017-04-11,14.9
2017-04-12,14.15
2017-04-13,14.05
2017-04-17,13.7
2017-04-18,14.05
2017-04-19,14.05
2017-04-20,13.85
2017-04-21,13.7
2017-04-24,13.95
2017-04-25,13.95
2017-04-26,13.85
2017-04-27,14.15
2017-04-28,13.9
2017-05-02,13.9
2017-05-03,13.7
2017-05-04,14.05
2017-05-05,13.75
2017-05-08,14.0
2017-05-09,14.4
2017-05-10,14.2
2017-05-11,14.15
2017-05-12,14.0
2017-05-15,13.85
2017-05-16,13.8
2017-05-17,13.75
2017-05-18,13.4
2017-05-19,13.25
2017-05-22,13.1
2017-05-23,14.45
2017-05-24,13.8
2017-05-25,13.95
2017-05-26,14.5
2017-05-29,14.15
2017-05-30,14.1
2017-05-31,14.1
2017-06-01,14.1
2017-06-02,14.2
2017-06-05,14.15
2017-06-06,14.05
2017-06-07,13.8
2017-06-08,13.9
2017-06-09,13.85
2017-06-12,13.25
2017-06-13,13.45
2017-06-14,13.35
2017-06-15,14.0
2017-06-16,14.0
2017-06-19,14.15
2017-06-20,13.85
2017-06-21,13.8
2017-06-22,14.0
2017-06-23,13.8
2017-06-27,13.7
2017-06-28,13.6
2017-06-29,13.4
2017-06-30,13.35
2017-07-03,13.45
2017-07-04,13.6
2017-07-05,13.8
2017-07-06,13.7
2017-07-07,15.35
2017-07-10,15.75
2017-07-11,15.0
2017-07-12,15.15
2017-07-13,14.65
2017-07-14,15.1
2017-07-17,15.15
2017-07-18,15.0
2017-07-19,15.0
2017-07-20,15.4
2017-07-21,16.55
2017-07-24,17.05
2017-07-25,16.75
2017-07-26,17.2
2017-07-27,16.65
2017-07-28,16.75
2017-07-31,16.4
2017-08-01,15.7
2017-08-02,15.25
2017-08-03,15.5
2017-08-04,15.65
2017-08-07,16.55
2017-08-08,15.65
2017-08-09,15.2
2017-08-10,14.5
2017-08-11,13.6
2017-08-14,14.3
2017-08-16,14.3
2017-08-17,14.15
2017-08-18,14.15
2017-08-21,14.0
2017-08-22,13.95
2017-08-23,14.3
2017-08-24,14.0
2017-08-28,14.15
2017-08-29,13.9
2017-08-30,14.05
2017-08-31,14.1
2017-09-01,14.45
2017-09-04,14.15
2017-09-05,14.5
2017-09-06,16.65
2017-09-07,16.35
2017-09-08,16.2
2017-09-11,16.9
2017-09-12,16.95
2017-09-13,16.9
2017-09-14,20.25
2017-09-15,24.3
2017-09-18,26.4
2017-09-19,26.2
2017-09-20,28.8
2017-09-21,28.3
2017-09-22,26.25
2017-09-25,24.15
2017-09-26,26.55
2017-09-27,25.95
2017-09-28,27.1
2017-09-29,27.25
2017-10-03,26.5
2017-10-04,27.15
2017-10-05,29.85
2017-10-06,30.0
2017-10-09,34.6
2017-10-10,32.9
2017-10-11,30.9
2017-10-12,34.5
2017-10-13,34.1
2017-10-16,33.0
2017-10-17,33.65
2017-10-18,32.6
2017-10-19,32.6
2017-10-23,34.15
2017-10-24,33.05
2017-10-25,32.2
2017-10-26,31.95
2017-10-27,32.45
2017-10-30,32.55
2017-10-31,32.6
2017-11-01,32.15
2017-11-02,32.45
2017-11-03,32.25
2017-11-06,31.7
2017-11-07,30.0
2017-11-08,30.2
2017-11-09,30.1
2017-11-10,29.5
2017-11-13,28.45
2017-11-14,33.65
2017-11-15,34.1
2017-11-16,36.75
2017-11-17,36.95
2017-11-20,34.05
2017-11-21,39.65
2017-11-22,38.4
2017-11-23,37.3
2017-11-24,41.0
2017-11-27,43.7
2017-11-28,52.2
2017-11-29,51.75
2017-11-30,54.25
2017-12-01,51.85
2017-12-04,50.5
2017-12-05,48.65
2017-12-06,47.8
2017-12-07,48.85
2017-12-08,50.65
2017-12-11,49.4
2017-12-12,48.7
2017-12-13,49.25
2017-12-14,48.75
2017-12-15,50.65
2017-12-18,54.05
2017-12-19,59.45
2017-12-20,62.5
2017-12-21,60.35
2017-12-22,60.8
2017-12-26,61.4
2017-12-27,58.35
2017-12-28,57.45
2017-12-29,57.4
