Date,ESTER
2017-01-02,37.85
2017-01-03,39.1
2017-01-04,39.0
2017-01-05,40.15
2017-01-06,48.1
2017-01-09,44.6
2017-01-10,44.55
2017-01-11,45.95
2017-01-12,45.2
2017-01-13,49.15
2017-01-16,50.1
2017-01-17,48.95
2017-01-18,49.45
2017-03-07,39.8
2017-03-08,41.75
2017-03-09,40.8
2017-03-10,39.95
2017-03-14,39.5
2017-03-15,40.3
2017-03-16,42.3
2017-03-17,44.4
2017-03-20,44.55
2017-03-21,44.25
2017-03-22,43.05
2017-03-23,42.75
2017-03-24,42.95
2017-03-27,41.2
2017-03-28,41.0
2017-03-29,43.05
2017-03-30,45.2
2017-03-31,46.85
2017-04-03,46.3
2017-04-05,45.95
2017-04-06,45.0
2017-04-07,45.2
2017-04-10,45.65
2017-04-11,45.85
2017-04-12,46.0
2017-04-13,46.25
2017-04-17,45.95
2017-04-18,44.35
2017-04-19,44.55
2017-04-20,45.95
2017-04-21,45.1
2017-04-24,45.0
2017-04-25,45.45
2017-04-26,44.45
2017-04-27,44.85
2017-04-28,45.75
2017-05-02,46.3
2017-05-03,45.8
2017-05-04,45.4
2017-05-05,45.0
2017-05-08,44.9
2017-05-09,44.8
2017-05-10,43.1
2017-05-11,42.15
2017-05-12,42.05
2017-05-15,41.0
2017-05-16,40.1
2017-05-17,39.3
2017-05-18,38.2
2017-05-19,38.7
2017-05-22,38.2
2017-05-23,37.15
2017-05-24,36.65
2017-05-25,38.55
2017-05-26,39.05
2017-05-29,37.95
2017-05-30,37.7
2017-05-31,37.8
2017-06-01,37.6
2017-06-02,37.85
2017-06-05,39.25
2017-06-06,38.2
2017-06-07,38.1
2017-06-08,37.85
2017-06-09,38.0
2017-06-12,37.75
2017-06-13,38.0
2017-06-14,37.6
2017-06-15,38.95
2017-06-16,39.1
2017-06-19,39.0
2017-06-20,38.75
2017-06-21,38.35
2017-06-22,37.3
2017-06-23,37.15
2017-06-27,36.2
2017-06-28,37.0
2017-06-29,36.7
2017-06-30,36.7
2017-07-03,37.3
2017-07-04,42.15
2017-07-05,42.15
2017-07-06,41.05
2017-07-07,40.7
2017-07-10,40.55
2017-07-11,39.65
2017-07-12,39.9
2017-07-13,39.85
2017-07-14,39.85
2017-07-17,39.25
2017-07-18,39.0
2017-07-19,38.9
2017-07-20,38.5
2017-07-21,38.7
2017-07-24,38.3
2017-07-25,38.5
2017-07-26,38.35
2017-07-27,37.8
2017-07-28,37.85
2017-07-31,37.85
2017-08-01,37.0
2017-08-02,37.15
2017-08-03,36.75
2017-08-04,36.65
2017-08-07,36.25
2017-08-08,35.35
2017-08-09,34.35
2017-08-10,32.45
2017-08-11,31.4
2017-08-14,31.55
2017-08-16,32.35
2017-08-17,33.7
2017-08-18,32.35
2017-08-21,32.75
2017-08-22,32.5
2017-08-23,32.1
2017-08-24,31.5
2017-08-28,32.15
2017-08-29,37.25
2017-08-30,36.85
2017-08-31,36.95
2017-09-01,36.65
2017-09-04,35.55
2017-09-05,37.8
2017-09-06,39.4
2017-09-07,39.6
2017-09-08,38.4
2017-09-11,38.2
2017-09-12,38.0
2017-09-13,37.05
2017-09-14,37.45
2017-09-15,37.3
2017-09-18,36.95
2017-09-19,37.15
2017-09-20,37.25
2017-09-21,37.15
2017-09-22,36.5
2017-09-25,35.25
2017-09-26,35.4
2017-09-27,35.55
2017-09-28,35.55
2017-09-29,36.3
2017-10-03,35.6
2017-10-04,35.5
2017-10-05,35.6
2017-10-06,36.2
2017-10-09,37.4
2017-10-10,37.6
2017-10-11,36.4
2017-10-12,36.2
2017-10-13,36.1
2017-10-16,39.95
2017-10-17,40.55
2017-10-18,39.75
2017-10-19,41.5
2017-10-23,42.5
2017-10-24,45.3
2017-10-25,43.25
2017-10-26,42.55
2017-10-27,40.7
2017-10-30,41.95
2017-10-31,43.45
2017-11-01,42.7
2017-11-02,42.15
2017-11-03,42.05
2017-11-06,41.8
2017-11-07,40.5
2017-11-08,39.5
2017-11-09,40.45
2017-11-10,39.0
2017-11-13,38.9
2017-11-14,38.45
2017-11-15,37.7
2017-11-16,37.7
2017-11-17,37.95
2017-11-20,38.0
2017-11-21,38.0
2017-11-22,37.5
2017-11-23,37.6
2017-11-24,37.6
2017-11-27,38.15
2017-11-28,37.85
2017-11-29,37.55
2017-11-30,38.1
2017-12-01,37.05
2017-12-04,36.4
2017-12-05,36.05
2017-12-06,35.4
2017-12-07,36.0
2017-12-08,36.8
2017-12-11,37.55
2017-12-12,37.4
2017-12-13,36.45
2017-12-14,35.8
2017-12-15,35.65
2017-12-18,36.05
2017-12-19,36.7
2017-12-20,39.85
2017-12-21,42.7
2017-12-22,51.2
2017-12-26,55.0
2017-12-27,57.75
2017-12-28,63.35
2017-12-29,61.55
